d3mIndex,FICE,College_name,State,Type,Average_salary-full_professors,Average_salary-associate_professors,Average_salary-assistant_professors,Average_salary-all_ranks,Average_compensation-full_professors,Average_compensation-associate_professors,Average_compensation-assistant_professors,Average_compensation-all_ranks,Number_of_full_professors,Number_of_associate_professors,Number_of_assistant_professors,Number_of_instructors,Number_of_faculty-all_ranks
690,2729,Hartwick_College,NY,IIB,505.0,423.0,340.0,419,628.0,517.0,409.0,513,50,23,36,0,123
691,2731,Hobart-William_Smith_Colls,NY,IIB,605.0,462.0,352.0,495,749.0,579.0,431.0,614,61,39,34,3,137
692,2732,Hofstra_University,NY,I,757.0,550.0,470.0,584,956.0,692.0,579.0,731,127,131,141,7,406
693,2734,Houghton_College,NY,IIB,370.0,323.0,265.0,327,487.0,424.0,343.0,428,30,29,17,1,77
694,2735,Hilbert_College,NY,IIB,318.0,,261.0,278,376.0,,315.0,336,6,3,12,7,28
695,2737,Iona_College,NY,IIA,594.0,462.0,393.0,461,756.0,594.0,496.0,587,42,81,59,10,192
696,2739,Ithaca_College,NY,IIB,606.0,484.0,366.0,443,761.0,605.0,461.0,557,70,153,184,21,428
697,2744,Keuka_College,NY,IIB,403.0,346.0,283.0,338,473.0,412.0,335.0,399,15,8,19,0,42
698,2748,Le_Moyne_College,NY,IIB,542.0,455.0,365.0,445,684.0,576.0,465.0,564,30,50,36,3,119
699,2758,Manhattan_College,NY,IIA,595.0,500.0,388.0,488,767.0,627.0,495.0,621,45,74,50,3,172
700,2765,Marist_College,NY,IIB,580.0,485.0,373.0,417,741.0,643.0,481.0,542,16,34,91,0,151
701,2768,Marymount_Coll_Tarrytown,NY,IIB,426.0,349.0,297.0,357,546.0,442.0,383.0,455,17,24,13,2,56
702,2769,Marymount_Manhattan_College,NY,IIB,,407.0,332.0,382,,495.0,407.0,464,4,26,19,0,49
703,2772,Mercy_College,NY,IIB,524.0,399.0,341.0,416,640.0,493.0,423.0,511,53,38,48,6,149
704,2775,Molloy_College,NY,IIB,541.0,435.0,353.0,381,697.0,551.0,463.0,494,16,20,58,22,116
705,2777,Medaille_College,NY,IIB,435.0,371.0,276.0,349,525.0,446.0,322.0,418,11,16,13,2,43
706,2778,Mount_Saint_Mary_College,NY,IIB,514.0,407.0,349.0,395,633.0,505.0,424.0,482,14,8,23,6,51
707,2779,Nazareth_Coll_of_Rochester,NY,IIB,513.0,428.0,343.0,430,634.0,533.0,425.0,532,37,33,35,0,105
708,2785,New_York_University,NY,I,887.0,591.0,507.0,683,1172.0,785.0,674.0,905,532,337,252,42,1231
709,2788,Niagara_University,NY,IIA,503.0,430.0,376.0,443,612.0,524.0,448.0,537,39,43,24,2,108
710,2791,Pace_University,NY,IIA,685.0,513.0,436.0,576,851.0,643.0,556.0,720,187,124,77,3,397
711,2803,Rensselaer_Polytechnic_Inst,NY,I,750.0,548.0,475.0,640,922.0,703.0,601.0,799,190,118,61,0,369
712,2806,Rochester_Institute_of_Tech,NY,IIA,568.0,476.0,417.0,466,710.0,603.0,527.0,587,182,215,179,13,665
713,2810,Russell_Sage_College,NY,IIA,487.0,409.0,351.0,397,609.0,506.0,435.0,493,19,56,37,6,118
714,2813,Sarah_Lawrence_College,NY,IIB,623.0,478.0,398.0,541,779.0,610.0,495.0,677,39,14,13,0,69
715,2814,Skidmore_College,NY,IIB,642.0,492.0,397.0,498,831.0,639.0,516.0,646,42,69,48,5,164
716,2816,Siena_College,NY,IIB,515.0,429.0,357.0,434,667.0,567.0,474.0,570,52,53,49,1,155
717,2817,StBonaventure_University,NY,IIA,492.0,398.0,377.0,425,642.0,535.0,495.0,562,56,51,43,4,154
718,2820,St_Francis_College,NY,IIB,543.0,466.0,350.0,446,689.0,607.0,457.0,573,22,14,14,7,57
719,2821,St_John_Fisher_College,NY,IIB,513.0,427.0,376.0,432,635.0,512.0,451.0,524,29,40,36,1,106
720,2825,Saint_Josephs_College,NY,IIB,495.0,398.0,349.0,372,584.0,478.0,419.0,446,12,15,46,8,81
721,2829,St_Lawrence_University,NY,IIB,627.0,473.0,366.0,488,799.0,613.0,472.0,627,50,56,40,7,153
722,2832,St_Thomas_Aquinas_College,NY,IIB,510.0,408.0,374.0,419,617.0,526.0,454.0,515,18,16,26,3,63
723,2835,SUNY_at_Albany,NY,I,732.0,526.0,407.0,576,934.0,679.0,524.0,739,260,217,125,0,638
724,2836,SUNY_at_Binghamton,NY,I,705.0,511.0,407.0,555,902.0,665.0,528.0,716,172,175,82,0,460
725,2838,SUNY_at_Stony_Brook,NY,I,755.0,534.0,414.0,589,961.0,688.0,526.0,751,346,216,183,24,801
726,2841,SUNY_College_at_Brockport,NY,IIA,603.0,501.0,397.0,492,778.0,651.0,509.0,636,87,107,88,0,296
727,2842,SUNY_College_at_Buffalo,NY,IIA,536.0,433.0,359.0,444,693.0,560.0,464.0,573,144,157,88,3,424
728,2843,SUNY_College_at_Cortland,NY,IIA,530.0,411.0,341.0,432,691.0,537.0,439.0,563,85,76,66,0,234
729,2844,SUNY_College_at_Fredonia,NY,IIA,562.0,438.0,350.0,450,731.0,569.0,451.0,585,93,65,54,15,235
730,2845,SUNY_College_at_Geneseo,NY,IIA,541.0,411.0,348.0,405,704.0,536.0,448.0,525,48,78,79,23,243
731,2846,SUNY_College_at_New_Paltz,NY,IIA,584.0,458.0,373.0,462,758.0,594.0,480.0,598,90,96,73,0,283
732,2847,SUNY_College_at_Oneonta,NY,IIA,539.0,428.0,362.0,440,705.0,557.0,467.0,571,93,78,81,1,267
733,2848,SUNY_College_at_Oswego,NY,IIA,537.0,427.0,339.0,441,702.0,556.0,435.0,574,111,105,78,4,302
734,2849,SUNY_College_at_Plattsburgh,NY,IIA,538.0,435.0,343.0,445,701.0,566.0,441.0,578,107,76,71,1,266
735,2850,SUNY_College_at_Potsdam,NY,IIA,531.0,413.0,337.0,424,691.0,539.0,436.0,552,78,63,52,9,219
736,2882,Syracuse_University,NY,I,648.0,475.0,394.0,526,851.0,645.0,528.0,701,371,301,205,10,891
737,2883,Syracuse_Univ-Utica_College,NY,IIB,487.0,394.0,339.0,401,642.0,520.0,439.0,527,27,46,32,0,105
738,2889,Union_College,NY,IIA,638.0,508.0,399.0,512,841.0,677.0,501.0,667,60,50,54,9,173
739,2894,University_of_Rochester,NY,I,747.0,520.0,434.0,611,895.0,626.0,520.0,733,252,130,110,7,508
740,2895,Vassar_College,NY,IIB,674.0,517.0,408.0,523,879.0,669.0,512.0,674,70,60,66,9,212
741,2899,Wagner_College,NY,IIB,457.0,366.0,326.0,368,587.0,477.0,438.0,483,20,17,31,4,72
742,2901,Wells_College,NY,IIB,464.0,373.0,318.0,396,568.0,454.0,389.0,484,21,10,14,0,46
743,4779,Long_Island_University,NY,IIA,631.0,513.0,408.0,531,825.0,672.0,520.0,690,233,175,124,22,561
744,4804,New_York_Inst_of_Technology,NY,IIA,569.0,492.0,410.0,491,726.0,642.0,546.0,639,68,106,43,11,228
745,6791,SUNY_College_at_Purchase,NY,IIB,534.0,432.0,362.0,437,696.0,565.0,468.0,570,29,52,28,0,114
746,6792,SUNY_CollTech_Utica-Rome,NY,IIA,536.0,457.0,414.0,444,701.0,591.0,529.0,573,8,48,19,8,85
747,7109,SUNY_College_at_Old_Westbury,NY,IIB,592.0,480.0,374.0,466,758.0,616.0,485.0,599,36,42,40,8,127
748,9554,SUNY_at_Buffalo,NY,I,762.0,548.0,423.0,601,970.0,704.0,534.0,767,400,338,218,9,982
749,10286,SUNY_Empire_State_College,NY,IIB,543.0,437.0,361.0,430,706.0,562.0,468.0,554,33,47,35,3,132
750,3011,Art_Academy_of_Cincinnati,OH,IIB,,286.0,,304,,354.0,,371,5,6,5,1,17
751,3012,Ashland_University,OH,IIB,484.0,418.0,329.0,398,624.0,530.0,437.0,515,52,58,58,4,179
752,3014,Baldwin-Wallace_College,OH,IIB,530.0,431.0,360.0,464,662.0,552.0,464.0,587,74,39,35,0,148
753,3016,Bluffton_College,OH,IIB,368.0,309.0,272.0,312,466.0,389.0,347.0,399,16,13,19,1,49
754,3018,Bowling_Green_State_Univ,OH,I,620.0,481.0,394.0,483,817.0,644.0,530.0,643,226,212,180,65,690
755,3023,Capital_University,OH,IIA,563.0,405.0,334.0,424,704.0,540.0,429.0,543,54,36,57,11,158
756,3024,Case_Western_Reserve_Univ,OH,I,754.0,518.0,470.0,585,948.0,663.0,600.0,744,213,133,126,58,530
757,3025,Cedarville_College,OH,IIB,419.0,364.0,300.0,346,527.0,459.0,379.0,436,32,37,60,3,132
758,3032,Cleveland_State_University,OH,IIA,611.0,459.0,390.0,486,750.0,575.0,495.0,606,166,223,128,14,531
759,3033,College_of_Mount_St_Joseph,OH,IIB,477.0,412.0,339.0,360,575.0,482.0,401.0,423,10,21,52,17,100
760,3036,Franciscan_UnivSteubenville,OH,IIB,445.0,362.0,300.0,349,580.0,440.0,405.0,449,15,32,34,2,83
761,3037,College_of_Wooster,OH,IIB,561.0,411.0,346.0,449,735.0,518.0,429.0,575,52,24,44,2,122
762,3038,Mount_Union_College,OH,IIB,476.0,394.0,325.0,399,609.0,508.0,412.0,509,25,21,17,7,70
763,3041,Defiance_College_The,OH,IIB,373.0,333.0,277.0,326,438.0,388.0,330.0,382,14,18,11,0,46
764,3042,Denison_University,OH,IIB,558.0,414.0,346.0,445,757.0,528.0,439.0,584,58,32,55,0,146
765,3045,University_of_Findlay,OH,IIB,417.0,370.0,301.0,330,526.0,470.0,369.0,413,18,29,51,7,115
766,3046,Franklin_University,OH,IIB,,,,345,,,,438,0,0,0,0,39
767,3048,Heidelberg_College,OH,IIB,399.0,334.0,298.0,331,491.0,407.0,349.0,397,17,18,24,8,67
768,3049,Hiram_College,OH,IIB,468.0,367.0,302.0,373,602.0,469.0,379.0,474,28,22,20,11,81
769,3050,John_Carroll_University,OH,IIA,587.0,473.0,389.0,465,717.0,586.0,490.0,576,59,56,74,14,203
770,3051,Kent_State_Univ-Kent_Campus,OH,I,654.0,473.0,389.0,502,810.0,602.0,505.0,636,221,244,203,14,682
771,3065,Kenyon_College,OH,IIB,608.0,439.0,381.0,480,777.0,552.0,475.0,608,49,36,38,8,131
772,3069,Lourdes_College,OH,IIB,,330.0,283.0,280,,413.0,371.0,361,2,8,15,22,47
773,3072,Malone_College,OH,IIB,410.0,352.0,306.0,343,515.0,441.0,383.0,432,20,18,26,4,70
774,3073,Marietta_College,OH,IIB,445.0,366.0,298.0,370,569.0,464.0,367.0,470,27,18,19,5,69
775,3084,Muskingum_College,OH,IIB,446.0,365.0,290.0,353,574.0,461.0,378.0,453,19,19,28,3,69
776,3085,Notre_Dame_College_of_Ohio,OH,IIB,,294.0,269.0,290,,346.0,318.0,340,5,9,15,0,29
777,3086,Oberlin_College,OH,IIB,588.0,454.0,385.0,507,789.0,605.0,491.0,673,121,69,43,6,239
778,3089,Ohio_Northern_University,OH,IIB,511.0,431.0,371.0,437,639.0,546.0,465.0,550,55,53,39,8,155
779,3092,Ohio_State_Univ-Lima,OH,IIB,,460.0,335.0,384,,567.0,424.0,480,3,14,19,3,39
780,3093,Ohio_State_Univ-Mansfield,OH,IIB,,396.0,350.0,375,,494.0,441.0,470,2,19,18,2,41
781,3094,Ohio_State_Univ-Marion,OH,IIB,508.0,424.0,337.0,410,622.0,526.0,426.0,510,6,10,9,1,26
782,3095,Ohio_State_Univ-Newark,OH,IIB,,417.0,353.0,392,,518.0,445.0,489,4,13,17,2,36
783,3100,Ohio_University-Athens,OH,I,632.0,486.0,393.0,512,786.0,618.0,512.0,648,248,241,192,4,687
784,3109,Ohio_Wesleyan_University,OH,IIB,541.0,395.0,354.0,453,726.0,584.0,500.0,626,67,25,42,2,136
785,3110,Otterbein_College,OH,IIB,459.0,372.0,329.0,363,600.0,467.0,399.0,457,22,42,56,10,130
786,3121,Tiffin_University,OH,IIB,485.0,379.0,334.0,379,593.0,470.0,410.0,466,6,7,14,0,27
787,3123,Univ_of_Akron-_Main_Campus,OH,I,577.0,448.0,387.0,479,718.0,567.0,497.0,603,278,253,147,39,717
788,3125,Univof_Cinti-Main_Campus,OH,I,666.0,483.0,393.0,535,856.0,622.0,506.0,688,447,410,244,12,1113
789,3127,University_of_Dayton,OH,IIA,590.0,479.0,392.0,482,765.0,616.0,495.0,618,123,159,130,7,419
790,3131,University_of_Toledo,OH,I,608.0,457.0,379.0,486,750.0,572.0,481.0,607,217,152,167,20,556
791,3133,Urbana_University,OH,IIB,335.0,266.0,241.0,272,425.0,314.0,297.0,333,9,12,14,1,36
792,3134,Ursuline_College,OH,IIB,413.0,350.0,297.0,306,476.0,410.0,361.0,363,8,10,20,24,62
793,3135,Walsh_University,OH,IIB,407.0,344.0,278.0,346,504.0,427.0,352.0,432,17,19,10,0,49
794,3142,Wilmington_College,OH,IIB,407.0,357.0,303.0,335,481.0,430.0,364.0,401,10,18,32,1,61
795,3143,Wittenberg_University,OH,IIB,546.0,413.0,341.0,438,704.0,543.0,436.0,567,49,55,32,6,142
796,3144,Xavier_University,OH,IIA,571.0,473.0,378.0,449,712.0,586.0,467.0,557,58,75,78,19,230
797,3145,Youngstown_State_University,OH,IIA,591.0,450.0,362.0,481,723.0,562.0,461.0,597,204,116,106,33,459
798,6883,Ohio_State_Univ-Main_campus,OH,I,703.0,491.0,415.0,555,846.0,603.0,516.0,676,758,679,443,30,1910
799,7104,Miami_University,OH,I,616.0,474.0,376.0,478,797.0,614.0,487.0,619,258,225,219,60,763
800,8795,Antioch_University,OH,IIA,441.0,348.0,300.0,316,571.0,457.0,398.0,418,30,15,17,3,162
801,9168,Wright_State_University-Main,OH,IIA,642.0,468.0,385.0,465,781.0,580.0,485.0,576,126,176,132,45,493
802,12748,Shawnee_State_University,OH,IIB,510.0,439.0,368.0,411,658.0,563.0,502.0,537,15,54,35,15,119
803,3150,Cameron_University,OK,IIB,426.0,360.0,329.0,345,531.0,452.0,415.0,434,44,35,63,34,177
804,3151,Bartlesville_Wesleyan_Coll,OK,IIB,,,,264,,,,358,0,0,0,0,26
805,3152,University_of_Central_Okla,OK,IIA,503.0,442.0,384.0,416,606.0,536.0,469.0,505,108,57,166,58,389
806,3154,East_Central_University,OK,IIB,453.0,407.0,352.0,378,538.0,488.0,429.0,456,39,31,64,23,158
807,3157,Langston_University,OK,IIB,459.0,375.0,313.0,342,545.0,454.0,383.0,415,12,31,34,29,108
808,3161,Northeastern_State_Univ,OK,IIB,455.0,374.0,348.0,377,554.0,462.0,431.0,464,80,49,71,52,257
809,3163,Northwestern_OklaState_Univ,OK,IIB,435.0,397.0,321.0,336,522.0,479.0,390.0,407,12,11,30,24,77
810,3164,Oklahoma_Baptist_University,OK,IIB,379.0,335.0,282.0,317,467.0,420.0,359.0,399,22,33,42,5,102
811,3165,Okla_Christian_U_of_S_and_Arts,OK,IIB,432.0,372.0,317.0,385,527.0,454.0,371.0,466,39,18,15,5,77
812,3167,Univ_of_Sci_and__Arts_of_Okla,OK,IIB,427.0,369.0,336.0,362,528.0,459.0,434.0,454,13,18,11,10,52
813,3170,Oklahoma_State_Univ-Main,OK,I,532.0,409.0,373.0,449,655.0,509.0,460.0,555,342,247,181,11,794
814,3174,Oklahoma_Panhandle_StUniv,OK,IIB,427.0,360.0,311.0,346,515.0,444.0,386.0,425,15,14,14,11,54
815,3175,Phillips_University,OK,IIB,365.0,315.0,273.0,317,438.0,381.0,327.0,381,16,10,15,1,42
816,3179,Southeastern_Okla_St_Univ,OK,IIA,464.0,407.0,348.0,363,558.0,493.0,425.0,440,33,17,61,37,148
817,3181,Sthwtrn_OklStU-Weatherfrd,OK,IIA,464.0,429.0,382.0,393,567.0,528.0,474.0,485,56,33,65,44,198
818,3184,University_of_Oklahoma,OK,I,600.0,445.0,368.0,470,752.0,563.0,468.0,593,286,225,236,24,778
819,3185,University_of_Tulsa,OK,IIA,686.0,500.0,404.0,513,835.0,608.0,493.0,625,84,108,73,20,287
820,1339,Western_Baptist_College,OR,IIB,,308.0,252.0,285,,451.0,340.0,388,3,7,7,5,22
821,3191,Concordia_College,OR,IIB,401.0,329.0,307.0,349,496.0,414.0,389.0,436,13,15,7,1,36
822,3193,Eastern_Oregon_State_College,OR,IIB,470.0,363.0,309.0,373,612.0,482.0,412.0,492,20,23,17,5,65
823,3194,George_Fox_College,OR,IIB,418.0,373.0,302.0,355,531.0,468.0,371.0,444,20,27,27,3,77
824,3197,Lewis__and__Clark_College,OR,IIA,601.0,442.0,362.0,477,749.0,570.0,440.0,598,74,36,47,6,171
825,3198,Linfield_College,OR,IIB,481.0,377.0,319.0,397,650.0,522.0,448.0,546,47,47,31,4,129
826,3208,Northwest_Christian_College,OR,IIB,,,,292,,,,409,4,5,2,0,11
827,3209,Western_Oregon_State_College,OR,IIA,439.0,354.0,315.0,361,575.0,470.0,417.0,472,60,40,33,2,155
828,3210,Oregon_State_University,OR,I,597.0,473.0,400.0,475,762.0,615.0,522.0,615,206,209,133,46,622
829,3211,Oregon_Institute_of_Tech,OR,IIB,500.0,441.0,391.0,438,648.0,574.0,512.0,572,38,32,32,7,109
830,3212,Pacific_University,OR,IIA,441.0,381.0,341.0,370,561.0,469.0,421.0,461,28,32,41,7,108
831,3216,Portland_State_University,OR,I,544.0,437.0,382.0,474,693.0,564.0,498.0,609,205,113,77,16,411
832,3217,Reed_College,OR,IIB,596.0,442.0,378.0,495,729.0,545.0,463.0,607,47,20,31,0,98
833,3219,Southern_Oregon_State_Coll,OR,IIA,460.0,371.0,315.0,393,598.0,491.0,417.0,517,72,49,25,12,161
834,3223,University_of_Oregon,OR,I,597.0,446.0,375.0,459,762.0,579.0,488.0,594,240,182,152,89,671
835,3224,University_of_Portland,OR,IIA,587.0,437.0,387.0,436,716.0,542.0,470.0,536,26,57,42,2,135
836,3225,Warner_Pacific_College,OR,IIB,,279.0,216.0,269,,340.0,262.0,328,4,14,8,0,26
837,3227,Willamette_University,OR,IIB,596.0,390.0,345.0,478,758.0,524.0,466.0,621,69,43,28,4,145
838,3229,Albright_College,PA,IIB,488.0,396.0,359.0,430,648.0,514.0,451.0,562,39,21,15,3,79
839,3230,Allegheny_College,PA,IIB,576.0,414.0,332.0,415,744.0,537.0,418.0,532,36,46,54,8,144
840,3233,Alvernia_College,PA,IIB,402.0,315.0,295.0,303,506.0,370.0,347.0,361,7,12,30,11,60
841,3235,Beaver_College,PA,IIA,496.0,405.0,353.0,381,652.0,532.0,462.0,500,12,20,32,2,68
842,3237,Bryn_Mawr_College,PA,IIA,620.0,466.0,379.0,511,767.0,605.0,478.0,639,65,23,20,3,129
843,3238,Bucknell_University,PA,IIA,658.0,497.0,415.0,528,840.0,637.0,542.0,678,84,85,73,1,243
844,3241,Cabrini_College,PA,IIB,471.0,,354.0,398,597.0,,448.0,503,15,5,18,3,41
845,3242,Carnegie-Mellon_University,PA,I,829.0,566.0,499.0,678,994.0,691.0,617.0,820,256,138,125,4,523
846,3243,Cedar_Crest_College,PA,IIB,475.0,392.0,318.0,375,591.0,495.0,392.0,468,14,17,29,0,60
847,3244,Chatham_College,PA,IIB,492.0,397.0,323.0,394,628.0,503.0,407.0,500,13,12,16,2,43
848,3245,Chestnut_Hill_College,PA,IIB,,322.0,277.0,311,,400.0,348.0,391,5,10,18,4,37
849,3247,College_Misericordia,PA,IIB,493.0,425.0,346.0,377,578.0,508.0,420.0,455,9,22,48,5,84
850,3252,Del_Valley_Coll/Sci_and_Agr,PA,IIB,504.0,411.0,347.0,379,649.0,511.0,426.0,473,10,27,21,15,73
851,3253,Dickinson_College,PA,IIB,622.0,468.0,380.0,466,797.0,601.0,478.0,593,35,47,51,7,144
852,3256,Drexel_University,PA,I,674.0,496.0,459.0,568,843.0,619.0,570.0,709,153,114,73,0,341
853,3258,Duquesne_University,PA,IIA,602.0,469.0,393.0,475,753.0,597.0,497.0,601,98,97,113,28,336
854,3259,Eastern_College,PA,IIA,442.0,342.0,329.0,363,636.0,413.0,398.0,473,19,17,17,4,57
855,3262,Elizabethtown_College,PA,IIB,552.0,456.0,371.0,448,718.0,581.0,465.0,571,30,39,26,6,105
856,3265,Franklin_and_Marshall_Coll,PA,IIB,675.0,481.0,387.0,517,902.0,653.0,519.0,694,56,43,44,9,152
857,3266,Gannon_University,PA,IIA,453.0,377.0,341.0,365,586.0,489.0,434.0,469,35,54,76,17,182
858,3267,Geneva_College,PA,IIB,416.0,366.0,312.0,366,527.0,475.0,402.0,469,17,17,16,0,50
859,3268,Gettysburg_College,PA,IIB,627.0,475.0,400.0,485,820.0,630.0,516.0,637,38,65,28,20,151
860,3270,Gwynedd-Mercy_College,PA,IIB,356.0,316.0,269.0,280,428.0,383.0,330.0,341,13,18,51,16,98
861,3274,Haverford_College,PA,IIB,653.0,498.0,392.0,521,876.0,702.0,551.0,716,40,19,33,3,95
862,3275,Holy_Family_College,PA,IIB,480.0,395.0,335.0,364,599.0,504.0,432.0,465,12,14,33,16,75
863,3276,Immaculata_College,PA,IIB,451.0,406.0,310.0,385,572.0,521.0,399.0,492,10,8,8,2,28
864,3277,Indiana_University_of_Penn,PA,IIA,675.0,541.0,425.0,546,859.0,708.0,571.0,711,243,201,173,41,658
865,3278,Thomas_Jefferson_University,PA,IIA,,505.0,428.0,441,,678.0,558.0,578,5,9,24,18,59
866,3279,Juniata_College,PA,IIB,488.0,391.0,316.0,419,634.0,497.0,427.0,545,36,20,16,2,74
867,3282,Kings_College,PA,IIB,498.0,427.0,354.0,409,641.0,548.0,444.0,520,22,28,45,0,95
868,3284,Lafayette_College,PA,IIB,686.0,517.0,419.0,506,873.0,668.0,536.0,647,37,62,71,8,179
869,3287,La_Salle_University,PA,IIA,585.0,482.0,426.0,470,733.0,616.0,543.0,597,30,80,95,4,209
870,3288,Lebanon_Valley_College,PA,IIB,472.0,401.0,362.0,419,593.0,512.0,466.0,531,28,21,17,1,67
871,3289,Lehigh_University,PA,I,757.0,543.0,448.0,635,955.0,700.0,568.0,805,216,118,77,4,416
872,3290,Lincoln_University,PA,IIB,516.0,400.0,348.0,393,628.0,492.0,433.0,486,22,26,18,12,87
873,3293,Lycoming_College,PA,IIB,502.0,436.0,352.0,395,656.0,575.0,442.0,507,16,26,33,11,86
874,3296,Marywood_College,PA,IIA,514.0,429.0,356.0,412,635.0,524.0,443.0,508,25,41,52,3,121
875,3297,Mercyhurst_College,PA,IIB,444.0,390.0,312.0,339,592.0,497.0,390.0,429,15,25,46,15,101
876,3298,Messiah_College,PA,IIB,481.0,400.0,351.0,393,621.0,514.0,446.0,505,34,37,45,15,131
877,3301,Moravian_College,PA,IIB,490.0,406.0,343.0,423,624.0,516.0,430.0,537,35,29,19,3,86
878,3303,Carlow_College,PA,IIB,497.0,383.0,314.0,359,623.0,490.0,397.0,454,8,18,20,7,53
879,3304,Muhlenberg_College,PA,IIB,589.0,432.0,359.0,449,809.0,568.0,463.0,600,36,31,37,2,115
880,3313,Widener_University,PA,IIA,670.0,556.0,439.0,529,870.0,714.0,567.0,683,60,136,88,18,309
881,3315,Bloomsburg_Univ_of_Penn,PA,IIA,669.0,538.0,428.0,528,856.0,710.0,580.0,696,98,109,131,10,348
882,3316,California_Univ_of_Penn,PA,IIA,674.0,541.0,436.0,549,850.0,700.0,578.0,708,112,108,64,25,309
883,3317,Cheyney_University_of_Penn,PA,IIA,692.0,554.0,379.0,550,884.0,732.0,530.0,725,35,35,21,7,98
884,3320,East_Stroudsburg_University,PA,IIA,676.0,531.0,415.0,526,858.0,696.0,556.0,686,95,72,85,20,272
885,3321,Edinboro_University_of_Penn,PA,IIA,676.0,545.0,424.0,516,870.0,714.0,570.0,679,111,86,169,26,392
886,3322,Kutztown_Univ_of_Penn,PA,IIA,669.0,544.0,418.0,528,847.0,707.0,558.0,685,119,117,122,25,383
887,3323,Lock_Haven_University,PA,IIB,676.0,544.0,417.0,508,820.0,675.0,527.0,631,46,64,61,26,197
888,3324,Mansfield_Univ_of_Penn,PA,IIB,665.0,532.0,428.0,516,839.0,690.0,568.0,670,47,60,58,14,179
889,3325,Millersville_Univ_of_Penn,PA,IIA,660.0,552.0,429.0,549,842.0,723.0,576.0,716,117,97,100,6,320
890,3326,Shippensburg_University,PA,IIA,673.0,545.0,425.0,573,848.0,706.0,567.0,735,148,67,83,3,301
891,3327,Slippery_Rock_Univ_of_Penn,PA,IIA,675.0,532.0,431.0,537,836.0,670.0,552.0,676,127,104,138,11,380
892,3328,West_Chester_Univ_of_Penn,PA,IIA,667.0,540.0,431.0,533,821.0,680.0,554.0,671,136,163,176,8,483
893,3354,PhilaCollof_Textiles_and_Sci,PA,IIB,538.0,425.0,362.0,417,693.0,571.0,452.0,538,17,28,39,1,85
894,3357,Point_Park_College,PA,IIB,411.0,331.0,290.0,357,519.0,430.0,363.0,452,33,19,17,1,73
895,3359,Robert_Morris_College,PA,IIB,575.0,454.0,406.0,438,724.0,576.0,513.0,554,11,43,42,7,103
896,3362,Seton_Hill_College,PA,IIB,489.0,380.0,329.0,368,575.0,479.0,403.0,453,7,23,24,1,56
897,3366,Saint_Francis_College,PA,IIB,472.0,392.0,323.0,375,573.0,481.0,403.0,463,20,14,24,8,66
898,3367,St_Josephs_University,PA,IIA,594.0,484.0,427.0,487,764.0,628.0,539.0,623,39,50,63,2,154
899,3368,Saint_Vincent_College,PA,IIB,436.0,399.0,317.0,363,603.0,540.0,406.0,481,14,20,20,10,64
900,3369,Susquehanna_University,PA,IIB,534.0,420.0,359.0,422,661.0,519.0,443.0,521,25,26,33,5,89
901,3370,Swarthmore_College,PA,IIB,704.0,519.0,417.0,562,868.0,651.0,526.0,699,68,44,47,2,163
902,3371,Temple_University,PA,I,736.0,579.0,454.0,606,913.0,724.0,568.0,755,490,332,291,37,1150
903,3376,Thiel_College,PA,IIB,408.0,342.0,287.0,369,534.0,443.0,376.0,481,33,14,10,1,58
904,3378,University_of_Pennsylvania,PA,I,881.0,622.0,532.0,744,1086.0,831.0,712.0,945,541,240,212,0,993
905,3379,Univ_of_Pittsburgh-Main,PA,I,736.0,516.0,421.0,547,910.0,653.0,537.0,688,427,402,373,63,1325
906,3380,Univ_of_Pittsburgh-Bradford,PA,IIB,489.0,418.0,340.0,373,619.0,517.0,419.0,464,8,14,25,8,55
907,3381,Univ_of_Pittsburgh-Grnsburg,PA,IIB,478.0,401.0,314.0,369,602.0,507.0,401.0,467,9,23,14,10,56
908,3382,Univ_of_Pittsburgh-Johnstwn,PA,IIB,554.0,430.0,322.0,404,704.0,538.0,401.0,507,16,63,32,17,133
909,3384,University_of_Scranton,PA,IIA,565.0,479.0,437.0,475,736.0,632.0,571.0,621,51,86,95,5,242
910,3385,Ursinus_College,PA,IIB,528.0,419.0,354.0,434,686.0,547.0,458.0,563,32,28,29,2,91
911,3388,Villanova_University,PA,IIA,726.0,535.0,438.0,536,912.0,698.0,586.0,698,133,143,206,21,503
912,3389,Washington__and__Jefferson_Coll,PA,IIB,549.0,480.0,373.0,473,689.0,608.0,494.0,602,33,29,18,7,87
913,3391,Waynesburg_College,PA,IIB,407.0,332.0,297.0,333,541.0,453.0,399.0,451,20,11,22,11,67
914,3392,Westminster_College,PA,IIB,497.0,410.0,337.0,423,603.0,498.0,394.0,508,47,12,24,10,93
915,3394,Wilkes_University,PA,IIA,499.0,430.0,338.0,409,612.0,534.0,408.0,502,31,53,53,0,138
916,3396,Wilson_College,PA,IIB,322.0,314.0,269.0,294,402.0,366.0,315.0,350,8,9,12,3,32
917,3399,York_College_of_Pennsylvania,PA,IIB,615.0,512.0,414.0,464,809.0,664.0,537.0,603,13,32,67,1,113
918,3986,AlltwnCollStFrancis_Sales,PA,IIB,486.0,415.0,342.0,365,594.0,532.0,429.0,458,6,19,33,10,68
919,3987,La_Roche_College,PA,IIB,433.0,364.0,302.0,351,518.0,438.0,355.0,419,11,12,21,0,44
