d3mIndex,N0,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,M0P0,M0P1,M1P0,M1P1,class
946,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
947,1,1,0,1,0,2,0,1,0,0,0,0,1,2,1,1,0,0,1,0,0
948,0,0,1,0,0,1,0,0,0,0,0,1,2,2,0,2,0,0,1,0,0
949,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0
950,1,0,1,1,1,2,1,1,0,0,0,1,1,0,1,0,0,2,1,0,0
951,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,2,0
952,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,1,0,0,1,1,0
953,1,1,1,1,0,2,0,1,0,0,0,2,0,1,1,1,0,0,0,0,0
954,1,0,0,0,0,1,0,1,0,0,1,1,1,2,1,1,2,1,1,1,0
955,0,1,0,2,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
956,0,0,1,0,0,2,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0
957,1,0,0,2,0,0,0,1,0,1,0,1,2,0,1,0,1,1,0,0,0
958,0,0,1,0,0,1,0,0,0,1,0,2,0,1,1,1,2,0,0,1,0
959,0,1,2,0,0,2,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0
960,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0
961,1,1,2,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0
962,0,1,1,1,0,2,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0
963,0,1,1,1,0,2,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0
964,0,1,2,1,0,2,0,1,0,0,0,1,0,0,2,1,1,1,0,0,0
965,0,1,0,1,0,2,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0
966,0,1,1,1,0,0,0,1,0,0,0,2,1,2,1,0,1,1,1,0,0
967,0,1,1,1,0,1,2,1,0,0,0,0,1,1,0,1,0,0,1,1,0
968,1,0,1,0,0,1,0,1,0,0,0,1,0,1,2,0,1,1,0,0,0
969,0,0,1,2,0,0,0,1,0,0,1,1,0,2,1,0,0,0,0,0,0
970,0,0,2,1,1,2,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0
971,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0
972,0,1,1,2,1,1,0,2,0,0,0,0,2,1,1,0,1,1,0,1,0
973,0,1,1,1,0,2,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
974,0,0,1,1,0,2,2,1,0,1,0,2,2,2,0,0,0,0,0,1,0
975,0,2,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
976,0,1,2,2,0,1,0,1,0,0,1,2,0,2,0,0,0,0,1,0,0
977,0,1,1,0,0,1,1,1,0,0,1,1,2,1,1,1,0,0,0,0,0
978,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
979,1,0,2,2,0,2,1,1,0,0,0,1,1,2,0,0,0,0,0,0,0
980,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,2,0
981,0,1,2,1,0,2,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
982,0,0,1,1,1,0,1,1,0,0,0,1,0,1,2,0,1,1,1,0,0
983,0,0,0,2,0,1,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0
984,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
985,0,1,1,1,0,2,2,0,0,1,0,1,0,2,0,0,0,0,1,1,0
986,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0
987,0,2,1,0,0,0,0,0,0,0,0,2,1,0,1,1,1,1,1,0,0
988,0,1,2,0,0,0,1,0,0,0,0,0,1,0,2,1,2,0,0,1,0
989,1,1,2,2,0,0,1,1,0,0,0,1,1,1,2,1,0,0,1,1,0
990,0,1,0,1,0,1,0,2,0,0,1,0,1,1,2,1,0,0,1,0,0
991,0,1,0,1,0,0,2,2,0,0,0,1,0,1,1,1,0,0,0,0,0
992,0,1,1,1,1,2,1,1,0,0,0,1,0,2,2,1,0,0,0,0,0
993,0,0,2,1,0,1,1,2,0,0,0,1,0,1,0,1,1,1,0,0,0
994,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0
995,0,2,0,2,0,2,0,2,0,1,0,2,0,1,0,1,0,0,0,0,0
996,0,2,0,1,0,2,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0
997,0,1,1,0,0,2,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0
998,0,0,0,2,1,2,0,1,0,0,0,1,1,1,1,1,0,0,2,0,0
999,1,1,0,0,0,0,0,2,0,0,0,1,0,1,1,1,0,0,1,1,0
1000,0,0,0,0,0,2,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0
1001,0,1,0,0,0,1,2,0,0,0,2,0,0,1,1,0,0,0,1,1,0
1002,0,1,1,1,0,2,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0
1003,0,0,2,1,0,2,0,0,0,0,0,2,0,1,1,1,0,0,0,1,0
1004,0,0,0,1,0,2,0,2,0,0,0,1,0,1,0,0,1,1,0,1,0
1005,0,0,2,1,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0
1006,1,0,1,0,0,1,1,0,0,0,0,2,2,1,1,1,0,0,1,0,0
1007,0,1,1,1,0,1,0,2,0,0,0,1,1,2,0,2,0,0,1,0,0
1008,0,2,1,0,0,0,0,2,0,2,0,2,1,2,1,0,0,0,0,0,0
1009,1,2,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1010,0,0,1,1,0,1,0,1,0,0,1,0,0,2,0,1,1,2,1,0,0
1011,0,0,1,2,1,1,0,0,0,1,1,2,2,1,1,0,1,1,1,1,0
1012,0,0,2,1,0,0,1,0,0,1,0,1,0,2,1,0,0,0,1,1,0
1013,0,2,1,1,0,1,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0
1014,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1015,1,0,0,0,0,2,2,0,0,1,0,0,0,1,2,1,1,1,0,0,0
1016,0,1,2,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0
1017,0,1,1,1,0,1,2,1,0,0,0,1,1,0,1,1,0,0,0,2,0
1018,0,1,1,0,0,2,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0
1019,0,2,2,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0
1020,0,1,0,2,0,0,0,1,0,0,0,1,0,1,1,1,2,0,0,1,0
1021,0,1,2,0,0,1,0,0,0,0,2,1,0,0,1,1,2,2,0,1,0
1022,0,0,2,2,0,1,1,0,0,1,2,1,0,1,1,1,0,0,0,0,0
1023,0,1,0,1,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0
1024,0,1,1,0,0,2,2,0,0,1,0,0,1,1,1,0,0,0,0,0,0
1025,0,0,0,0,0,0,0,1,0,0,1,2,0,1,2,1,0,0,1,0,0
1026,0,2,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0
1027,0,1,0,1,0,0,2,1,0,0,0,1,0,0,1,2,0,0,1,0,0
1028,0,2,1,0,0,2,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0
1029,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
1030,1,1,0,2,1,2,0,2,0,0,0,1,0,1,1,0,1,1,0,0,0
1031,0,1,0,0,0,2,0,1,0,0,0,1,0,2,2,2,1,1,1,0,0
1032,0,1,1,1,0,1,0,1,0,0,0,2,0,1,2,1,0,0,0,1,0
1033,1,1,1,1,1,0,2,0,0,0,1,0,1,0,1,1,0,0,1,0,0
1034,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0
1035,0,2,1,1,0,2,0,0,0,0,1,1,1,1,2,1,1,1,1,1,0
1036,0,1,0,1,0,2,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0
1037,0,2,1,2,0,1,1,2,0,0,0,1,1,1,2,0,1,1,0,0,0
1038,0,2,0,0,1,0,0,0,0,0,1,2,2,2,1,0,0,0,0,0,0
1039,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
1040,0,2,1,0,0,0,1,2,0,0,0,0,0,2,0,1,0,0,0,1,0
1041,0,0,0,1,0,2,0,2,0,0,0,1,2,1,0,1,1,1,2,1,0
1042,0,0,0,2,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,2,0
1043,0,2,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
1044,1,1,2,1,0,0,1,2,0,0,0,2,0,1,0,1,0,0,1,0,0
1045,0,0,0,0,0,1,1,0,0,1,2,1,0,1,1,2,0,0,1,0,0
1046,0,0,1,1,0,1,0,2,0,1,0,0,1,1,1,0,0,0,0,0,0
1047,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0
1048,0,0,0,2,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0
1049,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,2,0,1,0
1050,0,1,0,0,0,1,0,1,0,0,1,2,0,1,1,1,0,0,1,0,0
1051,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0
1052,1,0,2,0,0,0,1,1,0,1,0,2,1,1,1,2,2,0,1,0,0
1053,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1054,0,0,0,0,0,2,0,1,0,0,0,2,0,1,2,0,0,0,0,0,0
1055,0,2,2,1,2,2,1,0,0,0,0,0,2,1,1,1,0,0,1,2,0
1056,0,0,1,2,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0
1057,0,1,1,2,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0
1058,0,1,0,2,0,1,0,0,0,0,0,2,0,1,1,1,0,0,1,0,0
1059,0,1,1,2,0,2,1,1,0,0,1,2,0,0,1,1,0,0,0,1,0
1060,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
1061,0,1,0,0,0,1,2,1,0,0,0,0,1,1,1,0,1,1,1,0,0
1062,1,0,2,0,0,2,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0
1063,1,0,1,2,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0
1064,0,2,0,2,0,1,1,1,0,0,0,0,1,1,2,1,0,0,1,0,0
1065,0,1,1,0,1,1,1,0,0,0,2,1,0,0,0,0,0,0,1,1,0
1066,0,2,0,1,1,2,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0
1067,0,1,2,1,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1068,0,0,0,2,0,0,1,1,0,0,0,1,1,2,0,2,1,1,1,0,0
1069,0,0,1,1,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0
1070,1,1,1,0,1,1,1,1,0,0,1,2,0,1,0,1,0,0,0,0,0
1071,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0
1072,1,1,0,2,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0
1073,0,2,1,2,0,2,0,1,0,0,0,0,0,1,1,2,1,1,0,0,0
1074,0,0,0,2,0,1,2,2,0,0,0,0,0,1,1,1,1,1,0,1,0
1075,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,1,1,0
1076,0,1,1,1,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0
1077,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0
1078,0,1,1,1,0,1,0,0,0,0,1,0,1,1,2,1,1,1,0,0,0
1079,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
1080,0,1,0,2,0,2,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0
1081,1,1,1,2,0,0,1,0,0,0,0,1,0,1,0,2,1,1,1,0,0
1082,1,2,2,1,0,1,0,1,0,0,2,0,0,1,1,1,0,0,1,0,0
1083,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,2,0,0,0,0,0
1084,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0
1085,0,0,1,2,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0
1086,0,1,2,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0
1087,1,0,0,1,0,0,1,2,0,0,0,2,1,1,0,0,0,0,0,1,0
1088,0,0,1,1,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0
1089,0,1,2,0,0,0,1,1,0,0,1,1,0,2,1,2,0,0,0,0,0
1090,0,0,1,1,0,2,0,1,0,1,0,2,1,1,1,0,1,2,0,0,0
1091,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0
1092,0,1,2,1,0,2,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0
1093,0,2,1,1,0,1,1,2,0,0,0,2,0,1,2,0,0,0,0,0,0
1094,0,1,1,2,0,1,1,0,0,0,1,1,0,2,2,0,1,1,1,0,0
1095,0,1,1,1,0,1,2,2,0,0,0,1,1,1,0,2,2,0,0,0,0
1096,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1097,0,0,1,1,0,1,1,2,0,1,2,0,0,1,2,1,1,1,0,1,0
1098,0,0,1,0,1,1,0,1,0,0,0,1,1,2,1,1,1,1,0,1,0
1099,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1100,1,0,1,1,0,2,0,2,0,1,1,2,0,1,0,0,0,0,0,0,0
1101,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
1102,0,1,2,2,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1103,0,0,1,1,1,2,1,1,0,0,0,1,0,1,1,1,0,0,2,0,0
1104,0,1,1,1,0,1,0,1,0,0,1,1,0,2,0,0,0,0,1,0,0
1105,0,1,1,2,0,2,1,0,0,0,0,2,0,1,2,2,0,0,0,2,0
1106,0,2,0,0,0,1,0,2,0,0,1,0,1,1,1,1,0,0,1,1,0
1107,0,1,1,1,0,2,1,1,0,0,0,1,1,2,1,1,0,0,0,0,0
1108,1,1,0,0,0,1,1,2,1,0,2,0,1,1,0,0,0,0,0,2,0
1109,0,2,0,1,1,1,0,1,0,0,0,1,1,0,0,0,2,1,0,0,0
1110,0,1,1,1,0,1,1,1,0,0,1,2,1,1,2,0,0,0,1,0,0
1111,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
1112,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,2,1,1,0,0,0
1113,0,1,1,1,0,1,0,1,0,0,0,2,0,1,0,0,0,0,1,1,0
1114,0,2,2,1,1,0,1,1,0,0,0,2,0,1,1,1,1,1,0,1,0
1115,0,2,1,1,0,2,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0
1116,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
1117,0,1,2,0,0,1,2,1,0,0,0,1,2,1,1,1,0,0,0,1,0
1118,0,2,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0
1119,0,0,1,1,0,1,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0
1120,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,1,0,0,0
1121,0,1,0,1,1,2,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0
1122,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,2,1,1,0
1123,1,1,0,0,0,2,1,0,0,0,1,1,1,2,0,2,1,1,0,1,0
1124,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,2,0,0,0,0,0
1125,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,2,1,1,1,1,0
1126,0,0,2,2,0,0,0,2,0,0,0,0,0,1,2,2,0,0,1,0,0
1127,0,1,1,1,0,0,0,0,0,0,1,1,0,2,1,1,0,2,1,1,0
1128,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0
1129,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0
1130,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,2,2,2,0,0,0
1131,0,1,0,0,0,1,1,2,0,0,0,0,1,1,1,0,0,0,1,0,0
1132,1,0,0,0,0,1,0,1,0,0,0,0,0,2,1,1,1,1,1,1,0
1133,0,0,0,2,0,1,1,1,0,1,0,1,0,1,2,0,1,1,0,0,0
1134,0,2,2,2,0,0,1,2,0,0,0,1,0,2,0,1,0,0,1,1,0
1135,0,2,2,0,0,2,1,0,0,0,0,1,2,0,2,1,0,0,0,0,0
1136,0,2,2,1,0,2,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0
1137,1,0,0,0,0,2,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0
1138,0,1,1,2,1,2,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0
1139,0,1,0,2,0,2,1,0,0,0,0,2,0,1,0,1,2,1,0,0,0
1140,1,1,1,2,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1141,0,1,1,0,0,1,0,1,0,1,0,2,0,1,0,1,0,0,0,0,0
1142,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0
1143,0,1,1,2,0,1,1,1,0,1,0,2,0,1,1,0,1,1,2,0,0
1144,0,0,1,1,0,1,2,1,0,0,1,1,0,2,0,0,1,1,0,0,0
1145,1,0,2,2,0,1,0,0,0,0,1,2,0,1,0,1,1,1,0,1,0
1146,1,0,1,1,0,0,0,2,0,0,0,2,0,1,1,0,2,1,1,0,0
1147,0,0,1,1,0,2,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
1148,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0
1149,1,1,1,1,0,1,0,2,0,0,0,1,1,0,0,1,1,1,0,1,0
1150,0,0,1,1,1,2,2,1,0,1,0,0,1,1,0,1,1,1,0,0,0
1151,1,1,1,1,0,2,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0
1152,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,2,0,0,1,0
1153,0,0,2,0,1,2,1,1,0,0,0,0,2,1,1,2,1,1,1,0,0
1154,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0
1155,0,1,1,1,0,2,2,2,0,0,1,0,0,2,1,1,0,0,0,1,0
1156,1,1,2,1,0,2,2,1,0,0,1,2,0,0,0,1,0,0,0,1,0
1157,0,2,2,0,1,2,2,1,0,0,2,0,0,0,1,0,0,0,1,1,0
1158,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,2,0,0,0,0,0
1159,0,1,0,1,0,1,1,1,0,0,0,1,0,2,0,1,0,0,0,1,0
1160,0,0,2,0,0,1,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0
1161,1,0,1,1,0,1,2,1,0,0,0,0,1,1,1,0,0,0,1,1,0
1162,0,0,0,1,1,0,1,2,0,1,0,0,2,1,0,0,0,0,1,0,0
1163,1,1,0,0,0,2,0,2,0,0,0,1,0,1,2,0,1,1,1,0,0
1164,0,1,2,2,0,2,0,0,0,0,1,2,1,1,0,0,1,1,0,0,0
1165,0,1,0,1,0,1,0,2,0,1,0,0,0,1,0,2,0,0,1,0,0
1166,0,0,0,1,0,2,0,1,0,1,1,2,1,0,2,2,1,1,0,0,0
1167,0,1,0,2,1,1,2,0,0,0,0,2,1,0,0,0,1,1,1,1,0
1168,0,0,2,2,0,1,0,0,0,1,0,0,0,1,1,2,0,0,1,2,0
1169,0,1,2,1,0,1,1,1,0,1,0,1,2,2,1,1,0,0,0,0,0
1170,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,0,1,1,1,0,0
1171,0,1,1,0,0,2,0,1,0,0,0,2,1,0,1,1,0,0,0,0,0
1172,1,0,1,1,0,2,0,1,0,0,1,2,1,0,1,1,0,0,2,0,0
1173,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0
1174,0,0,1,2,0,0,0,2,0,0,0,1,1,0,0,0,1,1,0,0,0
1175,0,0,2,0,0,2,0,0,0,1,0,1,2,1,1,1,0,0,0,0,0
1176,0,0,1,2,1,2,2,1,0,0,0,1,1,0,0,1,0,0,0,0,0
1177,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0
1178,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1179,0,2,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0
1180,0,0,0,0,2,1,1,1,0,0,1,1,0,1,1,2,1,1,1,0,0
1181,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1182,0,0,0,2,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0
1183,0,1,1,2,0,1,1,0,0,0,0,1,2,1,1,0,0,0,0,0,0
1184,0,1,0,0,0,0,0,1,0,0,0,1,1,2,0,1,0,0,1,0,0
1185,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0
1186,0,0,2,2,0,2,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0
1187,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1188,0,1,1,0,0,2,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0
1189,0,0,2,0,2,0,0,1,0,0,1,1,1,2,0,1,0,0,0,0,0
1190,0,1,1,0,0,2,1,2,0,0,1,1,0,1,1,1,2,1,0,0,0
1191,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0
1192,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0
1193,1,0,1,1,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1194,0,0,1,0,1,2,2,0,0,0,0,0,1,1,0,2,1,1,0,0,0
1195,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1,1,0,0
1196,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0
1197,1,1,1,1,0,0,0,1,0,1,2,1,0,0,0,1,1,1,0,0,0
1198,0,1,0,1,0,0,2,0,0,0,1,2,1,2,0,1,1,1,0,0,0
1199,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1200,0,0,0,2,0,0,0,0,0,0,1,2,0,1,1,2,0,0,1,1,0
1201,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0
1202,0,1,1,1,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0
1203,0,0,1,1,0,1,0,2,0,0,0,1,0,1,0,1,0,0,0,1,0
1204,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
1205,0,1,1,1,0,1,0,0,0,0,0,2,1,2,1,1,0,0,0,0,0
1206,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1207,0,1,2,1,0,0,1,1,0,1,0,0,2,0,2,1,0,0,1,0,0
1208,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0
1209,0,1,1,1,1,1,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0
1210,0,1,0,0,0,2,1,1,0,0,1,2,0,0,0,1,0,0,1,0,0
1211,0,0,1,0,1,1,0,1,0,0,0,1,1,2,1,0,0,0,0,1,0
1212,0,1,2,2,0,0,1,0,0,0,1,1,0,2,0,2,2,0,0,1,0
1213,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0
1214,0,0,1,0,0,0,2,0,0,0,0,2,0,1,0,2,1,1,0,1,0
1215,0,1,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0
1216,0,1,1,1,0,2,0,2,0,0,0,1,0,2,1,0,0,0,1,0,0
1217,0,2,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1218,0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0
1219,0,1,2,0,0,2,1,1,0,0,1,0,0,2,0,1,0,0,0,1,0
1220,1,0,2,0,0,2,1,2,0,1,0,1,1,1,0,1,0,0,0,1,0
1221,0,1,0,0,0,1,0,1,0,0,0,1,0,1,2,1,0,0,0,0,0
1222,0,1,0,0,0,1,1,0,0,0,0,0,0,2,0,2,0,0,0,1,0
1223,0,1,1,1,0,1,0,1,1,1,1,1,0,2,1,1,1,1,0,1,0
1224,1,1,1,1,0,2,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0
1225,0,2,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0
1226,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1227,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0
1228,0,0,1,1,0,2,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
1229,0,1,2,0,0,0,1,1,0,0,0,2,0,2,0,1,1,1,0,0,0
1230,1,1,0,0,1,1,2,1,0,0,0,1,0,2,2,1,0,0,0,0,0
1231,0,2,1,1,0,1,1,1,0,0,1,1,0,1,2,0,0,0,1,1,0
1232,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0
1233,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0
1234,0,2,2,1,0,1,0,1,0,1,0,0,1,2,0,2,0,0,0,2,0
1235,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1236,0,1,0,0,0,1,1,0,0,0,2,1,1,1,0,0,1,1,0,0,0
1237,0,1,1,0,1,1,1,2,0,0,1,1,1,1,1,0,0,0,0,0,0
1238,0,0,2,0,1,2,1,0,0,0,0,1,2,2,1,0,1,1,0,0,0
1239,0,0,0,1,0,2,0,1,0,0,0,0,2,1,0,0,1,1,0,0,0
1240,0,2,0,0,0,1,1,0,0,1,0,2,1,1,1,0,2,0,1,0,0
1241,0,1,0,2,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0
1242,1,1,2,1,0,0,0,0,0,0,1,2,1,1,1,0,2,1,2,1,0
1243,0,0,0,1,0,1,0,1,0,0,0,2,0,1,2,1,1,1,0,1,0
1244,0,0,2,2,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0
1245,0,1,1,0,0,0,1,2,0,0,0,2,1,1,0,0,1,1,0,1,0
1246,0,0,1,1,0,0,1,2,0,0,1,2,0,1,0,0,0,0,0,0,0
1247,0,0,2,0,1,1,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0
1248,0,2,0,0,0,0,1,1,0,0,0,2,1,0,1,0,1,1,0,1,0
1249,0,1,1,1,1,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,0
1250,0,0,1,1,0,1,0,1,0,1,0,0,2,0,1,1,0,0,0,0,0
1251,0,1,2,2,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0
1252,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,2,1,0
1253,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1254,0,0,0,1,1,1,2,2,0,0,0,0,0,0,1,0,1,1,0,0,0
1255,0,0,0,1,0,1,2,1,0,0,1,1,1,0,1,1,0,0,0,0,0
