d3mIndex,input1,input2,input3,input4,input5,input6,input7,input8,input9,input10,input11,input12,input13,input14,input15,input16,class
9643,0.0,90.0,45.0,100.0,62.0,76.0,28.0,53.0,60.0,42.0,100.0,26.0,62.0,6.0,13.0,0.0,3
9644,29.0,100.0,12.0,82.0,0.0,62.0,1.0,41.0,31.0,32.0,64.0,29.0,93.0,20.0,100.0,0.0,4
9645,100.0,100.0,57.0,98.0,18.0,90.0,0.0,62.0,22.0,55.0,57.0,40.0,42.0,12.0,4.0,0.0,5
9646,0.0,90.0,41.0,100.0,69.0,86.0,59.0,64.0,45.0,43.0,33.0,22.0,49.0,3.0,100.0,0.0,2
9647,0.0,40.0,38.0,60.0,74.0,80.0,100.0,100.0,76.0,76.0,55.0,50.0,38.0,25.0,22.0,0.0,1
9648,8.0,62.0,17.0,100.0,61.0,88.0,41.0,44.0,0.0,11.0,8.0,22.0,58.0,0.0,100.0,14.0,2
9649,15.0,85.0,9.0,47.0,70.0,44.0,54.0,0.0,9.0,12.0,0.0,68.0,37.0,97.0,100.0,100.0,5
9650,100.0,100.0,57.0,85.0,21.0,58.0,0.0,29.0,13.0,0.0,66.0,8.0,57.0,33.0,6.0,26.0,6
9651,0.0,91.0,15.0,56.0,44.0,22.0,15.0,0.0,36.0,34.0,82.0,67.0,100.0,100.0,5.0,95.0,8
9652,0.0,69.0,39.0,100.0,82.0,84.0,70.0,40.0,41.0,0.0,6.0,13.0,44.0,41.0,100.0,40.0,7
9653,0.0,79.0,31.0,100.0,79.0,95.0,51.0,66.0,82.0,50.0,100.0,21.0,58.0,0.0,12.0,12.0,3
9654,10.0,76.0,0.0,34.0,26.0,0.0,69.0,9.0,100.0,42.0,97.0,84.0,57.0,100.0,14.0,87.0,0
9655,13.0,58.0,40.0,100.0,49.0,97.0,46.0,45.0,25.0,3.0,0.0,1.0,50.0,1.0,100.0,0.0,1
9656,89.0,68.0,81.0,100.0,34.0,80.0,34.0,40.0,30.0,0.0,0.0,8.0,38.0,42.0,100.0,59.0,8
9657,0.0,70.0,33.0,100.0,83.0,97.0,78.0,59.0,44.0,26.0,2.0,0.0,42.0,1.0,100.0,2.0,2
9658,0.0,95.0,56.0,100.0,61.0,80.0,51.0,40.0,44.0,0.0,17.0,27.0,41.0,39.0,100.0,47.0,7
9659,0.0,62.0,34.0,93.0,81.0,100.0,85.0,61.0,53.0,28.0,11.0,17.0,56.0,19.0,100.0,0.0,2
9660,0.0,100.0,75.0,97.0,100.0,71.0,61.0,36.0,32.0,0.0,83.0,4.0,81.0,24.0,0.0,23.0,7
9661,28.0,100.0,1.0,75.0,0.0,45.0,70.0,38.0,100.0,66.0,88.0,58.0,60.0,29.0,34.0,0.0,4
9662,0.0,90.0,32.0,100.0,66.0,77.0,45.0,39.0,26.0,0.0,1.0,20.0,45.0,34.0,100.0,39.0,7
9663,35.0,100.0,0.0,73.0,11.0,42.0,76.0,37.0,100.0,67.0,82.0,61.0,54.0,30.0,27.0,0.0,4
9664,76.0,100.0,53.0,91.0,0.0,71.0,33.0,56.0,100.0,47.0,97.0,48.0,47.0,26.0,17.0,0.0,4
9665,100.0,100.0,65.0,92.0,27.0,69.0,0.0,40.0,8.0,7.0,58.0,0.0,87.0,21.0,41.0,33.0,6
9666,91.0,100.0,77.0,80.0,11.0,58.0,0.0,37.0,97.0,45.0,100.0,50.0,51.0,26.0,29.0,0.0,4
9667,0.0,74.0,18.0,100.0,50.0,94.0,45.0,62.0,32.0,32.0,24.0,4.0,62.0,0.0,100.0,1.0,2
9668,0.0,98.0,53.0,100.0,84.0,72.0,62.0,34.0,43.0,0.0,1.0,26.0,44.0,37.0,100.0,38.0,7
9669,26.0,100.0,6.0,58.0,59.0,94.0,100.0,50.0,61.0,0.0,0.0,0.0,30.0,60.0,16.0,98.0,9
9670,62.0,97.0,85.0,100.0,42.0,77.0,49.0,67.0,100.0,57.0,94.0,23.0,50.0,0.0,0.0,9.0,5
9671,33.0,99.0,0.0,55.0,1.0,4.0,66.0,0.0,100.0,45.0,91.0,96.0,34.0,100.0,13.0,51.0,0
9672,51.0,82.0,84.0,100.0,99.0,79.0,80.0,55.0,100.0,29.0,79.0,4.0,36.0,0.0,0.0,19.0,3
9673,0.0,92.0,35.0,95.0,100.0,100.0,93.0,79.0,59.0,41.0,36.0,0.0,12.0,16.0,76.0,22.0,7
9674,0.0,69.0,27.0,95.0,66.0,100.0,76.0,66.0,61.0,31.0,37.0,1.0,58.0,0.0,100.0,6.0,2
9675,26.0,70.0,19.0,25.0,57.0,0.0,95.0,21.0,100.0,68.0,69.0,100.0,24.0,88.0,0.0,48.0,0
9676,75.0,100.0,25.0,84.0,55.0,49.0,63.0,14.0,0.0,0.0,3.0,21.0,58.0,46.0,100.0,77.0,8
9677,35.0,93.0,78.0,100.0,89.0,85.0,69.0,65.0,100.0,42.0,88.0,16.0,46.0,4.0,0.0,0.0,3
9678,100.0,53.0,95.0,92.0,46.0,100.0,11.0,69.0,0.0,26.0,34.0,0.0,76.0,25.0,88.0,62.0,0
9679,100.0,71.0,72.0,100.0,34.0,78.0,84.0,71.0,98.0,71.0,91.0,29.0,48.0,2.0,0.0,0.0,9
9680,100.0,100.0,69.0,76.0,33.0,52.0,0.0,27.0,58.0,33.0,87.0,53.0,56.0,28.0,38.0,0.0,4
9681,0.0,100.0,41.0,98.0,56.0,69.0,50.0,34.0,43.0,0.0,28.0,26.0,57.0,44.0,100.0,48.0,7
9682,54.0,100.0,0.0,92.0,10.0,62.0,64.0,69.0,73.0,71.0,100.0,36.0,79.0,7.0,23.0,0.0,9
9683,94.0,100.0,8.0,82.0,79.0,46.0,99.0,4.0,0.0,0.0,15.0,41.0,100.0,72.0,47.0,96.0,8
9684,14.0,95.0,85.0,100.0,45.0,96.0,9.0,68.0,44.0,57.0,100.0,33.0,59.0,0.0,0.0,16.0,5
9685,100.0,100.0,64.0,90.0,24.0,52.0,37.0,9.0,96.0,0.0,92.0,42.0,29.0,50.0,0.0,17.0,6
9686,47.0,84.0,94.0,100.0,100.0,93.0,41.0,80.0,25.0,61.0,82.0,41.0,53.0,0.0,0.0,10.0,5
9687,100.0,91.0,38.0,100.0,32.0,62.0,99.0,70.0,96.0,83.0,97.0,40.0,69.0,1.0,0.0,0.0,9
9688,24.0,87.0,31.0,38.0,61.0,0.0,100.0,25.0,96.0,72.0,57.0,100.0,10.0,87.0,0.0,42.0,0
9689,48.0,100.0,25.0,78.0,0.0,48.0,25.0,30.0,72.0,29.0,94.0,55.0,90.0,32.0,100.0,0.0,4
9690,31.0,100.0,0.0,74.0,52.0,36.0,48.0,0.0,0.0,18.0,52.0,56.0,100.0,94.0,19.0,94.0,8
9691,0.0,65.0,43.0,81.0,84.0,100.0,100.0,92.0,90.0,69.0,80.0,46.0,73.0,22.0,53.0,0.0,1
9692,0.0,100.0,33.0,93.0,67.0,92.0,100.0,94.0,78.0,71.0,57.0,49.0,38.0,25.0,27.0,0.0,7
9693,0.0,75.0,4.0,98.0,64.0,100.0,100.0,92.0,72.0,70.0,46.0,48.0,27.0,24.0,25.0,0.0,7
9694,0.0,96.0,51.0,100.0,58.0,78.0,38.0,56.0,13.0,35.0,0.0,14.0,42.0,1.0,100.0,0.0,2
9695,31.0,100.0,0.0,81.0,21.0,58.0,100.0,62.0,74.0,88.0,54.0,80.0,58.0,40.0,66.0,0.0,4
9696,86.0,93.0,100.0,100.0,64.0,84.0,39.0,67.0,22.0,51.0,8.0,34.0,0.0,17.0,0.0,0.0,1
9697,41.0,100.0,2.0,77.0,0.0,46.0,74.0,42.0,100.0,65.0,88.0,62.0,80.0,31.0,79.0,0.0,4
9698,0.0,86.0,47.0,100.0,100.0,91.0,68.0,72.0,58.0,51.0,74.0,31.0,76.0,10.0,11.0,0.0,3
9699,60.0,100.0,27.0,82.0,0.0,58.0,49.0,46.0,86.0,55.0,86.0,63.0,87.0,31.0,100.0,0.0,4
9700,100.0,91.0,53.0,100.0,48.0,69.0,93.0,88.0,93.0,65.0,87.0,24.0,49.0,0.0,0.0,14.0,9
9701,16.0,100.0,12.0,92.0,0.0,69.0,38.0,52.0,100.0,57.0,96.0,46.0,82.0,24.0,75.0,0.0,4
9702,51.0,100.0,45.0,99.0,11.0,65.0,0.0,25.0,43.0,0.0,100.0,20.0,74.0,48.0,15.0,31.0,6
9703,26.0,77.0,0.0,33.0,28.0,0.0,69.0,15.0,100.0,52.0,85.0,97.0,44.0,100.0,4.0,84.0,0
9704,57.0,100.0,23.0,74.0,2.0,45.0,0.0,16.0,47.0,0.0,100.0,13.0,72.0,34.0,16.0,23.0,6
9705,35.0,69.0,58.0,100.0,85.0,86.0,65.0,48.0,35.0,13.0,0.0,1.0,53.0,0.0,100.0,25.0,2
9706,0.0,100.0,34.0,81.0,48.0,42.0,44.0,0.0,15.0,8.0,14.0,31.0,57.0,32.0,100.0,30.0,7
9707,4.0,62.0,25.0,76.0,76.0,97.0,100.0,100.0,75.0,74.0,47.0,49.0,18.0,23.0,0.0,0.0,1
9708,0.0,69.0,24.0,100.0,61.0,94.0,38.0,37.0,34.0,0.0,38.0,4.0,76.0,2.0,100.0,7.0,2
9709,0.0,80.0,37.0,100.0,82.0,95.0,68.0,63.0,79.0,47.0,100.0,17.0,67.0,0.0,22.0,9.0,3
9710,41.0,100.0,12.0,77.0,0.0,42.0,69.0,28.0,100.0,58.0,86.0,67.0,50.0,34.0,18.0,0.0,4
9711,77.0,100.0,37.0,78.0,0.0,53.0,48.0,37.0,100.0,40.0,92.0,60.0,87.0,28.0,97.0,0.0,4
9712,0.0,86.0,24.0,71.0,84.0,95.0,22.0,100.0,28.0,77.0,100.0,81.0,97.0,40.0,97.0,0.0,9
9713,0.0,72.0,49.0,84.0,98.0,100.0,100.0,80.0,93.0,60.0,88.0,39.0,76.0,20.0,59.0,0.0,1
9714,0.0,53.0,39.0,81.0,46.0,100.0,48.0,66.0,47.0,31.0,24.0,0.0,36.0,5.0,100.0,7.0,1
9715,81.0,80.0,28.0,87.0,0.0,53.0,8.0,16.0,61.0,0.0,100.0,25.0,100.0,62.0,84.0,100.0,0
9716,93.0,100.0,50.0,87.0,100.0,91.0,93.0,70.0,91.0,44.0,89.0,18.0,57.0,1.0,0.0,0.0,9
9717,14.0,77.0,34.0,100.0,52.0,74.0,30.0,41.0,0.0,13.0,25.0,5.0,66.0,0.0,100.0,23.0,2
9718,13.0,96.0,0.0,58.0,16.0,17.0,63.0,0.0,100.0,27.0,94.0,68.0,60.0,100.0,17.0,89.0,0
9719,34.0,87.0,63.0,100.0,100.0,93.0,69.0,64.0,69.0,37.0,86.0,13.0,44.0,0.0,0.0,0.0,3
9720,100.0,100.0,62.0,80.0,31.0,56.0,9.0,29.0,12.0,0.0,59.0,2.0,48.0,23.0,0.0,18.0,6
9721,83.0,100.0,100.0,91.0,78.0,76.0,61.0,61.0,44.0,45.0,28.0,30.0,11.0,15.0,0.0,0.0,1
9722,20.0,62.0,39.0,98.0,44.0,100.0,37.0,62.0,41.0,24.0,0.0,0.0,30.0,0.0,100.0,0.0,1
9723,89.0,83.0,59.0,100.0,41.0,63.0,59.0,23.0,20.0,0.0,0.0,29.0,49.0,54.0,100.0,73.0,8
9724,100.0,96.0,46.0,100.0,79.0,89.0,82.0,88.0,82.0,57.0,87.0,27.0,57.0,5.0,0.0,0.0,9
9725,0.0,55.0,32.0,91.0,39.0,100.0,36.0,47.0,19.0,0.0,1.0,7.0,50.0,7.0,100.0,8.0,1
9726,0.0,64.0,15.0,76.0,63.0,97.0,100.0,100.0,85.0,74.0,74.0,49.0,67.0,23.0,89.0,0.0,1
9727,100.0,100.0,53.0,79.0,19.0,50.0,0.0,18.0,36.0,0.0,74.0,25.0,52.0,53.0,2.0,38.0,6
9728,100.0,100.0,57.0,91.0,28.0,63.0,6.0,33.0,9.0,1.0,62.0,0.0,59.0,22.0,0.0,12.0,6
9729,82.0,100.0,24.0,94.0,52.0,46.0,75.0,0.0,0.0,13.0,38.0,56.0,100.0,92.0,64.0,99.0,8
9730,38.0,90.0,0.0,75.0,0.0,32.0,42.0,0.0,93.0,23.0,100.0,66.0,60.0,100.0,1.0,94.0,0
9731,41.0,83.0,88.0,70.0,78.0,100.0,41.0,80.0,94.0,64.0,100.0,28.0,56.0,1.0,0.0,0.0,9
9732,72.0,91.0,29.0,94.0,52.0,47.0,61.0,0.0,0.0,17.0,45.0,56.0,100.0,93.0,45.0,100.0,8
9733,0.0,68.0,17.0,84.0,81.0,100.0,100.0,81.0,86.0,60.0,72.0,40.0,58.0,20.0,50.0,0.0,1
9734,33.0,66.0,53.0,100.0,53.0,91.0,58.0,53.0,51.0,17.0,0.0,0.0,35.0,3.0,100.0,6.0,1
9735,100.0,100.0,93.0,85.0,67.0,72.0,47.0,58.0,27.0,42.0,7.0,28.0,0.0,14.0,13.0,0.0,1
9736,34.0,87.0,71.0,100.0,80.0,75.0,65.0,52.0,100.0,37.0,84.0,11.0,44.0,0.0,0.0,1.0,3
9737,100.0,100.0,58.0,94.0,21.0,66.0,5.0,35.0,17.0,4.0,74.0,0.0,62.0,29.0,0.0,37.0,6
9738,22.0,69.0,40.0,100.0,79.0,87.0,69.0,52.0,41.0,22.0,0.0,0.0,46.0,2.0,100.0,0.0,2
9739,85.0,100.0,44.0,87.0,11.0,54.0,0.0,16.0,50.0,0.0,100.0,20.0,68.0,46.0,8.0,41.0,6
9740,93.0,100.0,42.0,95.0,60.0,70.0,99.0,100.0,97.0,77.0,100.0,37.0,58.0,9.0,0.0,0.0,9
9741,0.0,61.0,29.0,92.0,46.0,100.0,48.0,62.0,43.0,24.0,4.0,0.0,45.0,6.0,100.0,8.0,1
9742,78.0,100.0,37.0,99.0,58.0,59.0,74.0,20.0,19.0,0.0,0.0,28.0,51.0,55.0,100.0,80.0,8
9743,83.0,61.0,59.0,100.0,17.0,86.0,0.0,41.0,20.0,0.0,68.0,3.0,100.0,36.0,91.0,74.0,0
9744,56.0,85.0,95.0,100.0,100.0,97.0,47.0,95.0,7.0,71.0,57.0,52.0,48.0,0.0,0.0,11.0,5
9745,57.0,100.0,16.0,72.0,0.0,34.0,24.0,0.0,81.0,14.0,100.0,51.0,73.0,86.0,12.0,82.0,0
9746,2.0,66.0,26.0,100.0,78.0,99.0,77.0,64.0,41.0,34.0,0.0,7.0,47.0,3.0,100.0,0.0,2
9747,14.0,67.0,0.0,30.0,26.0,0.0,70.0,16.0,100.0,48.0,96.0,85.0,53.0,100.0,7.0,87.0,0
9748,100.0,85.0,32.0,100.0,0.0,67.0,56.0,34.0,68.0,0.0,23.0,24.0,71.0,59.0,61.0,84.0,8
9749,89.0,100.0,46.0,78.0,14.0,51.0,0.0,22.0,38.0,0.0,100.0,8.0,92.0,33.0,30.0,28.0,6
9750,8.0,66.0,26.0,100.0,38.0,89.0,37.0,48.0,28.0,9.0,0.0,0.0,49.0,5.0,100.0,7.0,1
9751,7.0,70.0,36.0,100.0,55.0,98.0,48.0,61.0,44.0,24.0,0.0,0.0,35.0,6.0,100.0,5.0,1
9752,15.0,79.0,0.0,65.0,17.0,100.0,71.0,99.0,100.0,96.0,77.0,60.0,58.0,24.0,47.0,0.0,7
9753,55.0,85.0,67.0,100.0,86.0,75.0,67.0,47.0,100.0,31.0,83.0,9.0,38.0,0.0,0.0,8.0,3
9754,77.0,100.0,65.0,90.0,24.0,61.0,0.0,28.0,33.0,0.0,100.0,8.0,69.0,32.0,2.0,27.0,6
9755,14.0,67.0,44.0,47.0,44.0,9.0,0.0,0.0,23.0,36.0,63.0,68.0,100.0,100.0,44.0,88.0,8
9756,17.0,86.0,1.0,59.0,18.0,11.0,72.0,0.0,100.0,42.0,82.0,90.0,28.0,100.0,0.0,56.0,0
9757,51.0,93.0,86.0,100.0,80.0,69.0,54.0,44.0,100.0,37.0,94.0,10.0,48.0,1.0,0.0,0.0,3
9758,21.0,67.0,27.0,49.0,39.0,21.0,0.0,0.0,12.0,28.0,26.0,59.0,48.0,88.0,100.0,100.0,5
9759,95.0,86.0,64.0,100.0,61.0,78.0,95.0,99.0,100.0,60.0,83.0,21.0,44.0,2.0,0.0,0.0,9
9760,97.0,66.0,100.0,100.0,53.0,84.0,59.0,43.0,50.0,4.0,0.0,0.0,25.0,36.0,83.0,57.0,8
9761,0.0,75.0,24.0,100.0,50.0,84.0,41.0,44.0,19.0,14.0,35.0,0.0,67.0,0.0,100.0,0.0,2
9762,21.0,89.0,13.0,64.0,67.0,42.0,42.0,0.0,0.0,17.0,5.0,68.0,34.0,100.0,100.0,97.0,5
9763,29.0,83.0,5.0,60.0,8.0,14.0,64.0,0.0,100.0,35.0,89.0,81.0,33.0,100.0,0.0,83.0,0
9764,1.0,84.0,49.0,100.0,89.0,80.0,58.0,51.0,97.0,49.0,100.0,19.0,49.0,0.0,0.0,4.0,3
9765,16.0,69.0,51.0,100.0,60.0,91.0,56.0,54.0,60.0,17.0,0.0,4.0,29.0,0.0,100.0,2.0,1
9766,0.0,97.0,31.0,100.0,51.0,70.0,53.0,34.0,42.0,0.0,28.0,21.0,61.0,37.0,100.0,44.0,7
9767,10.0,94.0,84.0,100.0,37.0,97.0,21.0,67.0,63.0,60.0,100.0,32.0,60.0,0.0,0.0,18.0,5
9768,100.0,97.0,74.0,100.0,42.0,89.0,31.0,56.0,59.0,39.0,67.0,10.0,34.0,0.0,0.0,0.0,5
9769,80.0,94.0,33.0,100.0,47.0,57.0,96.0,85.0,87.0,92.0,100.0,44.0,76.0,0.0,0.0,19.0,9
9770,69.0,95.0,74.0,65.0,93.0,100.0,44.0,86.0,97.0,75.0,100.0,30.0,56.0,0.0,0.0,15.0,9
9771,100.0,100.0,58.0,98.0,29.0,80.0,27.0,45.0,63.0,36.0,78.0,13.0,39.0,0.0,0.0,3.0,5
9772,75.0,100.0,78.0,82.0,87.0,97.0,57.0,84.0,100.0,64.0,91.0,33.0,53.0,10.0,0.0,0.0,9
9773,100.0,92.0,57.0,100.0,48.0,66.0,53.0,30.0,28.0,0.0,0.0,20.0,34.0,48.0,85.0,61.0,8
9774,38.0,84.0,7.0,59.0,0.0,17.0,45.0,0.0,87.0,30.0,100.0,71.0,64.0,100.0,11.0,88.0,0
9775,7.0,79.0,40.0,100.0,47.0,66.0,34.0,30.0,6.0,0.0,0.0,8.0,49.0,9.0,100.0,9.0,2
9776,100.0,100.0,56.0,95.0,78.0,84.0,95.0,83.0,97.0,54.0,89.0,26.0,49.0,8.0,0.0,0.0,9
9777,25.0,100.0,0.0,68.0,4.0,39.0,75.0,47.0,100.0,53.0,51.0,80.0,49.0,40.0,47.0,0.0,4
9778,0.0,55.0,34.0,87.0,53.0,100.0,49.0,63.0,47.0,26.0,12.0,0.0,34.0,5.0,100.0,5.0,1
9779,0.0,91.0,36.0,100.0,66.0,79.0,73.0,39.0,63.0,0.0,39.0,19.0,61.0,33.0,100.0,33.0,7
9780,20.0,56.0,34.0,14.0,70.0,0.0,100.0,26.0,94.0,70.0,65.0,100.0,27.0,95.0,0.0,64.0,0
9781,0.0,100.0,60.0,100.0,100.0,92.0,62.0,58.0,42.0,16.0,41.0,0.0,22.0,41.0,84.0,45.0,7
9782,61.0,96.0,13.0,89.0,0.0,41.0,37.0,0.0,94.0,10.0,100.0,60.0,64.0,100.0,6.0,97.0,0
9783,63.0,79.0,67.0,100.0,100.0,100.0,84.0,73.0,69.0,50.0,73.0,23.0,41.0,4.0,0.0,0.0,3
9784,47.0,68.0,59.0,100.0,100.0,94.0,81.0,56.0,47.0,23.0,0.0,3.0,45.0,9.0,99.0,0.0,2
9785,100.0,100.0,51.0,82.0,17.0,55.0,0.0,24.0,32.0,0.0,83.0,14.0,77.0,43.0,25.0,39.0,6
9786,90.0,100.0,46.0,78.0,20.0,50.0,17.0,19.0,59.0,0.0,100.0,17.0,48.0,27.0,0.0,16.0,6
9787,1.0,80.0,0.0,73.0,22.0,99.0,71.0,100.0,100.0,98.0,83.0,65.0,67.0,32.0,55.0,0.0,7
9788,76.0,66.0,82.0,100.0,0.0,88.0,49.0,53.0,97.0,15.0,32.0,0.0,38.0,39.0,100.0,72.0,8
9789,69.0,99.0,13.0,100.0,0.0,65.0,54.0,68.0,70.0,74.0,100.0,37.0,74.0,5.0,17.0,0.0,9
9790,17.0,99.0,30.0,100.0,0.0,53.0,14.0,4.0,83.0,0.0,100.0,46.0,28.0,55.0,6.0,13.0,6
9791,90.0,79.0,70.0,100.0,0.0,74.0,51.0,37.0,100.0,0.0,22.0,10.0,56.0,50.0,79.0,87.0,8
9792,29.0,73.0,57.0,100.0,97.0,87.0,81.0,51.0,45.0,24.0,0.0,3.0,45.0,2.0,100.0,0.0,2
9793,100.0,100.0,49.0,80.0,17.0,51.0,0.0,19.0,34.0,0.0,91.0,15.0,77.0,44.0,23.0,39.0,6
9794,100.0,100.0,63.0,85.0,33.0,62.0,8.0,37.0,0.0,7.0,39.0,0.0,60.0,25.0,25.0,41.0,6
9795,17.0,70.0,0.0,32.0,24.0,0.0,67.0,14.0,97.0,48.0,100.0,90.0,59.0,100.0,28.0,71.0,0
9796,0.0,92.0,31.0,100.0,60.0,88.0,47.0,54.0,24.0,25.0,33.0,0.0,66.0,2.0,100.0,8.0,2
9797,0.0,87.0,35.0,100.0,57.0,82.0,41.0,53.0,22.0,26.0,26.0,0.0,66.0,7.0,100.0,20.0,2
9798,11.0,100.0,0.0,48.0,17.0,0.0,68.0,4.0,100.0,46.0,89.0,94.0,40.0,92.0,13.0,50.0,0
9799,100.0,100.0,54.0,92.0,19.0,77.0,12.0,53.0,58.0,56.0,73.0,27.0,43.0,1.0,0.0,0.0,5
9800,21.0,89.0,36.0,100.0,24.0,61.0,0.0,31.0,1.0,21.0,32.0,2.0,67.0,0.0,100.0,17.0,2
9801,0.0,35.0,37.0,50.0,73.0,74.0,100.0,100.0,90.0,81.0,77.0,53.0,63.0,26.0,61.0,0.0,1
9802,56.0,100.0,0.0,98.0,10.0,73.0,64.0,82.0,81.0,70.0,100.0,33.0,64.0,7.0,8.0,0.0,9
9803,23.0,75.0,53.0,100.0,75.0,78.0,44.0,50.0,0.0,32.0,2.0,18.0,50.0,8.0,100.0,0.0,2
9804,80.0,93.0,0.0,100.0,7.0,62.0,78.0,34.0,64.0,0.0,0.0,20.0,56.0,56.0,100.0,90.0,8
9805,30.0,86.0,20.0,58.0,68.0,35.0,32.0,0.0,0.0,18.0,16.0,64.0,39.0,100.0,100.0,100.0,5
9806,39.0,57.0,100.0,90.0,29.0,100.0,37.0,64.0,95.0,92.0,95.0,49.0,82.0,3.0,0.0,0.0,9
9807,0.0,60.0,39.0,74.0,73.0,91.0,100.0,100.0,80.0,75.0,67.0,51.0,51.0,25.0,39.0,0.0,1
9808,65.0,90.0,73.0,100.0,86.0,75.0,72.0,50.0,100.0,29.0,79.0,8.0,38.0,0.0,0.0,6.0,3
9809,82.0,100.0,49.0,75.0,26.0,47.0,17.0,18.0,56.0,0.0,100.0,18.0,55.0,31.0,0.0,20.0,6
9810,100.0,81.0,62.0,100.0,35.0,72.0,46.0,35.0,39.0,0.0,0.0,14.0,34.0,44.0,94.0,57.0,8
9811,0.0,100.0,52.0,97.0,70.0,80.0,80.0,61.0,95.0,44.0,100.0,25.0,66.0,10.0,18.0,0.0,3
9812,44.0,92.0,62.0,100.0,100.0,91.0,76.0,64.0,91.0,43.0,83.0,14.0,42.0,0.0,0.0,13.0,3
9813,16.0,70.0,39.0,75.0,80.0,100.0,62.0,68.0,53.0,36.0,50.0,6.0,0.0,0.0,100.0,3.0,1
9814,0.0,66.0,16.0,93.0,83.0,100.0,91.0,73.0,62.0,46.0,22.0,21.0,28.0,0.0,100.0,3.0,2
9815,44.0,100.0,15.0,79.0,0.0,47.0,68.0,42.0,100.0,71.0,82.0,60.0,52.0,30.0,25.0,0.0,4
9816,92.0,100.0,19.0,98.0,45.0,60.0,98.0,90.0,100.0,74.0,100.0,26.0,42.0,0.0,0.0,31.0,9
9817,100.0,55.0,77.0,100.0,0.0,88.0,56.0,48.0,90.0,0.0,15.0,1.0,49.0,50.0,98.0,81.0,8
9818,43.0,100.0,0.0,74.0,15.0,46.0,100.0,43.0,95.0,69.0,72.0,74.0,67.0,37.0,64.0,0.0,4
9819,0.0,81.0,50.0,53.0,100.0,25.0,69.0,0.0,28.0,24.0,44.0,54.0,78.0,84.0,39.0,100.0,8
9820,50.0,80.0,76.0,100.0,93.0,83.0,78.0,62.0,100.0,38.0,82.0,12.0,42.0,0.0,0.0,9.0,3
9821,55.0,92.0,95.0,81.0,87.0,100.0,57.0,85.0,100.0,69.0,85.0,38.0,46.0,16.0,0.0,0.0,9
9822,10.0,66.0,30.0,100.0,39.0,90.0,45.0,54.0,41.0,17.0,0.0,0.0,43.0,4.0,100.0,3.0,1
9823,12.0,84.0,0.0,63.0,8.0,16.0,46.0,0.0,88.0,15.0,100.0,59.0,71.0,94.0,29.0,100.0,0
9824,100.0,100.0,70.0,89.0,55.0,74.0,39.0,60.0,21.0,45.0,9.0,30.0,0.0,15.0,0.0,0.0,1
9825,33.0,100.0,0.0,72.0,7.0,46.0,77.0,39.0,100.0,62.0,90.0,61.0,69.0,30.0,57.0,0.0,4
9826,64.0,70.0,100.0,100.0,53.0,89.0,81.0,82.0,96.0,66.0,99.0,23.0,54.0,0.0,0.0,11.0,9
9827,36.0,70.0,68.0,100.0,67.0,89.0,57.0,49.0,36.0,13.0,0.0,0.0,50.0,5.0,100.0,8.0,1
9828,3.0,74.0,31.0,100.0,45.0,72.0,28.0,36.0,0.0,6.0,9.0,2.0,57.0,0.0,100.0,13.0,2
9829,9.0,57.0,38.0,96.0,51.0,100.0,46.0,52.0,36.0,5.0,0.0,0.0,51.0,0.0,100.0,2.0,1
9830,56.0,91.0,100.0,100.0,51.0,86.0,16.0,58.0,66.0,62.0,81.0,29.0,49.0,0.0,0.0,0.0,5
9831,0.0,89.0,31.0,100.0,61.0,78.0,51.0,35.0,45.0,0.0,17.0,37.0,50.0,51.0,100.0,54.0,7
9832,43.0,100.0,18.0,71.0,0.0,39.0,35.0,22.0,100.0,32.0,98.0,63.0,76.0,31.0,58.0,0.0,4
9833,7.0,61.0,49.0,36.0,46.0,0.0,0.0,6.0,30.0,40.0,77.0,71.0,100.0,100.0,31.0,83.0,8
9834,82.0,90.0,50.0,66.0,100.0,30.0,40.0,0.0,18.0,27.0,72.0,62.0,100.0,100.0,0.0,99.0,8
9835,5.0,100.0,45.0,90.0,41.0,45.0,36.0,0.0,3.0,14.0,0.0,39.0,49.0,48.0,100.0,55.0,7
9836,82.0,80.0,47.0,100.0,5.0,75.0,0.0,32.0,34.0,0.0,85.0,14.0,100.0,55.0,85.0,97.0,0
9837,14.0,84.0,43.0,52.0,44.0,12.0,0.0,0.0,19.0,38.0,59.0,69.0,100.0,100.0,57.0,98.0,8
9838,85.0,91.0,27.0,82.0,0.0,48.0,8.0,13.0,64.0,0.0,100.0,30.0,95.0,66.0,73.0,100.0,0
9839,89.0,100.0,80.0,97.0,44.0,61.0,44.0,20.0,99.0,0.0,100.0,31.0,40.0,46.0,0.0,29.0,6
9840,100.0,100.0,61.0,92.0,96.0,89.0,88.0,70.0,89.0,44.0,88.0,18.0,49.0,4.0,0.0,0.0,9
9841,0.0,82.0,52.0,100.0,71.0,100.0,63.0,64.0,61.0,29.0,36.0,2.0,21.0,0.0,100.0,5.0,1
9842,0.0,66.0,3.0,93.0,49.0,100.0,100.0,98.0,74.0,74.0,47.0,50.0,24.0,26.0,13.0,0.0,7
9843,30.0,82.0,0.0,70.0,42.0,34.0,0.0,0.0,18.0,34.0,80.0,67.0,100.0,100.0,8.0,82.0,8
9844,0.0,45.0,35.0,62.0,67.0,82.0,100.0,100.0,91.0,74.0,74.0,50.0,56.0,24.0,38.0,0.0,1
