d3mIndex,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,Class
4061,28.0,blue-collar,married,secondary,no,2788.0,yes,no,unknown,6.0,jun,369.0,2.0,-1.0,0.0,unknown,2
4062,43.0,management,single,secondary,no,109.0,yes,no,unknown,27.0,may,64.0,3.0,-1.0,0.0,unknown,1
4063,32.0,technician,married,secondary,no,485.0,no,no,cellular,26.0,aug,98.0,14.0,-1.0,0.0,unknown,1
4064,33.0,technician,single,tertiary,no,125.0,no,no,telephone,29.0,aug,66.0,2.0,-1.0,0.0,unknown,1
4065,70.0,retired,married,secondary,no,616.0,no,no,cellular,27.0,apr,149.0,2.0,182.0,1.0,failure,1
4066,36.0,services,married,secondary,no,3064.0,yes,no,telephone,26.0,aug,240.0,3.0,107.0,4.0,failure,1
4067,53.0,technician,married,secondary,no,206.0,no,no,cellular,26.0,aug,87.0,6.0,-1.0,0.0,unknown,1
4068,30.0,blue-collar,single,secondary,no,6900.0,no,no,cellular,21.0,nov,816.0,1.0,-1.0,0.0,unknown,1
4069,45.0,services,divorced,secondary,no,-179.0,no,no,unknown,3.0,jul,155.0,2.0,-1.0,0.0,unknown,1
4070,31.0,services,single,secondary,no,481.0,yes,no,cellular,20.0,nov,106.0,2.0,183.0,2.0,failure,1
4071,28.0,admin.,married,secondary,no,12.0,yes,no,cellular,30.0,jan,73.0,3.0,256.0,3.0,other,1
4072,45.0,blue-collar,married,primary,no,0.0,no,no,unknown,23.0,may,574.0,5.0,-1.0,0.0,unknown,1
4073,51.0,management,married,tertiary,no,176.0,yes,yes,unknown,1.0,jun,8.0,1.0,687.0,2.0,failure,1
4074,53.0,management,married,primary,no,4086.0,no,no,unknown,20.0,jun,14.0,3.0,-1.0,0.0,unknown,1
4075,40.0,technician,married,secondary,no,257.0,yes,no,unknown,16.0,may,731.0,4.0,-1.0,0.0,unknown,1
4076,53.0,blue-collar,married,primary,no,53.0,yes,no,cellular,7.0,apr,208.0,1.0,140.0,1.0,failure,1
4077,31.0,blue-collar,divorced,secondary,no,6.0,yes,no,cellular,29.0,jan,821.0,1.0,-1.0,0.0,unknown,1
4078,30.0,management,married,tertiary,no,562.0,no,no,cellular,21.0,aug,137.0,4.0,-1.0,0.0,unknown,1
4079,53.0,entrepreneur,married,secondary,no,-118.0,yes,no,unknown,9.0,may,101.0,3.0,-1.0,0.0,unknown,1
4080,40.0,blue-collar,married,primary,no,2805.0,yes,no,cellular,14.0,may,173.0,6.0,353.0,23.0,failure,1
4081,26.0,management,single,secondary,no,565.0,yes,no,unknown,6.0,jun,582.0,11.0,-1.0,0.0,unknown,1
4082,47.0,blue-collar,married,secondary,no,0.0,yes,no,cellular,21.0,jul,676.0,1.0,-1.0,0.0,unknown,1
4083,51.0,management,married,tertiary,no,1612.0,no,no,cellular,16.0,mar,384.0,1.0,182.0,5.0,failure,1
4084,45.0,unemployed,married,primary,no,180.0,yes,yes,unknown,27.0,may,62.0,2.0,-1.0,0.0,unknown,1
4085,35.0,management,married,tertiary,no,0.0,yes,no,cellular,21.0,jul,295.0,3.0,-1.0,0.0,unknown,1
4086,36.0,management,single,tertiary,no,876.0,yes,no,unknown,23.0,may,241.0,2.0,-1.0,0.0,unknown,1
4087,57.0,admin.,married,secondary,no,2137.0,no,no,telephone,8.0,jul,132.0,7.0,-1.0,0.0,unknown,1
4088,42.0,blue-collar,married,primary,no,260.0,yes,no,telephone,31.0,jul,175.0,2.0,-1.0,0.0,unknown,1
4089,32.0,blue-collar,married,secondary,yes,-53.0,yes,no,cellular,16.0,apr,648.0,1.0,272.0,1.0,other,2
4090,30.0,management,married,tertiary,no,944.0,no,no,cellular,29.0,oct,251.0,2.0,-1.0,0.0,unknown,2
4091,36.0,technician,married,secondary,no,2394.0,no,no,cellular,14.0,aug,184.0,2.0,-1.0,0.0,unknown,1
4092,43.0,technician,married,secondary,no,297.0,yes,no,cellular,14.0,oct,119.0,3.0,-1.0,0.0,unknown,1
4093,69.0,retired,single,tertiary,no,2144.0,no,no,cellular,29.0,jul,417.0,1.0,184.0,4.0,success,2
4094,31.0,technician,single,tertiary,no,969.0,no,no,cellular,15.0,jun,95.0,1.0,-1.0,0.0,unknown,1
4095,35.0,technician,married,secondary,no,0.0,no,no,cellular,14.0,jul,125.0,2.0,-1.0,0.0,unknown,1
4096,26.0,entrepreneur,married,tertiary,no,37.0,yes,yes,cellular,6.0,may,207.0,1.0,363.0,2.0,failure,1
4097,46.0,technician,married,secondary,no,410.0,no,yes,cellular,21.0,nov,162.0,5.0,-1.0,0.0,unknown,1
4098,30.0,technician,married,secondary,no,1211.0,yes,no,cellular,18.0,may,176.0,1.0,-1.0,0.0,unknown,1
4099,33.0,management,single,tertiary,no,71.0,no,no,cellular,22.0,aug,107.0,6.0,-1.0,0.0,unknown,1
4100,34.0,management,married,tertiary,no,436.0,yes,no,cellular,17.0,apr,28.0,1.0,345.0,1.0,failure,1
4101,48.0,blue-collar,married,primary,no,559.0,yes,no,unknown,15.0,may,1231.0,2.0,-1.0,0.0,unknown,1
4102,31.0,management,married,tertiary,no,1170.0,no,no,cellular,20.0,aug,200.0,4.0,-1.0,0.0,unknown,1
4103,46.0,management,divorced,tertiary,no,25.0,no,no,unknown,26.0,may,103.0,2.0,-1.0,0.0,unknown,1
4104,40.0,services,married,secondary,no,1325.0,no,no,unknown,11.0,jun,150.0,2.0,-1.0,0.0,unknown,1
4105,39.0,entrepreneur,married,secondary,no,0.0,no,no,cellular,21.0,nov,108.0,7.0,-1.0,0.0,unknown,1
4106,33.0,technician,single,secondary,no,647.0,yes,yes,cellular,4.0,feb,124.0,1.0,273.0,1.0,other,1
4107,50.0,blue-collar,married,primary,no,2142.0,yes,no,cellular,29.0,jan,309.0,2.0,224.0,1.0,other,1
4108,84.0,retired,divorced,primary,no,639.0,no,no,telephone,18.0,may,353.0,3.0,-1.0,0.0,unknown,2
4109,40.0,blue-collar,married,primary,no,177.0,yes,yes,telephone,21.0,jul,742.0,4.0,-1.0,0.0,unknown,1
4110,55.0,management,married,tertiary,no,236.0,no,no,cellular,4.0,aug,200.0,1.0,-1.0,0.0,unknown,1
4111,40.0,services,divorced,secondary,no,1959.0,yes,no,unknown,30.0,may,177.0,1.0,-1.0,0.0,unknown,1
4112,46.0,admin.,married,primary,no,96.0,no,no,telephone,4.0,feb,151.0,2.0,-1.0,0.0,unknown,1
4113,43.0,self-employed,single,tertiary,no,0.0,no,no,unknown,19.0,jun,147.0,1.0,-1.0,0.0,unknown,1
4114,34.0,blue-collar,married,secondary,no,250.0,yes,no,unknown,29.0,may,193.0,6.0,-1.0,0.0,unknown,1
4115,35.0,technician,single,secondary,no,126.0,no,no,cellular,22.0,aug,112.0,2.0,-1.0,0.0,unknown,1
4116,57.0,retired,married,unknown,no,1621.0,yes,no,unknown,19.0,jun,108.0,1.0,-1.0,0.0,unknown,1
4117,25.0,student,single,secondary,no,8.0,no,no,cellular,22.0,apr,107.0,2.0,-1.0,0.0,unknown,2
4118,32.0,self-employed,married,tertiary,no,189.0,yes,no,unknown,6.0,jun,106.0,2.0,-1.0,0.0,unknown,1
4119,52.0,retired,single,secondary,no,316.0,no,no,cellular,12.0,may,463.0,3.0,-1.0,0.0,unknown,1
4120,31.0,self-employed,single,tertiary,yes,-282.0,yes,no,cellular,20.0,nov,131.0,3.0,-1.0,0.0,unknown,1
4121,34.0,management,married,tertiary,no,-308.0,yes,no,cellular,30.0,apr,140.0,2.0,-1.0,0.0,unknown,1
4122,42.0,technician,divorced,secondary,no,248.0,no,no,cellular,19.0,aug,163.0,4.0,-1.0,0.0,unknown,1
4123,47.0,blue-collar,divorced,primary,no,126.0,yes,no,unknown,3.0,jun,2456.0,2.0,-1.0,0.0,unknown,2
4124,50.0,self-employed,divorced,tertiary,no,13.0,yes,no,cellular,20.0,apr,76.0,1.0,-1.0,0.0,unknown,2
4125,30.0,technician,married,secondary,no,-393.0,yes,yes,cellular,16.0,jul,435.0,1.0,-1.0,0.0,unknown,2
4126,33.0,services,single,secondary,no,358.0,yes,no,cellular,7.0,may,302.0,1.0,356.0,3.0,failure,1
4127,56.0,technician,single,tertiary,no,917.0,no,no,unknown,9.0,jun,306.0,1.0,-1.0,0.0,unknown,1
4128,34.0,admin.,divorced,secondary,no,1268.0,yes,no,cellular,15.0,may,259.0,3.0,-1.0,0.0,unknown,1
4129,33.0,technician,married,secondary,no,-163.0,yes,yes,cellular,8.0,aug,502.0,2.0,-1.0,0.0,unknown,1
4130,32.0,management,single,tertiary,no,473.0,yes,no,cellular,11.0,may,72.0,2.0,361.0,1.0,other,1
4131,34.0,management,married,tertiary,no,4831.0,yes,no,cellular,4.0,feb,265.0,1.0,-1.0,0.0,unknown,1
4132,37.0,technician,married,secondary,no,1063.0,yes,no,cellular,31.0,jul,413.0,2.0,-1.0,0.0,unknown,1
4133,30.0,management,married,secondary,no,0.0,yes,no,cellular,12.0,may,756.0,3.0,-1.0,0.0,unknown,1
4134,29.0,blue-collar,married,secondary,no,424.0,yes,yes,unknown,14.0,may,241.0,2.0,-1.0,0.0,unknown,1
4135,56.0,unemployed,divorced,primary,no,802.0,no,no,telephone,3.0,feb,258.0,2.0,-1.0,0.0,unknown,1
4136,31.0,management,married,tertiary,no,430.0,yes,no,cellular,25.0,jul,137.0,16.0,-1.0,0.0,unknown,1
4137,59.0,unknown,married,unknown,no,3940.0,no,no,unknown,5.0,jun,48.0,2.0,-1.0,0.0,unknown,1
4138,36.0,housemaid,married,secondary,no,2880.0,no,no,unknown,12.0,jun,283.0,1.0,-1.0,0.0,unknown,1
4139,51.0,blue-collar,divorced,secondary,no,1069.0,yes,no,unknown,30.0,may,247.0,2.0,-1.0,0.0,unknown,1
4140,54.0,self-employed,divorced,primary,no,4382.0,yes,no,telephone,18.0,may,193.0,4.0,-1.0,0.0,unknown,1
4141,37.0,management,married,tertiary,no,0.0,no,no,cellular,11.0,mar,129.0,4.0,107.0,2.0,failure,1
4142,32.0,technician,married,tertiary,no,3939.0,no,no,cellular,8.0,aug,209.0,2.0,-1.0,0.0,unknown,1
4143,42.0,self-employed,married,tertiary,no,753.0,no,no,unknown,17.0,jun,31.0,1.0,-1.0,0.0,unknown,1
4144,29.0,blue-collar,married,secondary,no,358.0,no,no,cellular,21.0,jul,88.0,5.0,-1.0,0.0,unknown,1
4145,52.0,blue-collar,married,primary,no,1141.0,yes,no,cellular,12.0,may,22.0,5.0,-1.0,0.0,unknown,1
4146,40.0,technician,married,secondary,no,1259.0,no,no,unknown,20.0,may,234.0,5.0,-1.0,0.0,unknown,1
4147,30.0,services,married,secondary,no,227.0,no,yes,unknown,3.0,jun,23.0,1.0,-1.0,0.0,unknown,1
4148,55.0,entrepreneur,divorced,secondary,no,538.0,yes,no,cellular,7.0,aug,353.0,2.0,-1.0,0.0,unknown,2
4149,49.0,management,married,tertiary,no,92.0,yes,no,unknown,6.0,may,221.0,2.0,-1.0,0.0,unknown,1
4150,33.0,technician,married,tertiary,no,8023.0,no,no,cellular,25.0,feb,196.0,1.0,87.0,4.0,failure,1
4151,32.0,services,single,secondary,no,2478.0,no,yes,cellular,20.0,nov,395.0,1.0,-1.0,0.0,unknown,1
4152,21.0,student,single,secondary,no,6844.0,no,no,cellular,14.0,aug,126.0,3.0,127.0,7.0,other,1
4153,42.0,technician,married,secondary,no,440.0,yes,no,cellular,3.0,feb,13.0,5.0,-1.0,0.0,unknown,1
4154,56.0,self-employed,married,secondary,no,800.0,no,yes,cellular,9.0,jul,170.0,1.0,-1.0,0.0,unknown,1
4155,39.0,unknown,single,secondary,no,914.0,no,no,unknown,5.0,jun,20.0,1.0,-1.0,0.0,unknown,1
4156,30.0,entrepreneur,single,secondary,no,638.0,no,no,cellular,14.0,jul,358.0,6.0,-1.0,0.0,unknown,1
4157,55.0,retired,married,secondary,no,159.0,no,no,cellular,28.0,aug,159.0,1.0,-1.0,0.0,unknown,1
4158,43.0,blue-collar,married,primary,no,483.0,yes,no,cellular,12.0,may,225.0,3.0,-1.0,0.0,unknown,1
4159,53.0,unemployed,married,secondary,no,94.0,no,no,cellular,10.0,aug,493.0,1.0,181.0,14.0,success,2
4160,57.0,retired,married,secondary,no,1044.0,no,no,telephone,11.0,jan,585.0,1.0,192.0,2.0,success,2
4161,39.0,self-employed,single,unknown,no,0.0,no,no,unknown,20.0,jun,13.0,11.0,-1.0,0.0,unknown,1
4162,56.0,technician,divorced,tertiary,no,401.0,yes,no,telephone,20.0,nov,26.0,1.0,-1.0,0.0,unknown,1
4163,29.0,services,single,unknown,no,33.0,no,no,unknown,1.0,jul,161.0,1.0,-1.0,0.0,unknown,1
4164,38.0,blue-collar,married,primary,no,506.0,yes,yes,unknown,12.0,jun,122.0,1.0,-1.0,0.0,unknown,1
4165,59.0,management,married,tertiary,no,1881.0,no,no,cellular,19.0,nov,456.0,2.0,-1.0,0.0,unknown,1
4166,42.0,technician,single,unknown,no,344.0,yes,no,unknown,3.0,jun,26.0,7.0,-1.0,0.0,unknown,1
4167,46.0,blue-collar,married,primary,no,0.0,yes,no,unknown,12.0,may,51.0,9.0,-1.0,0.0,unknown,1
4168,31.0,admin.,married,secondary,no,3.0,yes,no,cellular,28.0,jul,37.0,12.0,-1.0,0.0,unknown,1
4169,35.0,services,divorced,secondary,no,221.0,yes,no,cellular,14.0,may,150.0,1.0,360.0,1.0,failure,1
4170,50.0,self-employed,married,secondary,no,36.0,no,no,cellular,13.0,aug,104.0,10.0,-1.0,0.0,unknown,1
4171,42.0,blue-collar,married,primary,no,969.0,yes,no,cellular,13.0,may,721.0,1.0,-1.0,0.0,unknown,1
4172,36.0,services,single,secondary,no,760.0,no,no,unknown,20.0,jun,9.0,13.0,-1.0,0.0,unknown,1
4173,25.0,admin.,single,tertiary,no,220.0,no,no,cellular,26.0,may,68.0,1.0,-1.0,0.0,unknown,1
4174,42.0,management,single,tertiary,no,10907.0,no,no,cellular,4.0,may,74.0,3.0,-1.0,0.0,unknown,1
4175,27.0,student,single,tertiary,no,-148.0,yes,no,cellular,11.0,sep,146.0,3.0,224.0,1.0,other,1
4176,32.0,blue-collar,married,primary,no,415.0,yes,no,unknown,2.0,jun,777.0,4.0,-1.0,0.0,unknown,2
4177,57.0,management,married,tertiary,no,1341.0,yes,no,unknown,8.0,may,339.0,2.0,-1.0,0.0,unknown,1
4178,48.0,blue-collar,married,secondary,no,865.0,yes,no,cellular,13.0,may,78.0,2.0,-1.0,0.0,unknown,1
4179,34.0,blue-collar,divorced,secondary,no,-566.0,yes,no,unknown,26.0,may,248.0,2.0,-1.0,0.0,unknown,1
4180,33.0,services,married,secondary,no,210.0,yes,yes,unknown,20.0,may,201.0,1.0,-1.0,0.0,unknown,1
4181,26.0,technician,single,secondary,no,1275.0,yes,no,unknown,20.0,jun,18.0,9.0,-1.0,0.0,unknown,1
4182,50.0,blue-collar,married,secondary,no,579.0,no,no,cellular,26.0,aug,83.0,4.0,-1.0,0.0,unknown,1
4183,60.0,technician,single,tertiary,no,2934.0,no,no,cellular,8.0,aug,233.0,2.0,-1.0,0.0,unknown,1
4184,47.0,management,married,tertiary,no,6637.0,yes,no,cellular,17.0,apr,174.0,2.0,-1.0,0.0,unknown,1
4185,31.0,management,married,tertiary,no,271.0,no,no,cellular,18.0,nov,89.0,1.0,-1.0,0.0,unknown,1
4186,52.0,technician,married,tertiary,no,0.0,no,no,cellular,9.0,aug,145.0,3.0,94.0,4.0,success,1
4187,36.0,services,married,secondary,no,472.0,yes,no,unknown,19.0,jun,1017.0,1.0,-1.0,0.0,unknown,1
4188,43.0,blue-collar,married,primary,no,487.0,yes,no,unknown,7.0,may,548.0,2.0,-1.0,0.0,unknown,1
4189,30.0,technician,single,tertiary,no,699.0,yes,no,cellular,11.0,aug,213.0,4.0,-1.0,0.0,unknown,1
4190,32.0,blue-collar,married,secondary,no,150.0,no,no,cellular,5.0,feb,210.0,1.0,-1.0,0.0,unknown,1
4191,31.0,management,single,tertiary,no,1130.0,yes,no,cellular,17.0,apr,224.0,3.0,74.0,4.0,failure,1
4192,29.0,management,single,secondary,no,584.0,yes,no,unknown,16.0,jun,541.0,19.0,-1.0,0.0,unknown,1
4193,48.0,services,divorced,secondary,no,3186.0,no,yes,cellular,9.0,apr,104.0,1.0,-1.0,0.0,unknown,1
4194,32.0,services,single,secondary,no,133.0,no,no,cellular,15.0,apr,171.0,1.0,-1.0,0.0,unknown,2
4195,30.0,housemaid,single,tertiary,no,868.0,no,no,cellular,7.0,aug,387.0,2.0,-1.0,0.0,unknown,1
4196,48.0,blue-collar,married,secondary,no,480.0,yes,no,cellular,15.0,may,830.0,1.0,352.0,2.0,failure,2
4197,51.0,blue-collar,married,unknown,no,1883.0,yes,no,unknown,5.0,may,57.0,1.0,-1.0,0.0,unknown,1
4198,34.0,management,married,tertiary,no,606.0,no,no,cellular,20.0,apr,97.0,1.0,-1.0,0.0,unknown,2
4199,35.0,blue-collar,married,secondary,no,603.0,yes,no,cellular,17.0,apr,474.0,2.0,-1.0,0.0,unknown,1
4200,49.0,management,single,primary,no,548.0,no,no,telephone,31.0,jul,115.0,6.0,-1.0,0.0,unknown,1
4201,36.0,unemployed,married,secondary,no,-872.0,yes,yes,cellular,20.0,nov,153.0,1.0,183.0,1.0,failure,1
4202,37.0,blue-collar,divorced,secondary,no,33.0,yes,no,cellular,20.0,nov,106.0,2.0,167.0,1.0,failure,1
4203,37.0,management,married,tertiary,no,1689.0,yes,no,unknown,29.0,may,645.0,2.0,-1.0,0.0,unknown,1
4204,49.0,blue-collar,married,primary,no,902.0,no,no,unknown,9.0,jun,210.0,2.0,-1.0,0.0,unknown,1
4205,44.0,services,divorced,secondary,no,0.0,yes,yes,unknown,13.0,may,97.0,1.0,-1.0,0.0,unknown,1
4206,40.0,student,married,secondary,no,260.0,no,no,cellular,19.0,nov,52.0,1.0,152.0,6.0,failure,1
4207,57.0,technician,married,secondary,no,589.0,yes,no,cellular,2.0,feb,223.0,1.0,76.0,4.0,failure,1
4208,39.0,technician,married,secondary,no,626.0,yes,no,cellular,11.0,may,126.0,2.0,-1.0,0.0,unknown,1
4209,38.0,services,married,secondary,no,0.0,no,yes,cellular,16.0,jul,1473.0,6.0,-1.0,0.0,unknown,1
4210,51.0,blue-collar,divorced,secondary,no,78.0,yes,no,unknown,27.0,may,723.0,2.0,-1.0,0.0,unknown,1
4211,27.0,blue-collar,single,secondary,no,3792.0,no,no,cellular,22.0,apr,279.0,2.0,-1.0,0.0,unknown,2
4212,38.0,blue-collar,single,tertiary,no,14058.0,no,no,telephone,17.0,jul,293.0,20.0,-1.0,0.0,unknown,1
4213,30.0,technician,single,secondary,no,-522.0,yes,yes,cellular,5.0,may,670.0,2.0,286.0,6.0,failure,2
4214,36.0,student,single,unknown,no,386.0,no,no,unknown,18.0,jun,359.0,2.0,-1.0,0.0,unknown,1
4215,37.0,unemployed,married,secondary,no,1978.0,no,no,cellular,9.0,sep,404.0,1.0,182.0,1.0,success,2
4216,53.0,admin.,married,secondary,no,459.0,no,no,cellular,14.0,oct,317.0,6.0,192.0,1.0,success,1
4217,38.0,unemployed,married,tertiary,no,2812.0,yes,no,cellular,30.0,apr,830.0,1.0,-1.0,0.0,unknown,2
4218,48.0,management,married,tertiary,no,5057.0,no,yes,cellular,19.0,nov,37.0,1.0,-1.0,0.0,unknown,1
4219,26.0,housemaid,married,secondary,no,-759.0,yes,no,cellular,11.0,jul,191.0,1.0,-1.0,0.0,unknown,1
4220,33.0,blue-collar,single,secondary,no,-416.0,yes,no,unknown,16.0,may,767.0,2.0,-1.0,0.0,unknown,2
4221,47.0,technician,married,unknown,no,2106.0,yes,no,unknown,6.0,may,168.0,1.0,-1.0,0.0,unknown,1
4222,45.0,management,divorced,tertiary,no,220.0,yes,no,unknown,18.0,jun,89.0,4.0,-1.0,0.0,unknown,1
4223,32.0,blue-collar,divorced,secondary,no,0.0,yes,no,unknown,2.0,jun,746.0,2.0,-1.0,0.0,unknown,1
4224,69.0,retired,married,unknown,no,426.0,no,no,telephone,9.0,mar,225.0,1.0,90.0,1.0,success,2
4225,65.0,unknown,married,unknown,no,4717.0,no,no,telephone,6.0,aug,256.0,1.0,-1.0,0.0,unknown,2
4226,37.0,blue-collar,married,secondary,no,395.0,yes,no,unknown,6.0,may,219.0,2.0,-1.0,0.0,unknown,1
4227,45.0,blue-collar,divorced,primary,no,0.0,yes,no,cellular,21.0,jul,211.0,2.0,-1.0,0.0,unknown,1
4228,36.0,blue-collar,married,secondary,no,-206.0,yes,no,unknown,8.0,may,177.0,2.0,-1.0,0.0,unknown,1
4229,62.0,self-employed,divorced,tertiary,no,6.0,yes,no,cellular,13.0,oct,216.0,1.0,183.0,4.0,success,2
4230,37.0,management,married,tertiary,no,4039.0,no,yes,cellular,25.0,jul,106.0,2.0,-1.0,0.0,unknown,1
4231,39.0,services,divorced,secondary,no,687.0,yes,no,cellular,9.0,jul,869.0,1.0,-1.0,0.0,unknown,2
4232,38.0,technician,single,secondary,no,-242.0,yes,no,cellular,18.0,may,1173.0,3.0,278.0,6.0,success,2
4233,31.0,management,married,tertiary,no,582.0,yes,no,cellular,15.0,jul,58.0,2.0,-1.0,0.0,unknown,1
4234,58.0,blue-collar,divorced,primary,no,8218.0,yes,no,cellular,31.0,jul,124.0,10.0,-1.0,0.0,unknown,1
4235,44.0,management,single,tertiary,no,1424.0,yes,no,cellular,8.0,aug,201.0,2.0,-1.0,0.0,unknown,1
4236,31.0,blue-collar,married,secondary,no,92.0,yes,no,unknown,16.0,may,688.0,1.0,-1.0,0.0,unknown,2
4237,33.0,technician,single,secondary,no,2085.0,no,no,cellular,9.0,feb,501.0,2.0,-1.0,0.0,unknown,2
4238,36.0,technician,single,tertiary,no,197.0,no,no,cellular,30.0,apr,260.0,1.0,-1.0,0.0,unknown,2
4239,31.0,technician,single,secondary,no,2305.0,no,no,cellular,4.0,aug,139.0,1.0,-1.0,0.0,unknown,1
4240,45.0,admin.,married,secondary,no,-547.0,yes,no,unknown,3.0,jun,214.0,2.0,-1.0,0.0,unknown,1
4241,30.0,technician,single,tertiary,no,411.0,no,no,cellular,21.0,apr,142.0,1.0,-1.0,0.0,unknown,1
4242,34.0,blue-collar,married,secondary,no,584.0,yes,no,cellular,18.0,jul,154.0,2.0,-1.0,0.0,unknown,1
4243,34.0,management,married,tertiary,no,997.0,yes,yes,cellular,21.0,nov,81.0,1.0,-1.0,0.0,unknown,1
4244,39.0,admin.,divorced,secondary,no,83.0,yes,no,cellular,30.0,jul,69.0,6.0,-1.0,0.0,unknown,1
4245,41.0,management,married,tertiary,no,6563.0,no,no,cellular,27.0,aug,136.0,8.0,-1.0,0.0,unknown,1
4246,32.0,services,single,secondary,no,0.0,yes,no,cellular,31.0,jul,99.0,13.0,-1.0,0.0,unknown,1
4247,32.0,management,single,tertiary,no,0.0,no,no,cellular,21.0,nov,9.0,6.0,-1.0,0.0,unknown,1
4248,36.0,blue-collar,married,primary,no,398.0,yes,no,unknown,12.0,jun,278.0,1.0,-1.0,0.0,unknown,1
4249,35.0,admin.,married,tertiary,no,1145.0,yes,no,cellular,2.0,feb,82.0,2.0,-1.0,0.0,unknown,1
4250,32.0,management,single,tertiary,no,2.0,yes,no,cellular,11.0,sep,100.0,2.0,-1.0,0.0,unknown,2
4251,33.0,management,single,tertiary,no,201.0,yes,no,cellular,19.0,nov,171.0,1.0,183.0,1.0,failure,1
4252,49.0,entrepreneur,married,primary,no,563.0,no,no,unknown,19.0,jun,84.0,1.0,-1.0,0.0,unknown,1
4253,35.0,management,married,tertiary,no,3161.0,no,no,cellular,8.0,aug,433.0,2.0,-1.0,0.0,unknown,1
4254,31.0,technician,married,secondary,no,0.0,no,yes,cellular,15.0,jul,624.0,6.0,-1.0,0.0,unknown,1
4255,42.0,management,married,secondary,no,1331.0,no,no,cellular,23.0,jul,698.0,2.0,-1.0,0.0,unknown,1
4256,34.0,housemaid,married,primary,no,2929.0,no,no,cellular,14.0,aug,518.0,2.0,-1.0,0.0,unknown,2
4257,32.0,services,married,secondary,yes,-220.0,yes,yes,cellular,25.0,jul,123.0,2.0,-1.0,0.0,unknown,1
4258,29.0,management,single,tertiary,no,5980.0,yes,no,unknown,28.0,may,317.0,1.0,-1.0,0.0,unknown,1
4259,32.0,services,single,secondary,no,48.0,yes,no,cellular,20.0,apr,8.0,3.0,-1.0,0.0,unknown,1
4260,50.0,housemaid,single,unknown,no,0.0,no,no,telephone,28.0,jul,118.0,8.0,-1.0,0.0,unknown,1
4261,58.0,retired,married,secondary,no,3382.0,no,yes,cellular,28.0,may,294.0,2.0,309.0,2.0,failure,1
4262,59.0,technician,married,secondary,no,2308.0,no,no,cellular,30.0,apr,815.0,1.0,87.0,1.0,other,2
4263,25.0,student,married,tertiary,no,10.0,yes,no,cellular,21.0,jul,857.0,4.0,-1.0,0.0,unknown,2
4264,57.0,services,married,secondary,no,162.0,yes,no,unknown,5.0,may,174.0,1.0,-1.0,0.0,unknown,1
4265,30.0,blue-collar,single,secondary,no,1073.0,yes,no,cellular,5.0,may,1130.0,4.0,-1.0,0.0,unknown,1
4266,26.0,services,single,secondary,no,1700.0,yes,no,cellular,7.0,may,13.0,5.0,-1.0,0.0,unknown,1
4267,50.0,services,single,primary,no,148.0,yes,no,unknown,7.0,may,198.0,2.0,-1.0,0.0,unknown,1
4268,39.0,services,married,secondary,no,0.0,yes,no,cellular,8.0,may,503.0,1.0,-1.0,0.0,unknown,1
4269,45.0,blue-collar,married,primary,no,185.0,yes,no,cellular,29.0,jan,249.0,3.0,-1.0,0.0,unknown,1
4270,37.0,management,divorced,tertiary,no,896.0,no,yes,cellular,14.0,aug,343.0,2.0,-1.0,0.0,unknown,1
4271,47.0,blue-collar,divorced,primary,no,1279.0,yes,no,cellular,6.0,feb,479.0,2.0,-1.0,0.0,unknown,1
4272,50.0,technician,married,tertiary,no,199.0,yes,yes,cellular,3.0,feb,116.0,2.0,253.0,1.0,failure,1
4273,40.0,management,married,secondary,no,99.0,no,no,cellular,9.0,feb,15.0,5.0,-1.0,0.0,unknown,1
4274,35.0,blue-collar,married,primary,no,378.0,yes,no,unknown,16.0,may,427.0,3.0,-1.0,0.0,unknown,1
4275,53.0,management,married,tertiary,no,15.0,no,no,cellular,20.0,aug,921.0,2.0,-1.0,0.0,unknown,2
4276,35.0,admin.,married,secondary,no,147.0,yes,yes,cellular,29.0,jan,41.0,1.0,184.0,7.0,failure,1
4277,54.0,technician,married,secondary,no,2225.0,no,yes,cellular,13.0,aug,73.0,2.0,-1.0,0.0,unknown,1
4278,35.0,admin.,single,secondary,no,1810.0,yes,no,cellular,25.0,may,65.0,2.0,-1.0,0.0,unknown,1
4279,31.0,housemaid,married,unknown,yes,-6.0,no,yes,telephone,7.0,jul,94.0,2.0,-1.0,0.0,unknown,1
4280,46.0,technician,divorced,secondary,no,435.0,yes,no,unknown,15.0,may,192.0,3.0,-1.0,0.0,unknown,1
4281,52.0,management,married,secondary,no,335.0,no,no,cellular,21.0,oct,411.0,1.0,182.0,1.0,failure,2
4282,34.0,admin.,divorced,secondary,no,-251.0,no,no,cellular,18.0,jul,641.0,1.0,-1.0,0.0,unknown,2
4283,46.0,services,divorced,secondary,no,5.0,yes,yes,cellular,29.0,jan,305.0,2.0,-1.0,0.0,unknown,1
4284,54.0,self-employed,married,secondary,no,641.0,yes,no,cellular,17.0,apr,472.0,1.0,148.0,2.0,failure,1
4285,37.0,admin.,married,tertiary,no,0.0,yes,no,cellular,21.0,jul,115.0,1.0,-1.0,0.0,unknown,1
4286,39.0,admin.,married,tertiary,no,722.0,no,no,telephone,23.0,apr,141.0,1.0,-1.0,0.0,unknown,1
