d3mIndex,fileName,subject,imgNum,label_target,ang,xF,yF,wF,hF,xRE,yRE,xLE,yLE,xN,yN,xRM,yRM,xLM,yLM
506,20130530_03_Driv_158_f,3,158.0,2,15,307.0,272.0,113.0,133.0,350.0,300.0,394.0,304.0,376.0,329.0,356.0,353.0,386.0,354.0
507,20130530_03_Driv_159_f,3,159.0,2,15,311.0,272.0,107.0,133.0,350.0,295.0,398.0,300.0,380.0,324.0,353.0,348.0,388.0,355.0
508,20130530_03_Driv_160_f,3,160.0,2,15,310.0,274.0,117.0,135.0,352.0,300.0,398.0,304.0,382.0,327.0,356.0,351.0,386.0,356.0
509,20130530_03_Driv_161_f,3,161.0,2,15,305.0,273.0,117.0,131.0,354.0,299.0,401.0,304.0,380.0,327.0,355.0,352.0,390.0,357.0
510,20130530_03_Driv_162_f,3,162.0,2,15,307.0,270.0,120.0,130.0,352.0,298.0,397.0,302.0,383.0,326.0,356.0,352.0,389.0,358.0
511,20130530_03_Driv_163_f,3,163.0,2,15,308.0,269.0,118.0,134.0,351.0,299.0,399.0,304.0,381.0,327.0,355.0,353.0,386.0,356.0
512,20130530_03_Driv_164_f,3,164.0,2,0,305.0,274.0,112.0,130.0,342.0,302.0,388.0,304.0,368.0,331.0,350.0,355.0,378.0,360.0
513,20130530_03_Driv_165_f,3,165.0,2,0,300.0,269.0,117.0,134.0,334.0,300.0,384.0,302.0,360.0,327.0,344.0,351.0,373.0,356.0
514,20130530_03_Driv_166_f,3,166.0,2,0,297.0,271.0,114.0,135.0,326.0,297.0,377.0,300.0,351.0,325.0,336.0,351.0,362.0,353.0
515,20130530_03_Driv_167_f,3,167.0,2,-15,291.0,274.0,114.0,132.0,318.0,300.0,365.0,301.0,336.0,324.0,328.0,352.0,352.0,356.0
516,20130530_04_Driv_001_f,4,1.0,2,0,300.0,174.0,132.0,140.0,346.0,207.0,397.0,204.0,372.0,234.0,351.0,261.0,396.0,260.0
517,20130530_04_Driv_002_f,4,2.0,2,0,301.0,174.0,126.0,140.0,341.0,209.0,397.0,204.0,371.0,234.0,354.0,263.0,391.0,261.0
518,20130530_04_Driv_003_f,4,3.0,2,0,304.0,174.0,118.0,135.0,339.0,204.0,390.0,200.0,366.0,229.0,352.0,261.0,389.0,258.0
519,20130530_04_Driv_004_f,4,4.0,2,0,302.0,174.0,118.0,137.0,333.0,205.0,382.0,201.0,360.0,232.0,345.0,262.0,379.0,260.0
520,20130530_04_Driv_005_f,4,5.0,2,0,293.0,174.0,115.0,135.0,326.0,209.0,377.0,202.0,352.0,234.0,338.0,262.0,374.0,260.0
521,20130530_04_Driv_006_lr,4,6.0,1,-30,286.0,172.0,116.0,134.0,310.0,210.0,357.0,202.0,330.0,232.0,322.0,263.0,351.0,258.0
522,20130530_04_Driv_007_f,4,7.0,2,-15,288.0,175.0,119.0,134.0,313.0,207.0,362.0,200.0,336.0,229.0,329.0,260.0,362.0,256.0
523,20130530_04_Driv_008_f,4,8.0,2,0,295.0,175.0,124.0,131.0,330.0,209.0,381.0,202.0,359.0,230.0,347.0,260.0,380.0,258.0
524,20130530_04_Driv_009_f,4,9.0,2,0,351.0,179.0,98.0,136.0,384.0,209.0,426.0,205.0,417.0,232.0,391.0,261.0,423.0,262.0
525,20130530_04_Driv_010_ll,4,10.0,3,30,357.0,176.0,100.0,137.0,387.0,206.0,427.0,207.0,424.0,231.0,394.0,258.0,425.0,260.0
526,20130530_04_Driv_011_ll,4,11.0,3,30,353.0,178.0,101.0,136.0,387.0,208.0,426.0,207.0,420.0,233.0,391.0,261.0,419.0,263.0
527,20130530_04_Driv_012_ll,4,12.0,3,30,348.0,176.0,106.0,150.0,384.0,204.0,427.0,203.0,419.0,230.0,389.0,257.0,421.0,259.0
528,20130530_04_Driv_013_ll,4,13.0,3,30,345.0,172.0,108.0,140.0,384.0,202.0,422.0,204.0,415.0,228.0,388.0,253.0,420.0,257.0
529,20130530_04_Driv_014_ll,4,14.0,3,30,341.0,177.0,107.0,142.0,380.0,203.0,426.0,204.0,414.0,229.0,385.0,256.0,417.0,259.0
530,20130530_04_Driv_015_ll,4,15.0,3,30,344.0,174.0,107.0,143.0,381.0,204.0,420.0,205.0,413.0,230.0,384.0,257.0,415.0,260.0
531,20130530_04_Driv_016_ll,4,16.0,3,30,342.0,174.0,108.0,143.0,381.0,204.0,425.0,204.0,411.0,228.0,385.0,255.0,417.0,258.0
532,20130530_04_Driv_017_ll,4,17.0,3,30,342.0,172.0,106.0,143.0,380.0,203.0,421.0,205.0,412.0,230.0,386.0,254.0,419.0,255.0
533,20130530_04_Driv_018_ll,4,18.0,3,30,347.0,172.0,100.0,137.0,377.0,201.0,420.0,201.0,410.0,227.0,381.0,253.0,414.0,255.0
534,20130530_04_Driv_019_f,4,19.0,2,15,344.0,173.0,101.0,140.0,376.0,205.0,422.0,206.0,410.0,230.0,380.0,255.0,416.0,259.0
535,20130530_04_Driv_020_f,4,20.0,2,15,337.0,184.0,108.0,134.0,371.0,211.0,417.0,212.0,402.0,235.0,376.0,263.0,411.0,266.0
536,20130530_04_Driv_021_f,4,21.0,2,15,336.0,182.0,104.0,135.0,370.0,207.0,418.0,208.0,399.0,235.0,370.0,262.0,409.0,262.0
537,20130530_04_Driv_022_f,4,22.0,2,15,336.0,187.0,100.0,131.0,361.0,211.0,410.0,214.0,394.0,243.0,370.0,265.0,410.0,267.0
538,20130530_04_Driv_023_f,4,23.0,2,15,330.0,191.0,104.0,124.0,362.0,214.0,408.0,214.0,393.0,241.0,370.0,264.0,411.0,267.0
539,20130530_04_Driv_024_f,4,24.0,2,15,321.0,188.0,108.0,132.0,352.0,215.0,399.0,212.0,385.0,243.0,358.0,265.0,402.0,263.0
540,20130530_04_Driv_025_f,4,25.0,2,0,309.0,186.0,116.0,132.0,345.0,216.0,390.0,214.0,370.0,242.0,346.0,269.0,397.0,266.0
541,20130530_04_Driv_026_f,4,26.0,2,0,302.0,176.0,118.0,122.0,332.0,204.0,384.0,199.0,364.0,225.0,343.0,254.0,379.0,249.0
542,20130530_04_Driv_027_f,4,27.0,2,0,299.0,176.0,120.0,125.0,331.0,202.0,381.0,197.0,360.0,226.0,345.0,252.0,384.0,249.0
543,20130530_04_Driv_028_f,4,28.0,2,0,306.0,176.0,110.0,128.0,330.0,202.0,379.0,196.0,360.0,226.0,342.0,254.0,384.0,250.0
544,20130530_04_Driv_029_f,4,29.0,2,0,302.0,183.0,126.0,128.0,331.0,213.0,382.0,207.0,361.0,237.0,342.0,265.0,381.0,261.0
545,20130530_04_Driv_030_f,4,30.0,2,0,298.0,184.0,122.0,127.0,332.0,210.0,382.0,206.0,362.0,237.0,342.0,265.0,382.0,260.0
546,20130530_04_Driv_031_f,4,31.0,2,0,302.0,178.0,115.0,131.0,331.0,207.0,384.0,200.0,361.0,229.0,343.0,261.0,384.0,257.0
547,20130530_04_Driv_032_f,4,32.0,2,0,299.0,179.0,121.0,133.0,328.0,210.0,382.0,204.0,361.0,233.0,341.0,260.0,382.0,257.0
548,20130530_04_Driv_033_f,4,33.0,2,0,299.0,178.0,119.0,134.0,330.0,209.0,383.0,206.0,357.0,235.0,342.0,263.0,380.0,258.0
549,20130530_04_Driv_034_f,4,34.0,2,0,298.0,178.0,121.0,130.0,329.0,206.0,385.0,204.0,358.0,231.0,341.0,263.0,381.0,257.0
550,20130530_04_Driv_035_f,4,35.0,2,0,296.0,182.0,117.0,128.0,327.0,209.0,377.0,203.0,355.0,233.0,337.0,263.0,381.0,260.0
551,20130530_04_Driv_036_f,4,36.0,2,0,297.0,184.0,114.0,127.0,324.0,209.0,378.0,206.0,351.0,235.0,336.0,263.0,376.0,260.0
552,20130530_04_Driv_037_f,4,37.0,2,0,297.0,176.0,113.0,131.0,322.0,208.0,371.0,205.0,352.0,234.0,337.0,260.0,375.0,257.0
553,20130530_04_Driv_038_f,4,38.0,2,0,291.0,180.0,117.0,138.0,315.0,212.0,367.0,204.0,342.0,237.0,331.0,266.0,369.0,261.0
554,20130530_04_Driv_039_f,4,39.0,2,0,286.0,183.0,119.0,140.0,313.0,217.0,364.0,209.0,337.0,239.0,328.0,269.0,366.0,263.0
555,20130530_04_Driv_040_f,4,40.0,2,-15,279.0,178.0,112.0,136.0,301.0,210.0,348.0,201.0,324.0,233.0,316.0,262.0,352.0,257.0
556,20130530_04_Driv_041_f,4,41.0,2,-15,275.0,177.0,116.0,139.0,302.0,211.0,351.0,203.0,325.0,235.0,317.0,266.0,356.0,261.0
557,20130530_04_Driv_042_f,4,42.0,2,-15,276.0,177.0,117.0,134.0,299.0,211.0,348.0,203.0,323.0,237.0,319.0,267.0,353.0,253.0
558,20130530_04_Driv_043_f,4,43.0,2,-15,273.0,173.0,120.0,138.0,299.0,205.0,350.0,200.0,320.0,232.0,317.0,262.0,347.0,257.0
559,20130530_04_Driv_044_f,4,44.0,2,-15,270.0,179.0,107.0,133.0,292.0,208.0,342.0,203.0,310.0,235.0,306.0,263.0,341.0,257.0
560,20130530_04_Driv_045_f,4,45.0,2,-15,268.0,181.0,115.0,135.0,296.0,212.0,342.0,204.0,316.0,237.0,311.0,269.0,342.0,262.0
561,20130530_04_Driv_046_f,4,46.0,2,-15,271.0,189.0,120.0,132.0,300.0,222.0,347.0,213.0,323.0,243.0,318.0,275.0,350.0,266.0
562,20130530_04_Driv_047_f,4,47.0,2,0,279.0,190.0,110.0,121.0,307.0,215.0,355.0,208.0,331.0,237.0,326.0,268.0,353.0,263.0
563,20130530_04_Driv_048_f,4,48.0,2,15,314.0,175.0,121.0,139.0,355.0,202.0,407.0,200.0,387.0,225.0,365.0,258.0,403.0,255.0
564,20130530_04_Driv_049_f,4,49.0,2,15,329.0,174.0,102.0,140.0,359.0,201.0,407.0,203.0,394.0,230.0,365.0,257.0,402.0,258.0
565,20130530_04_Driv_050_f,4,50.0,2,15,330.0,173.0,108.0,142.0,364.0,203.0,413.0,201.0,397.0,231.0,368.0,256.0,410.0,259.0
566,20130530_04_Driv_051_f,4,51.0,2,15,332.0,175.0,107.0,142.0,369.0,204.0,413.0,203.0,399.0,232.0,376.0,259.0,411.0,261.0
567,20130530_04_Driv_052_f,4,52.0,2,15,336.0,174.0,103.0,132.0,374.0,202.0,417.0,203.0,405.0,228.0,376.0,257.0,414.0,260.0
568,20130530_04_Driv_053_f,4,53.0,2,15,342.0,178.0,104.0,138.0,376.0,203.0,420.0,205.0,412.0,232.0,383.0,260.0,414.0,264.0
569,20130530_04_Driv_054_f,4,54.0,2,15,344.0,177.0,106.0,134.0,377.0,205.0,420.0,206.0,411.0,234.0,382.0,257.0,419.0,262.0
570,20130530_04_Driv_055_f,4,55.0,2,15,344.0,176.0,102.0,137.0,382.0,202.0,428.0,204.0,411.0,234.0,385.0,258.0,420.0,261.0
571,20130530_04_Driv_056_ll,4,56.0,3,30,353.0,177.0,101.0,138.0,388.0,207.0,432.0,207.0,422.0,236.0,387.0,258.0,424.0,264.0
572,20130530_04_Driv_057_ll,4,57.0,3,45,363.0,178.0,99.0,142.0,397.0,206.0,435.0,209.0,428.0,235.0,399.0,261.0,429.0,264.0
573,20130530_04_Driv_058_f,4,58.0,2,15,361.0,168.0,91.0,139.0,388.0,198.0,428.0,203.0,421.0,225.0,388.0,248.0,420.0,252.0
574,20130530_04_Driv_059_f,4,59.0,2,15,351.0,171.0,94.0,129.0,385.0,195.0,422.0,199.0,414.0,218.0,381.0,245.0,418.0,252.0
575,20130530_04_Driv_060_f,4,60.0,2,15,343.0,166.0,100.0,139.0,376.0,192.0,417.0,197.0,405.0,220.0,379.0,243.0,412.0,247.0
576,20130530_04_Driv_061_f,4,61.0,2,15,344.0,170.0,94.0,138.0,370.0,195.0,418.0,198.0,403.0,223.0,374.0,249.0,404.0,251.0
577,20130530_04_Driv_062_f,4,62.0,2,15,347.0,176.0,87.0,128.0,368.0,199.0,413.0,200.0,397.0,220.0,373.0,246.0,410.0,251.0
578,20130530_04_Driv_063_f,4,63.0,2,15,334.0,166.0,100.0,133.0,365.0,195.0,407.0,195.0,396.0,218.0,371.0,243.0,407.0,246.0
579,20130530_04_Driv_064_f,4,64.0,2,15,333.0,171.0,94.0,130.0,361.0,194.0,404.0,194.0,391.0,220.0,369.0,246.0,400.0,246.0
580,20130530_04_Driv_065_f,4,65.0,2,15,333.0,171.0,94.0,132.0,361.0,195.0,401.0,195.0,390.0,220.0,365.0,248.0,399.0,246.0
581,20130530_04_Driv_066_f,4,66.0,2,15,328.0,170.0,101.0,134.0,359.0,193.0,402.0,195.0,391.0,218.0,367.0,248.0,397.0,242.0
582,20130530_04_Driv_067_f,4,67.0,2,15,334.0,174.0,100.0,139.0,365.0,199.0,408.0,198.0,397.0,222.0,369.0,254.0,406.0,249.0
583,20130530_04_Driv_068_f,4,68.0,2,15,341.0,173.0,98.0,140.0,366.0,200.0,410.0,200.0,397.0,224.0,370.0,255.0,407.0,252.0
584,20130530_04_Driv_069_f,4,69.0,2,15,331.0,176.0,106.0,139.0,363.0,201.0,409.0,202.0,397.0,228.0,368.0,257.0,405.0,252.0
585,20130530_04_Driv_070_f,4,70.0,2,15,326.0,173.0,112.0,139.0,362.0,198.0,409.0,198.0,393.0,228.0,367.0,253.0,406.0,251.0
586,20130530_04_Driv_071_f,4,71.0,2,15,325.0,175.0,111.0,138.0,361.0,198.0,406.0,198.0,393.0,225.0,368.0,253.0,403.0,251.0
587,20130530_04_Driv_072_f,4,72.0,2,15,324.0,178.0,107.0,131.0,358.0,200.0,407.0,201.0,389.0,225.0,364.0,258.0,405.0,253.0
588,20130530_04_Driv_073_f,4,73.0,2,0,310.0,177.0,121.0,137.0,346.0,205.0,397.0,200.0,376.0,228.0,355.0,257.0,395.0,258.0
589,20130530_04_Driv_074_f,4,74.0,2,0,302.0,175.0,128.0,136.0,337.0,207.0,390.0,202.0,367.0,229.0,347.0,257.0,388.0,255.0
590,20130530_04_Driv_075_f,4,75.0,2,0,298.0,172.0,121.0,143.0,324.0,206.0,378.0,199.0,352.0,229.0,335.0,258.0,377.0,252.0
591,20130530_04_Driv_076_f,4,76.0,2,-15,290.0,178.0,120.0,144.0,319.0,212.0,370.0,207.0,342.0,237.0,327.0,266.0,370.0,258.0
592,20130530_04_Driv_077_f,4,77.0,2,-15,288.0,181.0,119.0,141.0,316.0,212.0,367.0,207.0,337.0,238.0,328.0,259.0,373.0,260.0
593,20130530_04_Driv_078_f,4,78.0,2,-15,288.0,180.0,111.0,123.0,315.0,209.0,365.0,206.0,339.0,237.0,329.0,261.0,370.0,259.0
594,20130530_04_Driv_079_f,4,79.0,2,-15,280.0,175.0,120.0,149.0,313.0,213.0,366.0,206.0,333.0,240.0,325.0,265.0,369.0,258.0
595,20130530_04_Driv_080_f,4,80.0,2,-15,282.0,189.0,116.0,131.0,313.0,219.0,362.0,212.0,330.0,246.0,326.0,274.0,367.0,265.0
596,20130530_04_Driv_081_f,4,81.0,2,-15,282.0,186.0,120.0,129.0,311.0,215.0,363.0,210.0,335.0,243.0,329.0,271.0,366.0,261.0
597,20130530_04_Driv_082_f,4,82.0,2,-15,282.0,183.0,124.0,131.0,312.0,215.0,364.0,209.0,337.0,243.0,330.0,269.0,361.0,261.0
598,20130530_04_Driv_083_f,4,83.0,2,-15,282.0,181.0,120.0,140.0,312.0,214.0,360.0,206.0,335.0,241.0,327.0,269.0,361.0,261.0
599,20130530_04_Driv_084_f,4,84.0,2,-15,279.0,185.0,125.0,133.0,310.0,213.0,359.0,209.0,338.0,241.0,322.0,264.0,359.0,264.0
600,20130530_04_Driv_085_f,4,85.0,2,-15,281.0,181.0,127.0,140.0,311.0,216.0,360.0,207.0,336.0,241.0,324.0,264.0,363.0,264.0
601,20130530_04_Driv_086_f,4,86.0,2,-15,278.0,183.0,128.0,141.0,307.0,218.0,354.0,210.0,330.0,247.0,324.0,273.0,356.0,266.0
602,20130530_04_Driv_087_lr,4,87.0,1,-30,268.0,186.0,128.0,134.0,296.0,222.0,344.0,212.0,319.0,247.0,316.0,274.0,347.0,269.0
603,20130530_04_Driv_088_lr,4,88.0,1,-30,264.0,187.0,127.0,131.0,287.0,220.0,334.0,211.0,304.0,247.0,305.0,272.0,337.0,270.0
604,20130530_04_Driv_089_f,4,89.0,2,-15,264.0,175.0,143.0,136.0,295.0,207.0,345.0,200.0,320.0,234.0,314.0,261.0,351.0,251.0
605,20130530_04_Driv_090_f,4,90.0,2,0,266.0,170.0,141.0,139.0,303.0,206.0,354.0,198.0,331.0,229.0,319.0,255.0,362.0,247.0
