d3mIndex,In1,In2,In3,In4,In5,In6,In7,In8,In9,In10,Out1
908,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0
909,3.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0
910,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,5.0
911,2.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,3.0,4.0
912,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,5.0
913,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0
914,3.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,4.0
915,1.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,3.0,5.0
916,2.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,5.0
917,2.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,5.0
918,2.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0
919,3.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0
920,2.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0
921,1.0,3.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,3.0
922,2.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0
923,1.0,2.0,4.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0
924,3.0,3.0,1.0,1.0,4.0,1.0,2.0,3.0,3.0,3.0,3.0
925,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0
926,1.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,5.0
927,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0
928,3.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,4.0
929,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0
930,2.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,4.0
931,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0
932,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,5.0
933,3.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,4.0
934,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,5.0
935,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0
936,2.0,3.0,3.0,2.0,4.0,1.0,3.0,2.0,3.0,1.0,4.0
937,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0
938,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0
939,2.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0
940,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0
941,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0
942,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,4.0
943,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0
944,3.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,1.0,4.0
945,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0
946,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0
947,3.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,5.0
948,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0
949,2.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0
950,3.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0
951,3.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,5.0
952,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,5.0
953,3.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0
954,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0
955,3.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,5.0
956,2.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0
957,1.0,3.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,4.0
958,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0
959,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0
960,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0
961,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0
962,2.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,4.0
963,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0
964,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0
965,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,4.0
966,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,4.0
967,3.0,2.0,4.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0
968,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0
969,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0
970,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0
971,2.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,3.0,3.0
972,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0
973,1.0,3.0,4.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,4.0
974,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,4.0
975,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0
976,2.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,5.0
977,2.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,4.0
978,3.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0
979,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0
980,1.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,5.0
981,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0
982,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0
983,1.0,3.0,4.0,1.0,3.0,2.0,3.0,1.0,1.0,3.0,5.0
984,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,5.0
985,2.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0
986,2.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0
987,1.0,3.0,4.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,4.0
988,2.0,2.0,2.0,1.0,4.0,2.0,1.0,3.0,1.0,2.0,4.0
989,1.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,3.0,5.0
990,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0
991,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0
992,2.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,4.0
993,1.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,4.0
994,2.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0
995,3.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0
996,2.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,4.0
997,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0
998,2.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,5.0
999,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,5.0
