d3mIndex,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,Class
1150,0.007812,0.005859,0.018555,0.004883,0.058594,0.0,0.008789,0.049805,0.009766,0.0,0.018555,0.005859,0.021484,0.020508,0.0,0.036133,0.003906,0.035156,0.00293,0.016602,0.03418,0.017578,0.001953,0.000977,0.001953,0.001953,0.0,0.084961,0.009766,0.026367,0.001953,0.010742,0.0,0.030273,0.024414,0.001953,0.0,0.074219,0.000977,0.001953,0.0,0.02832,0.001953,0.0,0.011719,0.057617,0.015625,0.03125,0.019531,0.014648,0.0,0.041992,0.000977,0.005859,0.027344,0.0,0.041016,0.0,0.010742,0.0,0.000977,0.001953,0.016602,0.020508,71
1151,0.0,0.007812,0.030273,0.000977,0.054688,0.000977,0.003906,0.042969,0.012695,0.0,0.012695,0.011719,0.007812,0.050781,0.0,0.0,0.006836,0.001953,0.001953,0.018555,0.0,0.023438,0.018555,0.0,0.004883,0.0,0.001953,0.022461,0.042969,0.040039,0.066406,0.017578,0.000977,0.001953,0.039062,0.0,0.0,0.011719,0.0,0.0,0.0,0.004883,0.0,0.0,0.009766,0.044922,0.02832,0.066406,0.02832,0.05957,0.0,0.11719,0.001953,0.018555,0.038086,0.0,0.00293,0.0,0.017578,0.0,0.0,0.000977,0.000977,0.000977,72
1152,0.015625,0.001953,0.029297,0.015625,0.011719,0.0,0.004883,0.011719,0.019531,0.009766,0.038086,0.000977,0.016602,0.03418,0.0,0.032227,0.019531,0.012695,0.019531,0.020508,0.0,0.032227,0.001953,0.008789,0.008789,0.011719,0.00293,0.013672,0.035156,0.03418,0.013672,0.029297,0.005859,0.008789,0.029297,0.013672,0.0,0.005859,0.013672,0.009766,0.003906,0.003906,0.029297,0.011719,0.006836,0.03418,0.014648,0.025391,0.03418,0.051758,0.001953,0.089844,0.001953,0.00293,0.008789,0.0,0.000977,0.000977,0.027344,0.0,0.0,0.010742,0.017578,0.027344,72
1153,0.003906,0.00293,0.03125,0.003906,0.016602,0.008789,0.010742,0.015625,0.003906,0.004883,0.010742,0.005859,0.037109,0.051758,0.0,0.023438,0.0,0.00293,0.000977,0.021484,0.053711,0.033203,0.00293,0.0,0.009766,0.000977,0.001953,0.044922,0.02832,0.038086,0.012695,0.029297,0.0,0.005859,0.047852,0.064453,0.0,0.014648,0.004883,0.00293,0.000977,0.032227,0.00293,0.0,0.001953,0.018555,0.013672,0.063477,0.043945,0.041992,0.0,0.064453,0.000977,0.000977,0.001953,0.0,0.013672,0.0,0.013672,0.0,0.012695,0.00293,0.009766,0.005859,72
1154,0.012695,0.013672,0.029297,0.00293,0.009766,0.0,0.008789,0.018555,0.044922,0.0,0.015625,0.0,0.025391,0.03418,0.0,0.03418,0.008789,0.001953,0.00293,0.035156,0.049805,0.046875,0.001953,0.0,0.001953,0.006836,0.0,0.02832,0.024414,0.038086,0.004883,0.0,0.0,0.033203,0.041992,0.0625,0.0,0.006836,0.005859,0.0,0.0,0.029297,0.00293,0.022461,0.0,0.039062,0.004883,0.0,0.026367,0.049805,0.00293,0.089844,0.004883,0.001953,0.00293,0.0,0.00293,0.0,0.020508,0.0,0.017578,0.004883,0.004883,0.019531,72
1155,0.0,0.017578,0.044922,0.000977,0.067383,0.000977,0.0,0.030273,0.030273,0.000977,0.0,0.003906,0.025391,0.064453,0.0,0.018555,0.015625,0.005859,0.001953,0.043945,0.0,0.019531,0.017578,0.006836,0.016602,0.016602,0.00293,0.057617,0.047852,0.017578,0.021484,0.021484,0.003906,0.009766,0.016602,0.021484,0.004883,0.020508,0.0,0.000977,0.0,0.023438,0.0,0.0,0.003906,0.041016,0.004883,0.025391,0.02832,0.02832,0.0,0.03125,0.008789,0.006836,0.007812,0.0,0.007812,0.005859,0.018555,0.0,0.0,0.020508,0.014648,0.025391,72
1156,0.001953,0.006836,0.037109,0.000977,0.011719,0.0,0.008789,0.050781,0.029297,0.0,0.005859,0.0,0.020508,0.030273,0.0,0.056641,0.006836,0.017578,0.005859,0.024414,0.0,0.013672,0.008789,0.00293,0.026367,0.00293,0.010742,0.049805,0.041016,0.03418,0.068359,0.00293,0.0,0.001953,0.037109,0.0,0.0,0.027344,0.010742,0.003906,0.0,0.019531,0.015625,0.0,0.008789,0.009766,0.026367,0.0,0.035156,0.016602,0.0,0.027344,0.000977,0.024414,0.0,0.0,0.017578,0.000977,0.020508,0.0,0.0,0.007812,0.014648,0.095703,72
1157,0.004883,0.010742,0.03418,0.0,0.026367,0.003906,0.000977,0.036133,0.004883,0.0,0.006836,0.0,0.050781,0.021484,0.0,0.049805,0.000977,0.03125,0.001953,0.012695,0.018555,0.05957,0.011719,0.0,0.003906,0.003906,0.0,0.054688,0.03125,0.042969,0.013672,0.018555,0.0,0.00293,0.045898,0.041992,0.0,0.010742,0.0,0.000977,0.0,0.033203,0.0,0.0,0.017578,0.037109,0.015625,0.00293,0.018555,0.030273,0.0,0.044922,0.001953,0.010742,0.0,0.0,0.010742,0.0,0.024414,0.0,0.037109,0.011719,0.02832,0.015625,72
1158,0.0,0.036133,0.039062,0.0,0.013672,0.005859,0.0,0.020508,0.098633,0.0,0.0,0.050781,0.044922,0.052734,0.0,0.035156,0.056641,0.000977,0.0,0.03418,0.042969,0.0,0.010742,0.0,0.003906,0.0,0.0,0.055664,0.006836,0.044922,0.020508,0.0,0.0,0.016602,0.02832,0.0,0.0,0.001953,0.0,0.0,0.0,0.02832,0.0,0.0,0.012695,0.054688,0.004883,0.050781,0.013672,0.005859,0.0,0.041016,0.0,0.0,0.018555,0.0,0.001953,0.0,0.012695,0.0,0.007812,0.0,0.023438,0.001953,72
1159,0.004883,0.009766,0.038086,0.0,0.041016,0.001953,0.003906,0.024414,0.026367,0.0,0.0,0.017578,0.010742,0.064453,0.0,0.0,0.027344,0.015625,0.001953,0.025391,0.0,0.030273,0.005859,0.0,0.001953,0.001953,0.011719,0.03418,0.043945,0.02832,0.027344,0.039062,0.0,0.020508,0.032227,0.003906,0.0,0.006836,0.000977,0.0,0.000977,0.00293,0.007812,0.024414,0.004883,0.041016,0.010742,0.045898,0.023438,0.042969,0.0,0.089844,0.0,0.007812,0.049805,0.0,0.000977,0.0,0.022461,0.0,0.0,0.0,0.007812,0.013672,72
1160,0.010742,0.005859,0.036133,0.000977,0.042969,0.000977,0.007812,0.042969,0.012695,0.0,0.0,0.020508,0.009766,0.027344,0.0,0.017578,0.009766,0.005859,0.005859,0.022461,0.006836,0.038086,0.021484,0.0,0.000977,0.0,0.010742,0.03418,0.030273,0.033203,0.039062,0.012695,0.0,0.008789,0.03125,0.021484,0.0,0.030273,0.005859,0.004883,0.0,0.011719,0.006836,0.007812,0.009766,0.05957,0.029297,0.021484,0.014648,0.070312,0.0,0.052734,0.0,0.011719,0.033203,0.0,0.010742,0.000977,0.029297,0.0,0.0,0.0,0.005859,0.013672,72
1161,0.000977,0.004883,0.026367,0.013672,0.020508,0.015625,0.013672,0.020508,0.000977,0.004883,0.09375,0.000977,0.025391,0.007812,0.0,0.000977,0.006836,0.004883,0.014648,0.024414,0.0,0.016602,0.00293,0.000977,0.009766,0.006836,0.018555,0.017578,0.024414,0.025391,0.022461,0.03418,0.0,0.021484,0.021484,0.006836,0.0,0.024414,0.009766,0.007812,0.016602,0.003906,0.019531,0.018555,0.000977,0.03125,0.023438,0.004883,0.013672,0.058594,0.03125,0.02832,0.007812,0.02832,0.006836,0.000977,0.000977,0.000977,0.010742,0.0,0.0,0.020508,0.05957,0.039062,72
1162,0.00293,0.006836,0.027344,0.026367,0.03125,0.003906,0.00293,0.005859,0.03125,0.00293,0.007812,0.004883,0.007812,0.068359,0.0,0.0,0.003906,0.003906,0.006836,0.016602,0.0,0.001953,0.005859,0.000977,0.017578,0.013672,0.014648,0.014648,0.089844,0.041992,0.035156,0.008789,0.019531,0.012695,0.033203,0.008789,0.000977,0.020508,0.004883,0.014648,0.00293,0.006836,0.016602,0.000977,0.006836,0.022461,0.023438,0.018555,0.036133,0.041992,0.0,0.10254,0.016602,0.007812,0.00293,0.0,0.007812,0.000977,0.020508,0.0,0.0,0.022461,0.00293,0.016602,72
1163,0.006836,0.018555,0.02832,0.004883,0.036133,0.000977,0.016602,0.027344,0.004883,0.0,0.020508,0.007812,0.014648,0.012695,0.0,0.021484,0.016602,0.004883,0.000977,0.03418,0.00293,0.056641,0.011719,0.0,0.008789,0.00293,0.003906,0.033203,0.042969,0.018555,0.022461,0.013672,0.0,0.037109,0.027344,0.024414,0.0,0.023438,0.005859,0.000977,0.000977,0.004883,0.004883,0.00293,0.006836,0.050781,0.022461,0.013672,0.027344,0.050781,0.003906,0.040039,0.0,0.014648,0.056641,0.0,0.011719,0.001953,0.014648,0.0,0.00293,0.024414,0.009766,0.018555,72
1164,0.0,0.00293,0.03418,0.006836,0.045898,0.038086,0.013672,0.032227,0.061523,0.0,0.0,0.021484,0.009766,0.003906,0.0,0.0,0.008789,0.0,0.033203,0.015625,0.0,0.0,0.036133,0.0,0.005859,0.000977,0.00293,0.005859,0.044922,0.035156,0.067383,0.0,0.0,0.018555,0.042969,0.0,0.0,0.009766,0.004883,0.007812,0.0,0.000977,0.023438,0.021484,0.009766,0.079102,0.038086,0.05957,0.00293,0.009766,0.0,0.0,0.0,0.09375,0.005859,0.0,0.0,0.0,0.010742,0.0,0.0,0.0,0.03125,0.001953,72
1165,0.000977,0.004883,0.033203,0.001953,0.024414,0.005859,0.032227,0.025391,0.007812,0.0,0.025391,0.001953,0.019531,0.041016,0.0,0.014648,0.004883,0.0,0.013672,0.021484,0.0,0.02832,0.003906,0.0,0.003906,0.003906,0.00293,0.024414,0.030273,0.03418,0.061523,0.001953,0.0,0.029297,0.041992,0.018555,0.0,0.03418,0.00293,0.001953,0.0,0.006836,0.011719,0.019531,0.004883,0.037109,0.009766,0.025391,0.040039,0.038086,0.0,0.10449,0.000977,0.027344,0.026367,0.0,0.001953,0.0,0.017578,0.0,0.0,0.005859,0.004883,0.013672,72
1166,0.019531,0.024414,0.029297,0.0,0.029297,0.000977,0.0,0.049805,0.052734,0.0,0.011719,0.001953,0.004883,0.026367,0.0,0.004883,0.050781,0.001953,0.0,0.036133,0.0,0.03418,0.030273,0.0,0.000977,0.0,0.003906,0.008789,0.051758,0.011719,0.02832,0.032227,0.0,0.016602,0.020508,0.0,0.0,0.011719,0.000977,0.0,0.0,0.005859,0.003906,0.053711,0.005859,0.032227,0.014648,0.025391,0.02832,0.072266,0.0,0.058594,0.0,0.0,0.046875,0.0,0.006836,0.0,0.03418,0.0,0.0,0.0,0.011719,0.00293,72
1167,0.003906,0.0,0.03418,0.001953,0.043945,0.0,0.009766,0.010742,0.0,0.0,0.00293,0.11523,0.035156,0.001953,0.0,0.016602,0.0,0.004883,0.0,0.007812,0.048828,0.005859,0.0,0.001953,0.00293,0.0,0.004883,0.058594,0.004883,0.030273,0.004883,0.016602,0.000977,0.023438,0.027344,0.022461,0.00293,0.012695,0.003906,0.0,0.0,0.056641,0.00293,0.0,0.003906,0.026367,0.004883,0.17285,0.004883,0.004883,0.0,0.009766,0.000977,0.0,0.063477,0.001953,0.005859,0.000977,0.00293,0.0,0.066406,0.0,0.004883,0.00293,73
1168,0.015625,0.0,0.030273,0.0,0.082031,0.0,0.007812,0.017578,0.000977,0.0,0.0,0.087891,0.035156,0.003906,0.0,0.013672,0.0,0.006836,0.00293,0.008789,0.039062,0.011719,0.003906,0.0,0.003906,0.0,0.0,0.053711,0.004883,0.023438,0.006836,0.005859,0.0,0.041016,0.021484,0.030273,0.0,0.019531,0.001953,0.001953,0.0,0.032227,0.001953,0.001953,0.001953,0.055664,0.009766,0.12305,0.007812,0.004883,0.0,0.011719,0.0,0.000977,0.077148,0.0,0.014648,0.0,0.000977,0.0,0.061523,0.0,0.00293,0.007812,73
1169,0.020508,0.0,0.025391,0.0,0.06543,0.0,0.007812,0.014648,0.0,0.0,0.0,0.075195,0.032227,0.00293,0.0,0.004883,0.0,0.020508,0.0,0.003906,0.046875,0.017578,0.001953,0.001953,0.012695,0.0,0.009766,0.076172,0.00293,0.016602,0.003906,0.006836,0.001953,0.043945,0.03418,0.011719,0.0,0.03418,0.007812,0.005859,0.0,0.045898,0.000977,0.008789,0.001953,0.063477,0.000977,0.069336,0.003906,0.003906,0.0,0.021484,0.000977,0.0,0.053711,0.0,0.00293,0.000977,0.005859,0.0,0.081055,0.0,0.003906,0.019531,73
1170,0.005859,0.003906,0.018555,0.0,0.029297,0.0,0.000977,0.008789,0.000977,0.0,0.0,0.31738,0.030273,0.001953,0.0,0.011719,0.0,0.003906,0.0,0.004883,0.082031,0.005859,0.00293,0.0,0.0,0.0,0.0,0.035156,0.003906,0.023438,0.007812,0.007812,0.0,0.025391,0.044922,0.010742,0.0,0.009766,0.0,0.0,0.0,0.040039,0.0,0.000977,0.00293,0.013672,0.000977,0.10742,0.003906,0.007812,0.0,0.014648,0.0,0.001953,0.067383,0.0,0.00293,0.0,0.00293,0.0,0.023438,0.0,0.009766,0.000977,73
1171,0.016602,0.001953,0.03125,0.0,0.064453,0.0,0.006836,0.006836,0.00293,0.0,0.006836,0.13086,0.015625,0.007812,0.0,0.012695,0.0,0.001953,0.004883,0.008789,0.043945,0.023438,0.001953,0.00293,0.000977,0.007812,0.0,0.038086,0.003906,0.021484,0.003906,0.022461,0.0,0.050781,0.021484,0.010742,0.0,0.018555,0.0,0.001953,0.0,0.025391,0.00293,0.0,0.006836,0.047852,0.000977,0.13281,0.008789,0.006836,0.000977,0.014648,0.0,0.005859,0.095703,0.000977,0.012695,0.0,0.00293,0.0,0.022461,0.005859,0.006836,0.003906,73
1172,0.018555,0.0,0.022461,0.0,0.10352,0.0,0.00293,0.010742,0.000977,0.003906,0.003906,0.048828,0.014648,0.007812,0.0,0.010742,0.0,0.00293,0.004883,0.011719,0.019531,0.016602,0.00293,0.0,0.003906,0.000977,0.00293,0.06543,0.001953,0.025391,0.006836,0.017578,0.0,0.061523,0.02832,0.018555,0.001953,0.026367,0.006836,0.00293,0.0,0.032227,0.00293,0.0,0.000977,0.075195,0.00293,0.094727,0.014648,0.007812,0.001953,0.027344,0.0,0.004883,0.066406,0.0,0.009766,0.0,0.006836,0.000977,0.051758,0.000977,0.004883,0.013672,73
1173,0.011719,0.0,0.027344,0.0,0.083984,0.0,0.012695,0.012695,0.000977,0.000977,0.0,0.070312,0.035156,0.003906,0.0,0.008789,0.0,0.013672,0.000977,0.004883,0.06543,0.006836,0.00293,0.0,0.003906,0.0,0.007812,0.068359,0.017578,0.013672,0.006836,0.004883,0.0,0.041992,0.023438,0.016602,0.0,0.03125,0.0,0.00293,0.0,0.045898,0.000977,0.0,0.007812,0.040039,0.00293,0.13477,0.00293,0.005859,0.0,0.014648,0.0,0.000977,0.056641,0.0,0.003906,0.0,0.00293,0.0,0.060547,0.0,0.008789,0.007812,73
1174,0.009766,0.000977,0.022461,0.0,0.041992,0.0,0.003906,0.014648,0.00293,0.0,0.000977,0.18457,0.033203,0.00293,0.0,0.014648,0.0,0.006836,0.001953,0.00293,0.072266,0.011719,0.0,0.0,0.0,0.0,0.000977,0.066406,0.011719,0.029297,0.004883,0.007812,0.0,0.033203,0.026367,0.012695,0.0,0.023438,0.001953,0.001953,0.0,0.047852,0.0,0.004883,0.0,0.029297,0.005859,0.10547,0.003906,0.004883,0.00293,0.005859,0.0,0.004883,0.083984,0.0,0.003906,0.0,0.001953,0.0,0.036133,0.0,0.003906,0.004883,73
1175,0.015625,0.0,0.038086,0.0,0.078125,0.0,0.011719,0.008789,0.0,0.0,0.0,0.11523,0.030273,0.005859,0.0,0.004883,0.0,0.001953,0.001953,0.008789,0.042969,0.007812,0.003906,0.0,0.000977,0.0,0.006836,0.050781,0.008789,0.033203,0.00293,0.011719,0.0,0.03418,0.019531,0.014648,0.0,0.027344,0.001953,0.00293,0.0,0.035156,0.001953,0.00293,0.001953,0.039062,0.000977,0.14746,0.009766,0.009766,0.0,0.009766,0.0,0.001953,0.052734,0.0,0.009766,0.0,0.003906,0.0,0.063477,0.0,0.004883,0.012695,73
1176,0.014648,0.0,0.019531,0.000977,0.10449,0.0,0.005859,0.025391,0.0,0.000977,0.0,0.073242,0.02832,0.00293,0.0,0.015625,0.0,0.013672,0.005859,0.004883,0.041992,0.007812,0.001953,0.001953,0.003906,0.0,0.005859,0.077148,0.004883,0.022461,0.006836,0.000977,0.001953,0.044922,0.024414,0.005859,0.0,0.023438,0.000977,0.004883,0.000977,0.045898,0.001953,0.004883,0.006836,0.051758,0.008789,0.12598,0.007812,0.008789,0.0,0.014648,0.0,0.006836,0.056641,0.0,0.004883,0.0,0.00293,0.0,0.041992,0.0,0.003906,0.005859,73
1177,0.008789,0.0,0.023438,0.0,0.09668,0.0,0.004883,0.016602,0.001953,0.0,0.0,0.085938,0.037109,0.007812,0.0,0.021484,0.0,0.007812,0.00293,0.000977,0.045898,0.007812,0.000977,0.000977,0.003906,0.0,0.000977,0.095703,0.011719,0.027344,0.004883,0.007812,0.0,0.02832,0.033203,0.023438,0.0,0.041016,0.0,0.0,0.0,0.041992,0.001953,0.0,0.007812,0.05957,0.004883,0.12402,0.006836,0.004883,0.0,0.009766,0.0,0.0,0.023438,0.0,0.005859,0.0,0.004883,0.0,0.040039,0.0,0.005859,0.007812,73
1178,0.011719,0.0,0.024414,0.0,0.047852,0.0,0.001953,0.016602,0.0,0.0,0.001953,0.1582,0.030273,0.005859,0.0,0.013672,0.000977,0.001953,0.0,0.001953,0.045898,0.014648,0.0,0.0,0.000977,0.0,0.0,0.057617,0.009766,0.035156,0.004883,0.010742,0.0,0.040039,0.033203,0.014648,0.0,0.019531,0.0,0.0,0.0,0.036133,0.0,0.000977,0.0,0.03418,0.007812,0.15527,0.014648,0.011719,0.000977,0.022461,0.0,0.001953,0.05957,0.0,0.000977,0.0,0.005859,0.0,0.039062,0.0,0.00293,0.000977,73
1179,0.00293,0.000977,0.040039,0.0,0.11328,0.0,0.008789,0.023438,0.0,0.0,0.004883,0.069336,0.03418,0.005859,0.0,0.011719,0.0,0.004883,0.000977,0.001953,0.054688,0.015625,0.0,0.0,0.0,0.000977,0.001953,0.10156,0.0,0.023438,0.00293,0.006836,0.0,0.032227,0.029297,0.023438,0.0,0.041016,0.005859,0.0,0.0,0.03418,0.006836,0.0,0.004883,0.038086,0.004883,0.13086,0.009766,0.000977,0.00293,0.011719,0.0,0.00293,0.035156,0.0,0.014648,0.0,0.000977,0.0,0.03125,0.0,0.006836,0.0,73
1180,0.020508,0.0,0.021484,0.000977,0.064453,0.0,0.009766,0.009766,0.000977,0.0,0.000977,0.11426,0.043945,0.000977,0.0,0.021484,0.0,0.017578,0.007812,0.00293,0.050781,0.007812,0.001953,0.0,0.000977,0.000977,0.000977,0.079102,0.005859,0.025391,0.012695,0.017578,0.001953,0.054688,0.019531,0.013672,0.006836,0.019531,0.000977,0.00293,0.0,0.039062,0.0,0.001953,0.004883,0.036133,0.005859,0.097656,0.003906,0.008789,0.0,0.004883,0.001953,0.006836,0.063477,0.000977,0.008789,0.0,0.004883,0.0,0.035156,0.0,0.003906,0.008789,73
1181,0.025391,0.000977,0.026367,0.0,0.055664,0.0,0.006836,0.00293,0.001953,0.0,0.0,0.11816,0.042969,0.005859,0.0,0.017578,0.0,0.00293,0.0,0.005859,0.070312,0.006836,0.007812,0.0,0.000977,0.0,0.0,0.045898,0.009766,0.033203,0.010742,0.013672,0.0,0.036133,0.025391,0.013672,0.0,0.035156,0.0,0.0,0.0,0.041016,0.0,0.000977,0.001953,0.037109,0.003906,0.13867,0.006836,0.003906,0.0,0.005859,0.0,0.0,0.053711,0.0,0.005859,0.0,0.004883,0.0,0.046875,0.0,0.013672,0.011719,73
1182,0.011719,0.0,0.02832,0.0,0.083008,0.0,0.005859,0.012695,0.001953,0.000977,0.007812,0.11035,0.023438,0.00293,0.0,0.007812,0.0,0.000977,0.0,0.005859,0.038086,0.016602,0.0,0.0,0.0,0.0,0.007812,0.066406,0.003906,0.013672,0.000977,0.019531,0.0,0.0625,0.021484,0.019531,0.0,0.029297,0.000977,0.0,0.0,0.027344,0.0,0.00293,0.0,0.052734,0.000977,0.12012,0.004883,0.00293,0.016602,0.009766,0.0,0.0,0.087891,0.007812,0.006836,0.0,0.003906,0.0,0.040039,0.000977,0.001953,0.007812,73
1183,0.004883,0.00293,0.0,0.054688,0.0,0.00293,0.013672,0.0,0.015625,0.067383,0.0,0.0,0.014648,0.005859,0.0,0.030273,0.009766,0.003906,0.083008,0.00293,0.003906,0.0,0.001953,0.023438,0.040039,0.016602,0.020508,0.0,0.003906,0.008789,0.008789,0.0,0.19238,0.0,0.003906,0.0,0.091797,0.0,0.03418,0.05957,0.026367,0.014648,0.004883,0.003906,0.015625,0.0,0.013672,0.0,0.008789,0.001953,0.0,0.0,0.018555,0.026367,0.0,0.0,0.004883,0.0,0.006836,0.0,0.0,0.0,0.014648,0.016602,74
1184,0.007812,0.005859,0.000977,0.053711,0.0,0.005859,0.019531,0.000977,0.006836,0.055664,0.006836,0.0,0.015625,0.013672,0.0,0.000977,0.0,0.006836,0.10742,0.0,0.0,0.003906,0.007812,0.037109,0.02832,0.025391,0.001953,0.00293,0.009766,0.005859,0.015625,0.001953,0.13672,0.0,0.00293,0.001953,0.073242,0.004883,0.040039,0.0625,0.001953,0.005859,0.004883,0.001953,0.013672,0.0,0.001953,0.0,0.025391,0.014648,0.000977,0.001953,0.041016,0.032227,0.0,0.0,0.00293,0.000977,0.019531,0.0,0.000977,0.005859,0.041016,0.010742,74
1185,0.000977,0.000977,0.0,0.018555,0.0,0.00293,0.0,0.0,0.010742,0.014648,0.056641,0.0,0.022461,0.021484,0.066406,0.008789,0.0,0.0,0.041992,0.0,0.0,0.009766,0.0,0.024414,0.0,0.10938,0.0,0.0,0.007812,0.006836,0.005859,0.0,0.1084,0.0,0.001953,0.0,0.12207,0.0,0.000977,0.011719,0.000977,0.005859,0.0,0.0,0.0,0.0,0.0,0.0,0.011719,0.013672,0.036133,0.003906,0.043945,0.007812,0.0,0.00293,0.0,0.020508,0.012695,0.046875,0.0,0.099609,0.017578,0.0,74
1186,0.021484,0.006836,0.003906,0.012695,0.0,0.006836,0.008789,0.0,0.016602,0.060547,0.0,0.0,0.02832,0.000977,0.0,0.007812,0.011719,0.0,0.018555,0.010742,0.0,0.0,0.006836,0.004883,0.025391,0.0,0.041016,0.000977,0.008789,0.011719,0.011719,0.0,0.13281,0.011719,0.010742,0.0,0.00293,0.001953,0.048828,0.021484,0.30176,0.004883,0.012695,0.019531,0.00293,0.001953,0.008789,0.0,0.001953,0.0,0.0,0.0,0.003906,0.001953,0.009766,0.0,0.00293,0.0,0.013672,0.0,0.0,0.0,0.03418,0.021484,74
1187,0.006836,0.00293,0.000977,0.057617,0.0,0.005859,0.00293,0.0,0.016602,0.10938,0.0,0.0,0.008789,0.014648,0.0,0.0,0.00293,0.0,0.044922,0.000977,0.0,0.0,0.000977,0.020508,0.037109,0.009766,0.000977,0.0,0.008789,0.003906,0.007812,0.0,0.26074,0.0,0.003906,0.0,0.10059,0.000977,0.022461,0.077148,0.041016,0.003906,0.007812,0.0,0.00293,0.0,0.003906,0.0,0.018555,0.007812,0.0,0.0,0.015625,0.017578,0.0,0.0,0.003906,0.000977,0.009766,0.001953,0.0,0.001953,0.023438,0.007812,74
1188,0.007812,0.00293,0.0,0.077148,0.0,0.007812,0.004883,0.000977,0.020508,0.056641,0.004883,0.0,0.017578,0.021484,0.0,0.037109,0.004883,0.0,0.044922,0.00293,0.0,0.0,0.019531,0.027344,0.030273,0.014648,0.00293,0.0,0.006836,0.008789,0.020508,0.0,0.2168,0.000977,0.00293,0.0,0.016602,0.0,0.024414,0.063477,0.048828,0.013672,0.013672,0.0,0.013672,0.0,0.011719,0.0,0.015625,0.005859,0.0,0.000977,0.021484,0.03125,0.0,0.0,0.001953,0.003906,0.010742,0.000977,0.0,0.004883,0.025391,0.006836,74
1189,0.009766,0.00293,0.000977,0.029297,0.0,0.011719,0.003906,0.0,0.012695,0.061523,0.000977,0.0,0.035156,0.0,0.0,0.017578,0.006836,0.003906,0.050781,0.0,0.0,0.0,0.001953,0.005859,0.038086,0.012695,0.026367,0.007812,0.006836,0.017578,0.00293,0.0,0.14355,0.0,0.008789,0.0,0.006836,0.000977,0.03418,0.040039,0.25977,0.007812,0.010742,0.019531,0.001953,0.0,0.001953,0.0,0.001953,0.0,0.0,0.0,0.018555,0.018555,0.0,0.0,0.0,0.000977,0.007812,0.0,0.0,0.007812,0.024414,0.015625,74
1190,0.007812,0.000977,0.0,0.032227,0.0,0.000977,0.004883,0.0,0.017578,0.10449,0.001953,0.0,0.018555,0.012695,0.0,0.020508,0.0,0.003906,0.054688,0.000977,0.0,0.001953,0.00293,0.011719,0.032227,0.039062,0.013672,0.0,0.00293,0.004883,0.011719,0.0,0.2002,0.001953,0.009766,0.0,0.070312,0.0,0.032227,0.052734,0.048828,0.004883,0.00293,0.00293,0.001953,0.001953,0.008789,0.0,0.004883,0.011719,0.0,0.0,0.020508,0.02832,0.0,0.0,0.001953,0.004883,0.019531,0.007812,0.0,0.018555,0.022461,0.016602,74
1191,0.027344,0.004883,0.00293,0.057617,0.0,0.0,0.012695,0.0,0.015625,0.095703,0.000977,0.0,0.010742,0.009766,0.0,0.027344,0.001953,0.003906,0.047852,0.00293,0.00293,0.009766,0.000977,0.026367,0.032227,0.007812,0.024414,0.003906,0.005859,0.013672,0.010742,0.0,0.19434,0.001953,0.009766,0.0,0.020508,0.001953,0.036133,0.057617,0.047852,0.008789,0.007812,0.010742,0.000977,0.000977,0.005859,0.0,0.008789,0.005859,0.0,0.0,0.032227,0.022461,0.0,0.0,0.000977,0.001953,0.016602,0.0,0.0,0.005859,0.018555,0.020508,74
1192,0.00293,0.004883,0.000977,0.044922,0.0,0.001953,0.009766,0.0,0.020508,0.076172,0.0,0.0,0.008789,0.00293,0.0,0.020508,0.014648,0.004883,0.032227,0.001953,0.0,0.0,0.005859,0.008789,0.022461,0.019531,0.036133,0.000977,0.003906,0.011719,0.008789,0.0,0.15039,0.0,0.004883,0.0,0.017578,0.0,0.021484,0.040039,0.24609,0.009766,0.010742,0.032227,0.00293,0.001953,0.003906,0.0,0.007812,0.0,0.0,0.0,0.013672,0.016602,0.0,0.0,0.000977,0.0,0.016602,0.001953,0.0,0.005859,0.021484,0.006836,74
1193,0.026367,0.000977,0.004883,0.023438,0.0,0.005859,0.016602,0.0,0.017578,0.06543,0.0,0.0,0.012695,0.008789,0.0,0.004883,0.0,0.0,0.053711,0.004883,0.0,0.0,0.00293,0.007812,0.03125,0.010742,0.041992,0.0,0.008789,0.005859,0.004883,0.0,0.11914,0.00293,0.005859,0.0,0.022461,0.005859,0.056641,0.036133,0.19727,0.003906,0.014648,0.017578,0.009766,0.000977,0.008789,0.0,0.016602,0.00293,0.0,0.003906,0.017578,0.013672,0.0,0.0,0.001953,0.003906,0.018555,0.0,0.0,0.001953,0.042969,0.013672,74
