d3mIndex,V1,V2,V3,V4,V5,V6,Class
21776,2,1.0,5,4.0,7,4.0,16
21777,2,1.0,5,4.0,7,5.0,16
21778,2,1.0,5,4.0,7,6.0,16
21779,2,1.0,5,5.0,1,3.0,16
21780,2,1.0,5,5.0,1,4.0,16
21781,2,1.0,5,5.0,1,5.0,16
21782,2,1.0,5,5.0,2,3.0,16
21783,2,1.0,5,5.0,2,4.0,16
21784,2,1.0,5,5.0,2,5.0,16
21785,2,1.0,5,5.0,2,6.0,16
21786,2,1.0,5,5.0,2,7.0,16
21787,2,1.0,5,5.0,2,8.0,16
21788,2,1.0,5,5.0,3,6.0,16
21789,2,1.0,5,5.0,3,7.0,16
21790,2,1.0,5,5.0,3,8.0,16
21791,2,1.0,5,5.0,4,1.0,16
21792,2,1.0,5,5.0,4,7.0,16
21793,2,1.0,5,5.0,4,8.0,16
21794,2,1.0,5,5.0,5,1.0,16
21795,2,1.0,5,5.0,5,7.0,16
21796,2,1.0,5,5.0,5,8.0,16
21797,2,1.0,5,5.0,6,3.0,16
21798,2,1.0,5,5.0,6,7.0,16
21799,2,1.0,5,5.0,7,3.0,16
21800,2,1.0,5,5.0,7,4.0,16
21801,2,1.0,5,5.0,7,5.0,16
21802,2,1.0,5,5.0,7,6.0,16
21803,2,1.0,5,5.0,7,7.0,16
21804,2,1.0,5,6.0,1,4.0,16
21805,2,1.0,5,6.0,1,5.0,16
21806,2,1.0,5,6.0,1,6.0,16
21807,2,1.0,5,6.0,2,3.0,16
21808,2,1.0,5,6.0,3,7.0,16
21809,2,1.0,5,6.0,3,8.0,16
21810,2,1.0,5,6.0,4,1.0,16
21811,2,1.0,5,6.0,4,8.0,16
21812,2,1.0,5,6.0,5,1.0,16
21813,2,1.0,5,6.0,5,8.0,16
21814,2,1.0,5,6.0,6,3.0,16
21815,2,1.0,5,6.0,6,4.0,16
21816,2,1.0,5,6.0,7,3.0,16
21817,2,1.0,5,6.0,7,4.0,16
21818,2,1.0,5,6.0,7,5.0,16
21819,2,1.0,5,6.0,7,6.0,16
21820,2,1.0,5,6.0,8,3.0,16
21821,2,1.0,5,6.0,8,4.0,16
21822,2,1.0,5,6.0,8,5.0,16
21823,2,1.0,5,6.0,8,6.0,16
21824,2,1.0,5,7.0,1,5.0,16
21825,2,1.0,5,7.0,1,6.0,16
21826,2,1.0,5,7.0,1,7.0,16
21827,2,1.0,5,7.0,2,4.0,16
21828,2,1.0,5,7.0,2,5.0,16
21829,2,1.0,5,7.0,2,6.0,16
21830,2,1.0,5,7.0,2,7.0,16
21831,2,1.0,5,7.0,4,1.0,16
21832,2,1.0,5,7.0,4,3.0,16
21833,2,1.0,5,7.0,5,1.0,16
21834,2,1.0,5,7.0,6,5.0,16
21835,2,1.0,5,7.0,7,5.0,16
21836,2,1.0,5,7.0,7,6.0,16
21837,2,1.0,5,7.0,7,7.0,16
21838,2,1.0,5,8.0,2,3.0,16
21839,2,1.0,5,8.0,2,4.0,16
21840,2,1.0,5,8.0,2,5.0,16
21841,2,1.0,5,8.0,2,6.0,16
21842,2,1.0,5,8.0,2,7.0,16
21843,2,1.0,5,8.0,2,8.0,16
21844,2,1.0,5,8.0,3,3.0,16
21845,2,1.0,5,8.0,3,4.0,16
21846,2,1.0,5,8.0,3,5.0,16
21847,2,1.0,5,8.0,3,6.0,16
21848,2,1.0,5,8.0,3,7.0,16
21849,2,1.0,5,8.0,3,8.0,16
21850,2,1.0,5,8.0,4,1.0,16
21851,2,1.0,5,8.0,4,2.0,16
21852,2,1.0,5,8.0,4,3.0,16
21853,2,1.0,5,8.0,4,4.0,16
21854,2,1.0,5,8.0,4,5.0,16
21855,2,1.0,5,8.0,4,6.0,16
21856,2,1.0,5,8.0,5,1.0,16
21857,2,1.0,5,8.0,5,2.0,16
21858,2,1.0,5,8.0,5,3.0,16
21859,2,1.0,5,8.0,5,4.0,16
21860,2,1.0,5,8.0,5,5.0,16
21861,2,1.0,5,8.0,5,6.0,16
21862,2,1.0,6,1.0,3,6.0,16
21863,2,1.0,6,1.0,3,7.0,16
21864,2,1.0,6,1.0,3,8.0,16
21865,2,1.0,6,1.0,4,7.0,16
21866,2,1.0,6,1.0,4,8.0,16
21867,2,1.0,6,1.0,5,7.0,16
21868,2,1.0,6,1.0,5,8.0,16
21869,2,1.0,6,1.0,6,7.0,16
21870,2,1.0,6,1.0,6,8.0,16
21871,2,1.0,6,2.0,3,6.0,16
21872,2,1.0,6,2.0,3,7.0,16
21873,2,1.0,6,2.0,3,8.0,16
21874,2,1.0,6,2.0,4,7.0,16
21875,2,1.0,6,2.0,4,8.0,16
21876,2,1.0,6,2.0,5,7.0,16
21877,2,1.0,6,2.0,5,8.0,16
21878,2,1.0,6,2.0,6,7.0,16
21879,2,1.0,6,2.0,6,8.0,16
21880,2,1.0,6,3.0,3,7.0,16
21881,2,1.0,6,3.0,3,8.0,16
21882,2,1.0,6,3.0,4,7.0,16
21883,2,1.0,6,3.0,4,8.0,16
21884,2,1.0,6,3.0,5,7.0,16
21885,2,1.0,6,3.0,5,8.0,16
21886,2,1.0,6,3.0,6,7.0,16
21887,2,1.0,6,3.0,6,8.0,16
21888,2,1.0,6,4.0,1,4.0,16
21889,2,1.0,6,4.0,1,5.0,16
21890,2,1.0,6,4.0,1,6.0,16
21891,2,1.0,6,4.0,2,4.0,16
21892,2,1.0,6,4.0,2,5.0,16
21893,2,1.0,6,4.0,2,6.0,16
21894,2,1.0,6,4.0,2,7.0,16
21895,2,1.0,6,4.0,3,8.0,16
21896,2,1.0,6,4.0,4,8.0,16
21897,2,1.0,6,4.0,5,8.0,16
21898,2,1.0,6,4.0,6,8.0,16
21899,2,1.0,6,5.0,1,3.0,16
21900,2,1.0,6,5.0,1,4.0,16
21901,2,1.0,6,5.0,1,5.0,16
21902,2,1.0,6,5.0,2,6.0,16
21903,2,1.0,6,5.0,2,7.0,16
21904,2,1.0,6,5.0,2,8.0,16
21905,2,1.0,6,5.0,3,4.0,16
21906,2,1.0,6,5.0,3,6.0,16
21907,2,1.0,6,5.0,3,7.0,16
21908,2,1.0,6,5.0,3,8.0,16
21909,2,1.0,6,5.0,4,6.0,16
21910,2,1.0,6,5.0,4,7.0,16
21911,2,1.0,6,5.0,4,8.0,16
21912,2,1.0,6,5.0,5,7.0,16
21913,2,1.0,6,5.0,5,8.0,16
21914,2,1.0,6,5.0,6,7.0,16
21915,2,1.0,6,5.0,6,8.0,16
21916,2,1.0,6,6.0,1,4.0,16
21917,2,1.0,6,6.0,1,5.0,16
21918,2,1.0,6,6.0,1,6.0,16
21919,2,1.0,6,6.0,2,3.0,16
21920,2,1.0,6,7.0,1,5.0,16
21921,2,1.0,6,7.0,1,6.0,16
21922,2,1.0,6,7.0,1,7.0,16
21923,2,1.0,6,7.0,2,4.0,16
21924,2,1.0,6,8.0,2,3.0,16
21925,2,1.0,6,8.0,2,4.0,16
21926,2,1.0,6,8.0,2,5.0,16
21927,2,1.0,6,8.0,2,6.0,16
21928,2,1.0,6,8.0,2,7.0,16
21929,2,1.0,6,8.0,2,8.0,16
21930,2,1.0,6,8.0,3,8.0,16
21931,2,1.0,7,1.0,3,6.0,16
21932,2,1.0,7,1.0,3,7.0,16
21933,2,1.0,7,1.0,3,8.0,16
21934,2,1.0,7,1.0,4,2.0,16
21935,2,1.0,7,1.0,4,7.0,16
21936,2,1.0,7,1.0,4,8.0,16
21937,2,1.0,7,1.0,5,2.0,16
21938,2,1.0,7,1.0,5,7.0,16
21939,2,1.0,7,1.0,5,8.0,16
21940,2,1.0,7,1.0,6,3.0,16
21941,2,1.0,7,1.0,6,7.0,16
21942,2,1.0,7,1.0,6,8.0,16
21943,2,1.0,7,1.0,7,3.0,16
21944,2,1.0,7,1.0,7,4.0,16
21945,2,1.0,7,1.0,7,5.0,16
21946,2,1.0,7,1.0,7,6.0,16
21947,2,1.0,7,1.0,7,7.0,16
21948,2,1.0,7,1.0,7,8.0,16
21949,2,1.0,7,2.0,3,6.0,16
21950,2,1.0,7,2.0,3,7.0,16
21951,2,1.0,7,2.0,3,8.0,16
21952,2,1.0,7,2.0,4,2.0,16
21953,2,1.0,7,2.0,4,7.0,16
21954,2,1.0,7,2.0,4,8.0,16
21955,2,1.0,7,2.0,5,7.0,16
21956,2,1.0,7,2.0,5,8.0,16
21957,2,1.0,7,2.0,6,7.0,16
21958,2,1.0,7,2.0,6,8.0,16
21959,2,1.0,7,2.0,7,6.0,16
21960,2,1.0,7,2.0,7,7.0,16
21961,2,1.0,7,2.0,7,8.0,16
21962,2,1.0,7,3.0,3,7.0,16
21963,2,1.0,7,3.0,3,8.0,16
21964,2,1.0,7,3.0,4,7.0,16
21965,2,1.0,7,3.0,4,8.0,16
21966,2,1.0,7,3.0,5,7.0,16
21967,2,1.0,7,3.0,5,8.0,16
21968,2,1.0,7,3.0,6,7.0,16
21969,2,1.0,7,3.0,6,8.0,16
21970,2,1.0,7,3.0,7,7.0,16
21971,2,1.0,7,3.0,7,8.0,16
21972,2,1.0,7,4.0,1,4.0,16
21973,2,1.0,7,4.0,1,5.0,16
21974,2,1.0,7,4.0,1,6.0,16
21975,2,1.0,7,4.0,2,4.0,16
21976,2,1.0,7,4.0,2,5.0,16
21977,2,1.0,7,4.0,2,6.0,16
21978,2,1.0,7,4.0,2,7.0,16
21979,2,1.0,7,4.0,3,4.0,16
21980,2,1.0,7,4.0,3,5.0,16
21981,2,1.0,7,4.0,3,6.0,16
21982,2,1.0,7,4.0,3,7.0,16
21983,2,1.0,7,4.0,3,8.0,16
21984,2,1.0,7,4.0,4,4.0,16
21985,2,1.0,7,4.0,4,5.0,16
21986,2,1.0,7,4.0,4,6.0,16
21987,2,1.0,7,4.0,4,7.0,16
21988,2,1.0,7,4.0,4,8.0,16
21989,2,1.0,7,4.0,5,7.0,16
21990,2,1.0,7,4.0,5,8.0,16
21991,2,1.0,7,4.0,6,7.0,16
21992,2,1.0,7,4.0,6,8.0,16
21993,2,1.0,7,4.0,7,7.0,16
21994,2,1.0,7,5.0,1,3.0,16
21995,2,1.0,7,5.0,1,4.0,16
21996,2,1.0,7,5.0,1,5.0,16
21997,2,1.0,7,5.0,3,4.0,16
21998,2,1.0,7,5.0,3,6.0,16
21999,2,1.0,7,5.0,3,7.0,16
22000,2,1.0,7,5.0,3,8.0,16
22001,2,1.0,7,5.0,4,2.0,16
22002,2,1.0,7,5.0,4,6.0,16
22003,2,1.0,7,5.0,4,7.0,16
22004,2,1.0,7,5.0,4,8.0,16
22005,2,1.0,7,5.0,5,2.0,16
22006,2,1.0,7,5.0,5,4.0,16
22007,2,1.0,7,5.0,5,6.0,16
22008,2,1.0,7,5.0,5,7.0,16
22009,2,1.0,7,5.0,5,8.0,16
22010,2,1.0,7,5.0,6,2.0,16
22011,2,1.0,7,5.0,6,7.0,16
22012,2,1.0,7,5.0,6,8.0,16
22013,2,1.0,7,5.0,7,2.0,16
22014,2,1.0,7,5.0,7,3.0,16
22015,2,1.0,7,5.0,7,7.0,16
22016,2,1.0,7,5.0,7,8.0,16
22017,2,1.0,7,6.0,1,4.0,16
22018,2,1.0,7,6.0,1,5.0,16
22019,2,1.0,7,6.0,1,6.0,16
22020,2,1.0,7,6.0,2,3.0,16
22021,2,1.0,7,6.0,4,2.0,16
22022,2,1.0,7,7.0,1,5.0,16
22023,2,1.0,7,7.0,1,6.0,16
22024,2,1.0,7,7.0,1,7.0,16
22025,2,1.0,7,7.0,2,4.0,16
22026,2,1.0,7,7.0,4,2.0,16
22027,2,1.0,7,7.0,5,2.0,16
22028,2,1.0,7,7.0,6,2.0,16
22029,2,1.0,7,7.0,7,2.0,16
22030,2,1.0,7,7.0,7,3.0,16
22031,2,1.0,7,8.0,2,3.0,16
22032,2,1.0,7,8.0,2,4.0,16
22033,2,1.0,7,8.0,2,5.0,16
22034,2,1.0,7,8.0,2,6.0,16
22035,2,1.0,7,8.0,2,7.0,16
22036,2,1.0,7,8.0,2,8.0,16
22037,2,1.0,7,8.0,3,8.0,16
22038,2,1.0,7,8.0,4,2.0,16
22039,2,1.0,7,8.0,4,8.0,16
22040,2,1.0,7,8.0,5,2.0,16
22041,2,1.0,7,8.0,6,2.0,16
22042,2,1.0,7,8.0,6,3.0,16
22043,2,1.0,7,8.0,7,2.0,16
22044,2,1.0,7,8.0,7,3.0,16
22045,2,1.0,7,8.0,7,4.0,16
22046,2,1.0,7,8.0,7,5.0,16
22047,2,1.0,8,1.0,3,6.0,16
22048,2,1.0,8,1.0,3,7.0,16
22049,2,1.0,8,1.0,3,8.0,16
22050,2,1.0,8,1.0,4,7.0,16
22051,2,1.0,8,1.0,4,8.0,16
22052,2,1.0,8,1.0,5,7.0,16
22053,2,1.0,8,1.0,5,8.0,16
22054,2,1.0,8,1.0,6,3.0,16
22055,2,1.0,8,1.0,6,7.0,16
22056,2,1.0,8,1.0,6,8.0,16
22057,2,1.0,8,1.0,7,3.0,16
22058,2,1.0,8,1.0,7,4.0,16
22059,2,1.0,8,1.0,7,5.0,16
22060,2,1.0,8,1.0,7,6.0,16
22061,2,1.0,8,1.0,7,7.0,16
22062,2,1.0,8,1.0,7,8.0,16
22063,2,1.0,8,2.0,3,6.0,16
22064,2,1.0,8,2.0,3,7.0,16
22065,2,1.0,8,2.0,3,8.0,16
22066,2,1.0,8,2.0,4,7.0,16
22067,2,1.0,8,2.0,4,8.0,16
22068,2,1.0,8,2.0,5,7.0,16
22069,2,1.0,8,2.0,5,8.0,16
22070,2,1.0,8,2.0,6,2.0,16
22071,2,1.0,8,2.0,6,7.0,16
22072,2,1.0,8,2.0,6,8.0,16
22073,2,1.0,8,2.0,7,6.0,16
22074,2,1.0,8,2.0,7,7.0,16
22075,2,1.0,8,2.0,7,8.0,16
22076,2,1.0,8,2.0,8,4.0,16
22077,2,1.0,8,2.0,8,5.0,16
22078,2,1.0,8,3.0,3,7.0,16
22079,2,1.0,8,3.0,3,8.0,16
22080,2,1.0,8,3.0,4,7.0,16
22081,2,1.0,8,3.0,4,8.0,16
22082,2,1.0,8,3.0,5,7.0,16
22083,2,1.0,8,3.0,5,8.0,16
22084,2,1.0,8,3.0,6,7.0,16
22085,2,1.0,8,3.0,6,8.0,16
22086,2,1.0,8,3.0,7,7.0,16
22087,2,1.0,8,3.0,7,8.0,16
22088,2,1.0,8,3.0,8,6.0,16
22089,2,1.0,8,3.0,8,7.0,16
22090,2,1.0,8,4.0,1,4.0,16
22091,2,1.0,8,4.0,1,5.0,16
22092,2,1.0,8,4.0,1,6.0,16
22093,2,1.0,8,4.0,2,4.0,16
22094,2,1.0,8,4.0,2,5.0,16
22095,2,1.0,8,4.0,2,6.0,16
22096,2,1.0,8,4.0,2,7.0,16
22097,2,1.0,8,4.0,3,4.0,16
22098,2,1.0,8,4.0,3,5.0,16
22099,2,1.0,8,4.0,3,6.0,16
22100,2,1.0,8,4.0,3,7.0,16
22101,2,1.0,8,4.0,3,8.0,16
22102,2,1.0,8,4.0,4,4.0,16
22103,2,1.0,8,4.0,4,5.0,16
22104,2,1.0,8,4.0,4,6.0,16
22105,2,1.0,8,4.0,4,7.0,16
22106,2,1.0,8,4.0,4,8.0,16
22107,2,1.0,8,4.0,5,4.0,16
22108,2,1.0,8,4.0,5,5.0,16
22109,2,1.0,8,4.0,5,6.0,16
22110,2,1.0,8,4.0,5,7.0,16
22111,2,1.0,8,4.0,5,8.0,16
22112,2,1.0,8,4.0,6,4.0,16
22113,2,1.0,8,4.0,6,5.0,16
22114,2,1.0,8,4.0,6,6.0,16
22115,2,1.0,8,4.0,6,7.0,16
22116,2,1.0,8,4.0,6,8.0,16
22117,2,1.0,8,4.0,7,6.0,16
22118,2,1.0,8,4.0,7,7.0,16
22119,2,1.0,8,4.0,8,6.0,16
22120,2,1.0,8,4.0,8,7.0,16
22121,2,1.0,8,5.0,1,3.0,16
22122,2,1.0,8,5.0,1,4.0,16
22123,2,1.0,8,5.0,1,5.0,16
22124,2,1.0,8,5.0,2,3.0,16
22125,2,1.0,8,5.0,2,4.0,16
22126,2,1.0,8,5.0,2,5.0,16
22127,2,1.0,8,5.0,3,3.0,16
22128,2,1.0,8,5.0,3,4.0,16
22129,2,1.0,8,5.0,3,5.0,16
22130,2,1.0,8,5.0,4,3.0,16
22131,2,1.0,8,5.0,4,4.0,16
22132,2,1.0,8,5.0,4,5.0,16
22133,2,1.0,8,5.0,5,3.0,16
22134,2,1.0,8,5.0,5,4.0,16
22135,2,1.0,8,5.0,5,5.0,16
22136,2,1.0,8,5.0,5,6.0,16
22137,2,1.0,8,5.0,5,7.0,16
22138,2,1.0,8,5.0,5,8.0,16
22139,2,1.0,8,5.0,6,3.0,16
22140,2,1.0,8,5.0,6,4.0,16
22141,2,1.0,8,5.0,6,5.0,16
22142,2,1.0,8,5.0,6,6.0,16
22143,2,1.0,8,5.0,6,7.0,16
22144,2,1.0,8,5.0,6,8.0,16
22145,2,1.0,8,5.0,7,7.0,16
22146,2,1.0,8,5.0,7,8.0,16
22147,2,1.0,8,5.0,8,7.0,16
22148,2,1.0,8,5.0,8,8.0,16
22149,2,1.0,8,6.0,1,4.0,16
22150,2,1.0,8,6.0,1,5.0,16
22151,2,1.0,8,6.0,1,6.0,16
22152,2,1.0,8,6.0,2,3.0,16
22153,2,1.0,8,6.0,8,3.0,16
22154,2,1.0,8,7.0,1,5.0,16
22155,2,1.0,8,7.0,1,6.0,16
22156,2,1.0,8,7.0,1,7.0,16
22157,2,1.0,8,7.0,2,4.0,16
22158,2,1.0,8,7.0,2,5.0,16
22159,2,1.0,8,7.0,2,6.0,16
22160,2,1.0,8,7.0,2,7.0,16
22161,2,1.0,8,7.0,3,7.0,16
22162,2,1.0,8,7.0,4,7.0,16
22163,2,1.0,8,7.0,5,7.0,16
22164,2,1.0,8,7.0,7,3.0,16
22165,2,1.0,8,7.0,8,3.0,16
22166,2,1.0,8,7.0,8,4.0,16
22167,2,1.0,8,8.0,2,3.0,16
22168,2,1.0,8,8.0,2,4.0,16
22169,2,1.0,8,8.0,2,5.0,16
22170,2,1.0,8,8.0,3,7.0,16
22171,2,1.0,8,8.0,3,8.0,16
22172,2,1.0,8,8.0,4,7.0,16
22173,2,1.0,8,8.0,4,8.0,16
22174,2,1.0,8,8.0,5,7.0,16
22175,2,1.0,8,8.0,5,8.0,16
22176,2,1.0,8,8.0,6,3.0,16
22177,2,1.0,8,8.0,6,7.0,16
22178,2,1.0,8,8.0,6,8.0,16
22179,2,1.0,8,8.0,7,3.0,16
22180,2,1.0,8,8.0,7,4.0,16
22181,2,1.0,8,8.0,7,5.0,16
22182,2,1.0,8,8.0,7,6.0,16
22183,2,1.0,8,8.0,8,5.0,16
22184,2,1.0,8,8.0,8,6.0,16
22185,2,2.0,1,1.0,4,3.0,16
22186,2,2.0,1,1.0,4,4.0,16
22187,2,2.0,1,1.0,5,3.0,16
22188,2,2.0,1,1.0,5,4.0,16
22189,2,2.0,1,1.0,5,5.0,16
22190,2,2.0,1,1.0,6,3.0,16
22191,2,2.0,1,1.0,6,4.0,16
22192,2,2.0,1,1.0,6,5.0,16
22193,2,2.0,1,1.0,7,5.0,16
22194,2,2.0,1,1.0,7,6.0,16
22195,2,2.0,1,1.0,7,7.0,16
22196,2,2.0,1,2.0,4,3.0,16
22197,2,2.0,1,2.0,5,3.0,16
22198,2,2.0,1,2.0,5,4.0,16
22199,2,2.0,1,2.0,6,3.0,16
22200,2,2.0,1,2.0,6,4.0,16
22201,2,2.0,1,2.0,6,5.0,16
22202,2,2.0,1,2.0,7,4.0,16
22203,2,2.0,1,2.0,7,5.0,16
22204,2,2.0,1,2.0,7,6.0,16
22205,2,2.0,1,3.0,4,3.0,16
22206,2,2.0,1,3.0,5,3.0,16
22207,2,2.0,1,3.0,5,4.0,16
22208,2,2.0,1,3.0,6,3.0,16
22209,2,2.0,1,3.0,6,4.0,16
22210,2,2.0,1,3.0,6,5.0,16
22211,2,2.0,1,3.0,7,4.0,16
22212,2,2.0,1,3.0,7,5.0,16
22213,2,2.0,1,3.0,7,6.0,16
22214,2,2.0,1,4.0,5,4.0,16
22215,2,2.0,1,4.0,6,4.0,16
22216,2,2.0,1,4.0,6,5.0,16
22217,2,2.0,1,4.0,7,4.0,16
22218,2,2.0,1,4.0,7,5.0,16
22219,2,2.0,1,4.0,7,6.0,16
22220,2,2.0,1,6.0,4,3.0,16
22221,2,2.0,1,6.0,5,3.0,16
22222,2,2.0,1,6.0,5,4.0,16
22223,2,2.0,1,6.0,6,3.0,16
22224,2,2.0,1,6.0,6,4.0,16
22225,2,2.0,1,6.0,6,5.0,16
22226,2,2.0,1,6.0,7,4.0,16
22227,2,2.0,1,6.0,7,5.0,16
22228,2,2.0,1,6.0,7,6.0,16
22229,2,2.0,1,7.0,4,3.0,16
22230,2,2.0,1,7.0,5,3.0,16
22231,2,2.0,1,7.0,5,4.0,16
22232,2,2.0,1,7.0,6,3.0,16
22233,2,2.0,1,7.0,6,4.0,16
22234,2,2.0,1,7.0,6,5.0,16
22235,2,2.0,1,7.0,7,4.0,16
22236,2,2.0,1,7.0,7,5.0,16
22237,2,2.0,1,7.0,7,6.0,16
22238,2,2.0,1,8.0,4,3.0,16
22239,2,2.0,1,8.0,5,3.0,16
22240,2,2.0,1,8.0,5,4.0,16
22241,2,2.0,1,8.0,6,3.0,16
22242,2,2.0,1,8.0,6,4.0,16
22243,2,2.0,1,8.0,6,5.0,16
22244,2,2.0,1,8.0,7,4.0,16
22245,2,2.0,1,8.0,7,5.0,16
22246,2,2.0,1,8.0,7,6.0,16
22247,2,2.0,2,1.0,4,2.0,16
22248,2,2.0,2,1.0,4,3.0,16
22249,2,2.0,2,1.0,4,4.0,16
22250,2,2.0,2,1.0,5,2.0,16
22251,2,2.0,2,1.0,5,3.0,16
22252,2,2.0,2,1.0,5,4.0,16
22253,2,2.0,2,1.0,5,5.0,16
22254,2,2.0,2,1.0,6,3.0,16
22255,2,2.0,2,1.0,6,4.0,16
22256,2,2.0,2,1.0,6,5.0,16
22257,2,2.0,2,1.0,6,6.0,16
22258,2,2.0,2,1.0,7,3.0,16
22259,2,2.0,2,1.0,7,4.0,16
22260,2,2.0,2,1.0,7,5.0,16
22261,2,2.0,2,1.0,7,6.0,16
22262,2,2.0,2,1.0,7,7.0,16
22263,2,2.0,2,3.0,6,3.0,16
22264,2,2.0,2,3.0,6,4.0,16
22265,2,2.0,2,3.0,6,5.0,16
22266,2,2.0,2,3.0,7,4.0,16
22267,2,2.0,2,3.0,7,5.0,16
22268,2,2.0,2,3.0,7,6.0,16
22269,2,2.0,2,4.0,5,4.0,16
22270,2,2.0,2,4.0,6,4.0,16
22271,2,2.0,2,4.0,6,5.0,16
22272,2,2.0,2,4.0,7,4.0,16
22273,2,2.0,2,4.0,7,5.0,16
22274,2,2.0,2,4.0,7,6.0,16
22275,2,2.0,2,5.0,4,3.0,16
22276,2,2.0,2,6.0,6,3.0,16
22277,2,2.0,2,6.0,6,4.0,16
22278,2,2.0,2,6.0,6,5.0,16
22279,2,2.0,2,6.0,7,4.0,16
22280,2,2.0,2,6.0,7,5.0,16
22281,2,2.0,2,6.0,7,6.0,16
22282,2,2.0,2,7.0,6,3.0,16
22283,2,2.0,2,7.0,6,4.0,16
22284,2,2.0,2,7.0,6,5.0,16
22285,2,2.0,2,7.0,7,4.0,16
22286,2,2.0,2,7.0,7,5.0,16
22287,2,2.0,2,7.0,7,6.0,16
22288,2,2.0,2,8.0,6,3.0,16
22289,2,2.0,2,8.0,6,4.0,16
22290,2,2.0,2,8.0,6,5.0,16
22291,2,2.0,2,8.0,7,4.0,16
22292,2,2.0,2,8.0,7,5.0,16
22293,2,2.0,2,8.0,7,6.0,16
22294,2,2.0,3,1.0,4,2.0,16
22295,2,2.0,3,1.0,4,3.0,16
22296,2,2.0,3,1.0,4,4.0,16
22297,2,2.0,3,1.0,5,2.0,16
22298,2,2.0,3,1.0,5,3.0,16
22299,2,2.0,3,1.0,5,4.0,16
22300,2,2.0,3,1.0,5,5.0,16
22301,2,2.0,3,1.0,6,3.0,16
22302,2,2.0,3,1.0,6,4.0,16
22303,2,2.0,3,1.0,6,5.0,16
22304,2,2.0,3,1.0,6,6.0,16
22305,2,2.0,3,1.0,7,5.0,16
22306,2,2.0,3,1.0,7,6.0,16
22307,2,2.0,3,1.0,7,7.0,16
22308,2,2.0,3,2.0,6,3.0,16
22309,2,2.0,3,2.0,6,4.0,16
22310,2,2.0,3,2.0,6,5.0,16
22311,2,2.0,3,2.0,6,6.0,16
22312,2,2.0,3,2.0,7,4.0,16
22313,2,2.0,3,2.0,7,5.0,16
22314,2,2.0,3,2.0,7,6.0,16
22315,2,2.0,3,2.0,7,7.0,16
22316,2,2.0,3,3.0,7,4.0,16
22317,2,2.0,3,3.0,7,5.0,16
22318,2,2.0,3,3.0,7,6.0,16
22319,2,2.0,3,3.0,7,7.0,16
22320,2,2.0,3,4.0,5,4.0,16
22321,2,2.0,3,4.0,6,4.0,16
22322,2,2.0,3,4.0,6,5.0,16
22323,2,2.0,3,4.0,7,4.0,16
22324,2,2.0,3,4.0,7,5.0,16
22325,2,2.0,3,4.0,7,6.0,16
22326,2,2.0,3,5.0,4,2.0,16
22327,2,2.0,3,5.0,4,3.0,16
22328,2,2.0,3,5.0,5,2.0,16
22329,2,2.0,3,5.0,5,3.0,16
22330,2,2.0,3,5.0,5,4.0,16
22331,2,2.0,3,6.0,7,4.0,16
22332,2,2.0,3,6.0,7,5.0,16
22333,2,2.0,3,6.0,7,6.0,16
22334,2,2.0,3,7.0,6,3.0,16
22335,2,2.0,3,7.0,7,4.0,16
22336,2,2.0,3,7.0,7,5.0,16
22337,2,2.0,3,7.0,7,6.0,16
22338,2,2.0,3,7.0,8,5.0,16
22339,2,2.0,3,7.0,8,6.0,16
22340,2,2.0,3,7.0,8,7.0,16
22341,2,2.0,3,8.0,4,2.0,16
22342,2,2.0,3,8.0,5,2.0,16
22343,2,2.0,3,8.0,6,3.0,16
22344,2,2.0,3,8.0,6,4.0,16
22345,2,2.0,3,8.0,6,5.0,16
22346,2,2.0,3,8.0,7,4.0,16
22347,2,2.0,3,8.0,7,5.0,16
22348,2,2.0,3,8.0,7,6.0,16
22349,2,2.0,4,1.0,4,3.0,16
22350,2,2.0,4,1.0,4,4.0,16
22351,2,2.0,4,1.0,5,3.0,16
22352,2,2.0,4,1.0,5,4.0,16
22353,2,2.0,4,1.0,5,5.0,16
22354,2,2.0,4,1.0,6,2.0,16
22355,2,2.0,4,1.0,6,3.0,16
22356,2,2.0,4,1.0,6,4.0,16
22357,2,2.0,4,1.0,6,5.0,16
22358,2,2.0,4,1.0,6,6.0,16
22359,2,2.0,4,1.0,7,3.0,16
22360,2,2.0,4,1.0,7,4.0,16
22361,2,2.0,4,1.0,7,5.0,16
22362,2,2.0,4,1.0,7,6.0,16
22363,2,2.0,4,1.0,7,7.0,16
22364,2,2.0,4,2.0,4,4.0,16
22365,2,2.0,4,2.0,5,4.0,16
22366,2,2.0,4,2.0,5,5.0,16
22367,2,2.0,4,2.0,6,2.0,16
22368,2,2.0,4,2.0,6,3.0,16
22369,2,2.0,4,2.0,6,4.0,16
22370,2,2.0,4,2.0,6,5.0,16
22371,2,2.0,4,2.0,6,6.0,16
22372,2,2.0,4,2.0,7,3.0,16
22373,2,2.0,4,2.0,7,4.0,16
22374,2,2.0,4,2.0,7,5.0,16
22375,2,2.0,4,2.0,7,6.0,16
22376,2,2.0,4,2.0,7,7.0,16
22377,2,2.0,4,3.0,5,5.0,16
22378,2,2.0,4,3.0,6,3.0,16
22379,2,2.0,4,3.0,6,4.0,16
22380,2,2.0,4,3.0,6,5.0,16
22381,2,2.0,4,3.0,6,6.0,16
22382,2,2.0,4,3.0,7,3.0,16
