d3mIndex,N0,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,P1,P2,P3,class
947,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
948,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,0,0,0
949,1,0,1,2,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
950,2,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0
951,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0
952,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
953,1,0,2,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0
954,2,0,2,0,0,0,0,1,1,1,0,0,0,0,1,1,2,0,2,0,0
955,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0
956,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
957,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
958,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,2,0,0
959,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
960,1,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,1,0
961,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,2,0,2,1,0
962,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
963,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,2,1,2,0,0
964,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,1,1,0
965,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
966,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0
967,0,0,0,0,1,0,0,1,0,1,1,2,0,0,1,1,1,1,0,0,0
968,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0
969,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
970,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
971,2,1,2,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
972,0,0,1,0,2,0,0,1,1,0,1,0,0,0,1,0,2,0,0,0,0
973,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0
974,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,1,0,0,0,0
975,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0
976,2,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0
977,2,2,0,1,0,0,0,0,0,0,0,2,0,0,0,2,1,1,0,0,0
978,2,2,1,0,0,1,0,2,0,1,1,1,0,1,0,1,1,0,1,0,0
979,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
980,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
981,1,0,1,0,0,0,1,1,2,0,0,0,0,0,1,2,0,1,1,1,0
982,1,0,1,1,1,0,1,1,1,1,2,0,0,0,0,1,1,0,0,0,0
983,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0
984,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,2,1,0,0,0
985,2,0,0,0,1,0,0,1,0,0,0,1,2,0,0,1,2,2,1,1,0
986,1,0,2,0,1,0,1,2,0,1,1,0,0,0,1,0,1,0,1,0,0
987,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
988,1,2,1,0,1,1,0,0,0,0,2,0,1,0,1,0,0,2,0,0,0
989,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,2,1,2,0,0,0
990,1,0,0,1,0,0,0,2,1,1,0,0,1,0,1,0,1,0,0,0,0
991,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0
992,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2,2,1,1,0
993,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0
994,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
995,2,2,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0
996,2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0
997,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,2,0,1,0,0
998,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0
999,1,0,1,0,1,1,0,1,0,2,0,0,0,0,0,2,1,1,1,1,0
1000,1,1,0,1,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0
1001,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0
1002,1,0,1,0,0,2,0,1,2,0,1,1,0,0,1,0,1,1,1,1,0
1003,0,0,2,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0
1004,1,2,1,1,0,0,0,0,0,1,2,1,0,0,1,0,1,1,1,1,0
1005,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1006,1,1,0,0,0,0,0,2,1,1,0,0,1,0,1,0,0,0,0,1,0
1007,1,0,1,0,1,0,0,1,2,1,1,0,1,0,0,1,0,1,0,0,0
1008,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0
1009,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0
1010,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1011,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,1,0,0,0
1012,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0
1013,2,0,1,0,1,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0
1014,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0
1015,2,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1016,2,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0
1017,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0
1018,2,1,0,0,1,0,0,2,1,0,0,0,1,1,0,0,1,0,1,0,0
1019,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
1020,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
1021,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0
1022,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,2,0
1023,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
1024,1,1,0,0,0,1,0,2,1,0,1,0,0,0,1,0,1,0,0,0,0
1025,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0
1026,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
1027,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
1028,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0
1029,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0
1030,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0
1031,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,1,1,0,1,0,0
1032,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
1033,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
1034,1,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0
1035,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0
1036,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,2,0,0,0
1037,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,2,2,2,0,0,0
1038,0,0,1,0,2,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0
1039,2,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,2,0
1040,1,1,0,1,0,0,0,1,0,1,1,2,0,0,2,0,1,0,0,0,0
1041,1,0,0,0,0,0,0,1,1,1,0,2,0,0,0,1,0,0,0,1,0
1042,1,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0
1043,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0
1044,2,2,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0
1045,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1046,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1047,2,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0
1048,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,0,0,0
1049,2,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0
1050,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0
1051,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0
1052,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1053,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,2,1,0,0,1,0
1054,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0
1055,2,0,0,0,0,0,0,2,0,0,1,0,0,0,1,2,0,0,0,0,0
1056,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1057,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,2,1,0,0,0
1058,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,1,1,0,0,0
1059,1,1,0,0,0,0,0,2,1,0,1,0,0,0,1,1,0,1,0,0,0
1060,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0
1061,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0
1062,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0
1063,1,2,0,2,0,0,0,1,1,0,1,2,0,0,2,1,1,1,2,0,0
1064,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1065,2,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0
1066,2,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
1067,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
1068,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0,0,0,0,1,0
1069,2,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,2,0,1,0,0
1070,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0
1071,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
1072,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
1073,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,2,1,0,0,0
1074,1,1,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0
1075,2,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,2,1,0,0,0
1076,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
1077,2,0,0,1,0,0,0,2,0,0,1,0,0,0,0,1,2,1,0,0,0
1078,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0
1079,1,1,0,0,1,0,0,1,2,0,2,2,1,0,0,0,1,0,2,0,0
1080,2,0,1,0,1,0,0,0,2,0,2,0,0,0,1,0,2,1,0,1,0
1081,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,1,1,0
1082,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,0
1083,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0
1084,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,2,0,0
1085,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0
1086,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0
1087,2,2,1,0,1,0,0,0,0,0,1,1,1,0,0,0,2,1,2,0,0
1088,1,1,0,0,1,0,0,2,0,1,1,1,1,0,1,0,1,0,1,0,0
1089,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,2,2,1,1,0
1090,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0
1091,2,1,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0
1092,1,1,0,0,2,0,1,2,0,0,2,0,0,0,1,1,0,1,0,0,0
1093,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
1094,1,2,0,0,2,0,0,2,0,1,0,2,0,0,2,0,0,1,0,0,0
1095,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0
1096,1,2,0,0,0,0,0,2,1,0,0,0,1,0,0,0,2,0,1,0,0
1097,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0
1098,1,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1099,2,0,0,0,1,1,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0
1100,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,2,1,0,1,0,0
1101,2,1,0,1,0,0,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0
1102,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
1103,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
1104,2,0,2,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0
1105,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0
1106,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,2,1,1,1,0
1107,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0
1108,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0
1109,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1110,1,0,0,1,0,2,0,2,0,0,1,1,0,0,2,0,1,0,1,0,0
1111,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
1112,1,1,0,0,1,1,0,2,1,0,1,0,0,0,2,0,0,0,0,0,0
1113,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0
1114,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0
1115,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0
1116,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1117,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
1118,2,2,0,0,1,1,0,2,0,0,1,2,1,2,1,0,0,1,1,1,0
1119,0,1,1,0,0,0,0,2,0,0,1,0,1,0,1,0,2,0,1,0,0
1120,1,1,1,0,1,1,1,1,1,2,1,0,0,0,1,1,2,0,2,1,0
1121,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1122,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0
1123,0,0,1,0,1,1,0,0,0,0,1,1,0,0,2,1,1,0,0,1,0
1124,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0
1125,2,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0
1126,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0
1127,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
1128,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
1129,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0
1130,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
1131,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0
1132,2,0,0,0,0,1,1,1,0,0,0,0,0,0,2,2,0,1,0,0,0
1133,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0
1134,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1135,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0
1136,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,2,0,0
1137,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,0,0
1138,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
1139,0,1,0,0,1,0,1,2,0,0,1,1,0,0,0,0,0,0,1,0,0
1140,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,1,0
1141,0,2,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0
1142,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1143,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0
1144,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1145,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,1,0
1146,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
1147,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0
1148,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0
1149,1,2,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0
1150,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1151,2,1,2,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0
1152,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0
1153,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0
1154,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0
1155,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,1,0,0,2,0
1156,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
1157,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,1,0,0,0
1158,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
1159,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0
1160,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0
1161,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
1162,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,2,0,1,0,0
1163,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1164,2,1,1,1,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0
1165,1,0,1,0,2,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0
1166,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1167,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0
1168,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2,1,0,0,0
1169,2,0,0,0,2,0,0,1,0,1,1,1,0,0,0,2,1,0,0,0,0
1170,1,0,0,0,0,1,0,2,0,1,1,0,0,0,1,1,0,0,1,0,0
1171,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1172,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,2,0,0,0
1173,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
1174,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,2,1,1,1,1,0
1175,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,2,1,0,0,0,0
1176,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1177,2,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
1178,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0
1179,2,1,0,1,1,0,0,1,0,1,2,0,0,0,1,0,2,0,1,0,0
1180,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0
1181,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
1182,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0
1183,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1184,2,2,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0
1185,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0
1186,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0
1187,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
1188,1,2,1,0,0,0,1,1,1,1,0,1,0,0,1,2,2,0,0,0,0
1189,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0
1190,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,2,0,1,2,0
1191,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0
1192,0,1,0,2,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,2,0
1193,1,2,0,1,2,1,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0
1194,2,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0
1195,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0
1196,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1197,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
1198,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0
1199,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1200,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1201,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0
1202,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1,0
1203,0,0,1,1,2,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0
1204,2,1,0,0,1,0,0,2,1,0,0,1,1,0,1,0,0,1,0,0,0
1205,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,2,1,0,1,0,0
1206,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1207,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0
1208,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,2,1,0,1,0,0
1209,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1210,2,0,0,0,0,1,0,2,0,0,2,1,0,1,0,1,0,0,0,0,0
1211,1,0,0,0,0,1,1,2,0,0,0,0,0,0,1,1,0,0,0,1,0
1212,2,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,2,0,1,0,0
1213,1,1,0,1,1,0,0,2,1,0,1,0,1,0,0,0,1,1,1,1,0
1214,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,2,2,0,0,0
1215,0,1,0,0,0,2,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0
1216,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0
1217,1,1,0,0,1,2,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0
1218,2,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,2,0
1219,2,1,2,0,1,0,0,1,1,1,0,0,0,0,2,0,1,0,0,0,0
1220,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0
1221,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,2,0,0
1222,0,2,0,0,2,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0
1223,1,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1224,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
1225,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0
1226,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0
1227,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1228,1,1,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1229,2,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,2,0,1,0,0
1230,1,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,1,0,0
1231,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0
1232,0,1,0,0,1,0,0,1,1,0,1,0,1,0,2,0,1,1,1,1,0
1233,2,2,0,0,1,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0
1234,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
1235,2,1,0,0,1,0,0,0,0,0,0,1,0,0,2,1,2,0,1,0,0
1236,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0
1237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1238,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,1,1,1,1,0
1239,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,2,0
1240,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,2,1,0,0,0
1241,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0
1242,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
1243,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0
1244,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1245,1,1,1,0,1,2,0,2,2,0,0,0,0,0,2,2,1,0,1,0,0
1246,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
1247,0,1,1,0,2,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0
1248,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1249,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
1250,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0
1251,1,2,2,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0
1252,1,2,1,1,0,0,0,0,0,0,2,1,0,0,0,1,1,1,1,0,0
1253,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0
1254,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,2,0
1255,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,2,1,0,0,1,0
1256,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0
