d3mIndex,V1,V2,V3,V4,Class
2042,1.199,0.564,1.903,1.055,1
2043,1.179,0.57,2.04,1.512,1
2044,1.16,0.576,3.117,1.532,1
2045,1.141,0.583,3.111,1.551,1
2046,1.122,0.589,3.106,1.571,1
2047,1.101,0.595,3.101,1.588,1
2048,1.085,0.601,3.095,1.611,1
2049,1.065,0.607,3.09,1.628,1
2050,1.045,0.613,3.084,1.648,1
2051,1.026,0.619,3.079,1.671,1
2052,1.008,0.625,3.074,1.689,1
2053,0.989,0.63,3.068,1.708,1
2054,0.971,0.632,3.063,1.727,1
2055,0.952,0.631,3.058,1.746,1
2056,0.934,0.634,3.052,1.766,1
2057,0.879,0.637,3.047,1.785,2
2058,0.857,0.64,3.041,1.298,2
2059,0.835,0.644,3.036,1.824,2
2060,0.816,0.649,3.03,1.844,2
2061,0.794,0.653,3.025,1.601,2
2062,0.776,0.661,3.021,1.882,2
2063,0.762,0.66,3.017,1.274,2
2064,0.756,0.658,3.018,1.712,2
2065,0.757,0.652,3.019,0.747,2
2066,0.76,0.651,3.021,0.745,2
2067,0.761,0.65,3.018,1.698,2
2068,0.761,0.65,3.018,1.624,2
2069,0.76,0.649,3.019,1.702,2
2070,0.763,0.649,3.019,1.625,2
2071,0.763,0.648,3.02,1.624,2
2072,0.767,0.648,2.32,0.739,2
2073,0.77,0.647,2.324,0.738,2
2074,1.461,0.646,2.321,0.736,1
2075,1.461,0.646,2.267,0.738,1
2076,1.462,0.644,2.268,0.742,1
2077,1.036,0.644,2.152,0.739,1
2078,1.035,0.644,2.149,0.736,1
2079,1.034,0.645,2.15,0.74,1
2080,1.032,0.646,2.153,0.744,1
2081,1.031,0.648,2.271,1.909,1
2082,1.023,0.651,2.275,1.642,1
2083,1.018,0.656,2.273,0.987,1
2084,1.012,0.661,2.281,0.75,1
2085,1.002,0.667,2.25,1.013,1
2086,0.998,0.674,2.998,1.015,1
2087,0.989,0.685,2.294,1.991,1
2088,0.981,0.693,2.983,2.006,1
2089,0.664,0.702,2.972,2.024,2
2090,0.641,0.71,2.964,1.092,2
2091,0.619,0.718,2.956,1.559,2
2092,0.602,0.724,2.948,2.082,2
2093,0.586,0.732,2.94,2.104,2
2094,0.569,0.736,2.933,2.119,2
2095,0.558,0.737,2.926,1.578,2
2096,0.548,0.74,2.924,1.553,2
2097,0.544,0.738,2.925,1.556,2
2098,0.545,0.736,2.928,1.09,2
2099,0.549,0.735,2.929,5.0,2
2100,0.55,0.735,2.93,1.084,2
2101,0.55,0.735,2.929,1.084,2
2102,0.549,0.732,2.93,1.091,2
2103,0.553,0.734,2.931,5.0,2
2104,1.011,0.733,2.932,1.419,1
2105,1.012,0.732,2.932,5.0,1
2106,1.015,0.732,2.933,5.0,1
2107,1.014,0.731,2.933,1.704,1
2108,1.023,0.732,2.933,1.704,1
2109,1.015,0.732,2.931,1.704,1
2110,1.009,0.733,2.93,1.705,1
2111,1.005,0.734,2.927,1.706,1
2112,1.002,0.736,2.923,1.707,1
2113,0.99,0.736,2.918,5.0,1
2114,0.976,0.736,2.911,5.0,1
2115,0.964,0.738,2.903,1.414,1
2116,0.951,0.739,2.895,1.423,1
2117,0.943,0.742,2.886,1.429,1
2118,0.948,0.741,2.876,0.858,1
2119,0.936,0.738,2.866,0.854,1
2120,0.886,0.735,2.856,0.858,2
2121,0.867,0.735,2.846,0.894,2
2122,0.847,0.734,2.835,5.0,2
2123,0.831,0.739,2.825,0.904,2
2124,0.813,0.741,2.816,5.0,2
2125,0.799,0.746,2.806,1.141,2
2126,0.787,0.753,2.798,0.903,2
2127,0.777,0.856,2.792,0.92,2
2128,0.774,0.854,2.792,0.894,2
2129,0.775,0.85,2.794,0.887,2
2130,0.776,0.85,2.792,0.886,2
2131,0.776,0.849,2.796,0.885,2
2132,0.776,0.849,2.793,0.885,2
2133,0.776,0.755,2.794,0.884,2
2134,0.776,0.75,2.794,0.886,2
2135,0.775,0.749,2.795,0.885,2
2136,0.775,0.746,2.144,5.0,2
2137,0.775,0.745,2.144,5.0,2
2138,0.775,0.744,2.145,4.313,2
2139,0.774,0.74,2.143,4.296,2
2140,0.774,0.738,2.144,4.3,2
2141,0.774,0.736,2.148,0.899,2
2142,0.773,0.731,2.806,0.871,2
2143,0.776,0.732,2.154,0.861,2
2144,0.776,0.73,2.816,0.859,2
2145,0.786,0.732,2.647,0.852,2
2146,0.786,0.372,2.64,0.85,2
2147,0.775,0.363,2.163,0.847,2
2148,0.775,0.36,2.161,0.845,2
2149,0.775,0.355,2.163,0.847,2
2150,0.778,0.356,2.655,0.842,2
2151,0.781,0.354,2.839,0.837,2
2152,0.784,0.735,2.646,0.835,2
2153,0.804,0.732,2.643,0.83,2
2154,1.826,0.778,2.644,0.828,1
2155,1.82,0.349,2.645,0.826,4
2156,1.817,0.342,2.643,0.825,4
2157,1.819,0.34,2.181,0.825,4
2158,1.819,0.34,2.177,0.825,4
2159,1.818,0.341,2.18,0.826,4
2160,1.818,0.341,2.183,0.826,4
2161,1.818,0.341,2.18,0.826,4
2162,1.818,0.341,2.18,0.827,4
2163,1.818,0.341,2.18,0.827,4
2164,1.817,0.341,2.18,0.827,4
2165,1.817,0.341,2.18,0.827,4
2166,1.818,0.341,2.18,0.827,4
2167,1.817,0.34,2.18,0.827,4
2168,1.816,0.34,2.18,0.828,4
2169,1.813,0.34,2.179,0.83,4
2170,1.809,0.341,2.178,0.835,4
2171,0.95,0.341,2.177,0.839,4
2172,0.941,0.345,2.174,0.846,4
2173,0.928,0.356,2.662,0.854,4
2174,0.921,0.74,2.662,0.865,1
2175,0.914,0.74,2.669,0.871,1
2176,0.906,0.734,2.174,0.88,1
2177,0.905,0.727,2.168,0.869,1
2178,2.751,0.723,2.163,0.872,1
2179,2.739,0.355,2.156,0.88,4
2180,2.726,0.355,2.151,0.888,4
2181,2.711,0.361,2.149,0.898,4
2182,2.696,0.367,2.143,0.909,4
2183,2.68,0.394,2.708,0.92,4
2184,2.665,0.691,2.713,0.931,1
2185,2.652,0.687,2.715,0.941,1
2186,2.638,0.683,2.146,0.948,1
2187,2.626,0.68,2.145,0.958,1
2188,2.616,0.676,2.14,0.967,1
2189,2.603,0.672,2.731,0.981,1
2190,2.591,0.478,2.736,0.918,4
2191,2.575,0.664,2.091,0.932,1
2192,2.555,0.659,2.745,0.947,1
2193,2.541,0.655,2.107,0.959,1
2194,2.52,0.552,2.755,0.975,1
2195,1.493,0.647,2.067,0.99,1
2196,1.476,0.533,2.767,1.007,1
2197,1.455,0.571,2.083,1.023,1
2198,1.433,0.634,2.053,1.041,1
2199,2.427,0.63,2.043,1.058,1
2200,1.403,0.626,2.036,1.08,1
2201,1.96,0.621,2.791,1.098,1
2202,1.364,0.617,2.045,1.115,1
2203,1.345,0.613,2.8,0.597,1
2204,1.324,0.609,2.802,0.608,1
2205,1.306,0.604,2.803,0.619,1
2206,1.287,0.6,2.814,0.631,1
2207,1.272,0.595,2.816,0.646,1
2208,1.253,0.59,2.124,0.664,1
2209,1.235,0.586,2.822,0.682,1
2210,1.216,0.581,2.835,0.693,1
2211,1.197,0.576,2.836,0.708,1
2212,1.182,0.572,2.837,0.722,1
2213,1.161,0.564,2.835,0.736,1
2214,1.144,0.561,2.823,0.751,1
2215,1.126,0.558,2.189,0.765,1
2216,1.108,0.553,2.157,0.779,1
2217,1.09,0.549,2.14,0.794,1
2218,1.075,0.545,2.778,0.808,1
2219,1.054,0.54,2.767,0.823,1
2220,1.04,0.536,2.752,0.837,1
2221,0.592,0.531,2.744,0.851,2
2222,0.587,0.527,1.893,0.865,2
2223,0.579,0.522,1.888,0.88,2
2224,0.577,0.517,1.887,0.894,2
2225,0.573,0.512,1.886,0.908,2
2226,0.569,0.508,1.888,0.922,2
2227,1.898,0.503,1.93,0.929,1
2228,1.897,0.501,1.893,0.928,1
2229,1.9,0.501,1.89,0.925,1
2230,1.9,0.501,1.891,0.925,1
2231,1.898,0.501,1.893,0.926,1
2232,1.895,0.5,1.892,0.93,1
2233,1.889,0.499,1.927,0.935,1
2234,1.879,0.498,1.926,0.942,1
2235,1.868,0.495,1.928,0.95,1
2236,1.855,0.493,2.659,0.961,4
2237,1.84,0.49,1.891,0.972,4
2238,1.825,0.487,1.88,0.984,4
2239,1.809,0.484,1.879,0.997,4
2240,1.793,0.481,1.875,1.009,4
2241,0.818,0.478,1.874,1.021,2
2242,0.803,0.475,1.877,1.032,2
2243,0.788,0.472,1.876,1.042,2
2244,0.778,0.47,1.792,1.052,2
2245,0.768,0.468,1.784,1.088,2
2246,0.755,0.465,1.767,1.745,2
2247,0.747,0.463,1.758,1.097,2
2248,0.746,0.459,1.754,1.083,2
2249,0.747,0.461,1.757,1.088,2
2250,0.749,0.461,1.759,1.08,2
2251,0.749,0.461,1.761,1.076,2
2252,0.749,0.46,1.762,1.072,2
2253,0.752,0.46,1.762,1.072,2
2254,0.765,0.46,1.766,1.071,2
2255,0.756,0.459,1.764,1.07,2
2256,1.494,0.459,1.766,1.069,4
2257,1.491,0.458,1.771,1.068,4
2258,1.488,0.457,1.773,1.067,4
2259,1.491,0.456,1.778,1.065,4
2260,1.493,0.456,1.781,1.066,4
2261,1.489,0.456,1.78,1.067,4
2262,1.492,0.456,1.779,1.064,4
2263,1.71,0.456,1.776,1.064,4
2264,1.495,0.456,1.78,1.067,4
2265,1.492,0.456,1.776,1.067,4
2266,1.492,0.456,1.78,1.067,4
2267,1.492,0.456,1.779,1.064,4
2268,1.492,0.456,1.779,1.067,4
2269,1.495,0.456,1.779,1.067,4
2270,1.709,0.456,1.779,1.064,4
2271,1.709,0.456,1.779,1.065,4
2272,1.494,0.456,1.782,1.064,4
2273,1.708,0.456,1.96,1.068,4
2274,1.707,0.456,1.981,1.065,4
2275,1.707,0.456,1.782,1.065,4
2276,1.707,0.456,2.009,1.065,4
2277,1.707,0.456,2.011,1.066,4
2278,1.705,0.456,1.98,1.067,4
2279,1.702,0.455,1.778,1.069,4
2280,1.697,0.454,1.774,1.073,4
2281,1.69,0.453,1.766,1.078,4
2282,1.683,0.452,1.76,1.084,4
2283,1.674,0.452,1.753,1.091,4
2284,1.665,0.451,1.745,1.099,4
2285,1.655,0.451,1.736,1.108,4
2286,1.645,0.45,1.754,1.116,4
2287,1.636,0.449,1.952,1.124,4
2288,1.626,0.449,1.92,1.133,4
2289,1.616,0.449,1.897,1.142,4
2290,1.606,0.45,1.884,1.151,4
2291,1.596,0.45,1.879,1.16,4
2292,1.586,0.451,1.69,1.17,4
2293,1.575,0.452,1.677,1.18,4
2294,1.565,0.452,1.664,1.192,4
2295,1.556,0.453,1.659,1.201,4
2296,1.547,0.454,1.654,1.21,4
2297,1.537,0.454,1.849,1.219,4
2298,1.329,0.455,1.847,1.23,4
2299,1.317,0.457,1.844,1.239,4
2300,1.312,0.458,1.842,1.248,4
2301,1.304,0.459,1.836,1.258,4
2302,1.296,0.461,1.834,1.267,4
2303,1.29,0.462,1.831,1.277,4
2304,1.282,0.464,1.828,1.287,4
2305,1.273,0.466,1.825,1.297,4
2306,1.447,0.468,1.823,1.307,4
2307,1.435,0.47,1.82,1.318,4
2308,1.424,0.472,1.813,1.329,4
2309,1.413,0.474,1.81,1.339,4
2310,1.406,0.476,1.81,1.348,4
2311,1.397,0.478,1.805,1.357,4
2312,1.387,0.479,1.802,1.367,4
2313,1.375,0.481,1.8,0.846,4
2314,1.366,0.483,1.797,0.851,4
2315,1.356,0.485,1.794,0.859,4
2316,1.346,0.487,1.791,0.578,4
2317,1.336,0.489,1.789,0.874,4
2318,1.326,0.491,1.786,0.581,4
2319,1.316,0.494,1.782,0.893,4
2320,1.306,0.496,1.779,0.902,1
2321,1.296,0.499,1.776,0.911,1
2322,1.287,0.501,1.773,0.923,1
2323,1.278,0.504,1.77,0.932,1
2324,1.267,0.507,1.766,0.946,1
2325,1.255,0.511,1.762,0.958,1
2326,1.241,0.516,1.756,0.583,1
2327,1.226,0.521,1.751,0.584,1
2328,1.21,0.527,1.744,0.589,1
2329,1.194,0.533,1.738,0.594,1
2330,1.178,0.539,1.731,0.6,1
2331,1.161,0.546,1.723,0.613,1
2332,1.143,0.553,1.715,0.613,1
2333,1.125,0.561,1.707,0.623,1
2334,1.106,0.568,1.699,1.665,1
2335,1.087,0.576,1.69,1.683,1
2336,1.068,0.584,1.681,1.704,1
2337,1.049,0.595,1.672,1.184,1
2338,1.033,0.599,1.663,1.201,1
2339,1.014,0.61,1.654,0.675,1
2340,0.995,0.618,1.645,1.239,1
2341,0.976,0.627,1.636,0.685,1
2342,0.957,0.636,1.626,1.273,1
2343,0.936,0.646,1.616,0.743,1
2344,0.917,0.655,1.604,1.314,1
2345,0.899,0.664,1.593,1.334,2
2346,0.881,0.673,1.586,1.354,2
2347,0.863,0.683,1.573,1.374,2
2348,0.846,0.691,1.56,0.778,2
2349,0.829,0.7,1.553,0.777,2
2350,0.812,0.708,1.544,0.76,2
2351,0.797,0.717,1.532,1.445,2
2352,0.789,0.722,1.527,0.796,2
2353,0.785,0.726,1.527,0.796,2
2354,0.782,0.723,1.526,0.757,2
2355,0.783,0.722,1.528,0.755,2
2356,0.783,0.728,1.527,0.754,2
2357,0.783,0.725,1.527,0.754,2
2358,0.782,0.725,1.527,0.754,2
2359,0.781,0.724,1.527,0.75,2
2360,0.781,0.724,1.527,0.749,2
2361,0.78,0.723,1.528,0.746,2
2362,0.778,0.719,1.529,0.744,2
2363,0.777,0.719,1.531,0.741,2
2364,0.776,0.718,1.536,0.739,2
2365,0.776,0.717,1.538,0.736,2
2366,0.775,0.72,1.541,4.747,2
2367,0.775,0.719,1.543,0.727,2
2368,0.774,0.726,1.545,0.723,2
2369,0.777,0.733,1.55,0.717,2
2370,0.78,1.142,1.572,0.713,2
2371,0.791,0.725,1.557,0.707,2
2372,0.777,1.129,1.559,0.704,2
2373,0.776,0.728,1.562,0.702,2
2374,0.776,0.791,1.568,0.7,2
2375,0.775,0.853,1.581,0.699,2
2376,0.781,0.752,1.584,0.694,2
2377,0.781,0.817,2.893,0.692,2
2378,0.799,0.773,1.617,0.69,2
2379,1.555,0.767,1.616,0.688,1
2380,1.556,0.765,1.615,0.687,1
2381,1.557,0.747,1.599,0.686,1
2382,1.557,0.752,1.601,0.685,1
2383,0.791,0.755,1.599,0.686,2
2384,0.786,0.754,1.598,0.69,2
2385,0.787,0.752,1.585,0.697,2
2386,0.78,0.748,1.578,0.705,2
2387,1.53,0.743,1.577,0.712,1
2388,1.522,0.739,1.574,0.72,1
2389,1.515,0.735,1.579,0.727,1
2390,1.509,0.731,1.581,0.734,1
2391,1.502,0.731,1.571,0.741,1
2392,1.493,0.727,1.563,0.749,1
2393,1.483,0.723,1.556,0.759,1
2394,1.471,0.719,1.554,0.771,1
2395,1.457,0.714,1.538,0.785,1
2396,1.443,0.708,2.873,0.8,1
2397,1.426,0.711,2.879,0.816,1
2398,1.413,0.705,2.851,0.833,1
2399,1.396,0.699,2.185,0.85,1
2400,1.378,0.689,2.871,0.868,1
2401,1.36,0.683,2.881,0.886,1
2402,1.338,0.677,2.888,0.904,1
2403,1.32,0.668,1.415,0.923,1
2404,1.301,0.658,2.916,0.941,1
2405,1.285,0.656,2.924,0.961,1
2406,1.265,0.65,2.941,0.98,1
2407,1.245,0.648,1.309,1.0,1
2408,1.225,0.642,1.286,1.019,1
2409,1.206,0.633,1.273,1.038,1
2410,1.186,0.627,1.25,1.058,1
2411,1.167,0.618,3.051,1.077,1
2412,1.147,0.611,3.059,1.096,1
2413,1.128,0.605,3.073,1.116,1
2414,1.109,0.598,1.172,1.135,1
2415,1.087,0.592,3.092,1.153,1
2416,1.068,0.586,1.134,1.171,1
2417,1.05,0.58,1.112,1.19,1
2418,1.031,0.574,1.094,1.208,1
2419,1.013,0.567,1.076,1.226,1
2420,0.995,0.561,1.057,1.244,1
2421,0.733,0.555,1.039,1.262,2
2422,0.704,0.549,1.005,1.281,2
2423,0.682,0.542,1.001,1.3,2
2424,0.666,0.541,0.984,1.318,2
2425,0.656,0.534,0.966,1.336,2
2426,0.886,0.525,0.953,1.353,2
2427,0.87,0.519,0.935,1.368,2
2428,0.86,0.507,3.192,1.378,2
2429,0.859,0.504,3.193,1.379,2
2430,0.862,0.502,3.194,1.379,2
2431,0.864,0.502,2.586,1.377,2
2432,0.864,0.502,2.586,1.374,2
2433,0.863,0.502,3.194,1.374,2
2434,0.865,0.501,2.586,1.377,2
2435,0.865,0.5,3.188,1.377,2
2436,0.865,0.499,2.589,1.373,2
2437,0.866,0.498,3.186,1.372,2
2438,0.866,0.496,3.198,1.372,2
2439,0.867,0.495,3.2,1.371,2
2440,0.867,0.495,3.195,1.371,2
2441,0.867,0.495,3.189,1.371,2
2442,0.867,0.495,0.93,1.371,2
2443,0.867,0.494,0.932,1.37,2
2444,0.868,0.493,3.186,1.37,2
2445,0.868,0.492,2.589,1.37,2
2446,0.869,0.491,0.937,1.37,2
2447,0.869,0.49,0.936,1.37,2
2448,0.869,0.489,0.941,1.37,2
2449,0.866,0.488,2.58,1.373,2
2450,0.865,0.487,2.581,1.374,2
2451,0.586,0.485,2.582,1.374,2
2452,0.588,0.483,2.582,1.374,2
2453,0.87,0.481,2.584,1.383,2
2454,0.87,0.478,2.585,1.403,2
2455,0.87,0.476,2.587,1.377,2
2456,0.87,0.474,2.589,1.378,2
2457,0.87,0.472,2.591,1.379,2
2458,0.87,0.47,1.463,1.38,2
2459,0.87,0.469,2.597,1.389,2
2460,0.869,0.466,2.599,1.394,2
2461,0.865,0.463,1.44,0.8,2
2462,0.864,0.461,1.435,0.796,2
2463,0.866,0.459,1.43,0.795,2
2464,0.865,0.456,2.137,0.526,2
2465,0.864,0.454,1.432,0.514,2
2466,0.863,0.452,2.611,0.509,2
2467,0.863,0.451,1.47,0.5,2
2468,0.865,0.449,2.616,0.508,2
2469,0.862,0.448,1.454,0.531,2
2470,0.863,0.45,1.449,0.485,2
2471,0.853,0.451,1.44,0.481,2
2472,0.856,0.446,1.414,0.477,2
2473,0.854,0.445,1.414,0.47,2
2474,0.853,0.445,1.412,0.462,2
2475,0.852,0.444,1.434,0.483,2
2476,0.851,0.448,1.43,0.472,2
2477,0.851,0.474,1.417,0.449,2
2478,0.853,0.504,1.414,0.445,2
2479,0.855,0.538,1.409,0.439,2
2480,0.857,0.455,1.404,0.438,2
2481,0.951,0.452,1.404,0.436,4
2482,0.856,0.452,1.404,0.436,2
2483,0.901,0.452,1.404,0.435,4
2484,0.897,0.452,1.404,0.435,2
2485,0.866,0.456,1.404,0.435,2
2486,0.869,0.455,1.404,0.434,2
2487,0.876,0.455,1.404,0.433,2
2488,0.897,0.455,1.404,0.432,2
2489,0.896,0.475,1.404,0.431,2
2490,0.852,0.529,1.409,0.429,2
2491,0.852,0.529,1.408,0.429,2
2492,0.852,0.531,1.412,0.428,2
2493,0.852,0.53,1.418,0.427,2
2494,0.852,0.873,1.415,0.429,2
2495,0.855,0.479,1.412,0.426,2
2496,0.855,1.032,1.413,0.42,2
2497,0.858,0.468,1.405,0.419,2
2498,0.868,0.463,1.406,0.417,2
2499,0.879,0.467,1.404,0.415,2
2500,3.283,0.469,1.405,0.413,4
2501,3.281,0.478,1.408,0.412,4
2502,3.285,0.838,1.409,0.41,1
2503,3.287,0.833,1.409,0.409,1
2504,3.287,0.832,1.411,0.409,1
2505,3.286,0.835,1.41,0.41,1
2506,3.284,0.834,1.411,0.411,1
2507,3.28,0.83,1.412,0.415,1
2508,3.27,0.828,1.415,0.423,1
2509,3.26,0.511,1.419,0.432,1
2510,3.251,0.821,1.424,0.444,1
2511,3.241,0.813,1.429,0.457,1
2512,3.226,0.81,1.435,0.471,1
2513,3.207,0.801,1.442,0.486,1
2514,3.191,0.797,1.448,0.503,1
2515,3.171,0.788,1.456,0.52,1
2516,3.156,0.78,1.463,0.538,1
2517,3.14,0.773,1.47,0.556,1
2518,3.117,0.768,1.478,0.575,1
2519,1.001,0.761,1.486,0.595,1
2520,3.078,0.754,1.493,0.615,1
2521,3.061,0.746,1.501,0.634,1
2522,3.037,0.738,1.509,0.654,1
2523,3.017,0.731,1.517,0.675,1
2524,2.997,0.72,1.525,0.695,1
2525,0.908,0.716,1.533,0.715,1
2526,2.956,0.709,1.541,0.735,1
2527,0.873,0.701,1.549,0.755,2
2528,2.916,0.694,1.557,0.775,1
2529,2.897,0.701,1.565,0.794,1
2530,2.878,0.691,1.572,0.813,1
2531,2.86,0.687,1.579,0.831,1
2532,2.842,0.675,1.586,0.848,1
2533,2.826,0.667,1.592,0.864,1
2534,2.81,0.662,1.598,0.88,1
2535,2.794,0.658,1.605,0.896,1
2536,2.777,0.655,1.611,0.912,1
2537,2.761,0.653,1.617,0.928,1
2538,2.744,0.647,1.624,0.945,1
2539,2.727,0.653,1.63,0.962,1
2540,2.709,0.634,1.637,0.979,1
2541,2.692,0.628,1.644,0.997,1
2542,2.674,0.621,1.652,1.014,1
2543,2.657,0.615,1.659,1.033,1
2544,2.639,0.627,1.666,1.05,1
2545,2.621,0.603,1.673,1.068,1
2546,2.604,0.6,1.679,1.085,1
2547,2.586,0.59,1.686,1.103,1
2548,2.567,0.583,1.694,1.121,1
2549,2.549,0.577,1.701,1.139,1
2550,2.531,0.574,1.708,1.157,1
2551,2.512,0.564,1.715,1.176,1
2552,2.493,0.558,1.722,1.195,1
2553,2.474,0.551,1.729,1.213,1
2554,2.455,0.545,1.737,1.233,1
2555,2.437,0.542,1.744,1.251,1
2556,2.418,0.532,1.751,1.27,1
2557,2.399,0.534,1.758,1.288,1
2558,2.381,0.525,1.766,1.307,1
2559,2.362,0.513,1.773,1.325,1
2560,2.343,0.507,1.78,1.344,1
2561,2.324,0.501,1.787,1.362,1
2562,2.306,0.496,1.794,1.381,1
2563,1.946,0.491,1.802,1.4,4
2564,1.931,0.484,1.809,1.418,4
2565,2.249,0.484,1.816,1.436,4
2566,2.231,0.481,1.823,1.455,4
2567,2.213,0.48,1.83,1.473,4
2568,2.195,0.486,1.836,1.489,4
2569,2.18,0.485,1.842,1.505,4
2570,2.164,0.524,1.848,1.52,1
2571,1.907,0.556,1.853,1.535,1
2572,1.893,0.492,1.858,1.549,4
2573,2.12,0.512,1.863,1.562,1
2574,2.11,0.491,1.867,1.574,4
2575,1.892,0.482,1.872,1.586,4
2576,2.084,0.483,1.876,1.598,4
2577,1.836,0.49,1.88,1.609,4
2578,1.823,0.588,1.885,1.62,1
2579,1.814,0.488,1.889,1.632,4
2580,2.041,0.602,1.893,1.643,1
2581,2.027,0.628,1.898,1.654,1
2582,2.018,0.573,1.903,1.666,1
2583,2.003,0.607,1.908,1.678,1
2584,1.995,0.613,1.913,1.69,1
2585,1.98,0.546,1.918,1.703,1
2586,1.967,0.523,1.924,1.715,1
2587,1.954,0.522,1.929,1.728,1
2588,1.941,0.529,1.934,1.741,1
2589,1.926,1.455,1.938,1.754,3
2590,1.911,1.447,1.943,1.769,3
2591,1.894,1.439,1.947,1.785,3
2592,1.877,1.432,1.952,1.802,3
2593,1.858,1.429,1.956,1.82,3
2594,1.841,1.426,1.959,1.838,3
2595,1.822,1.424,1.962,1.856,3
2596,1.804,1.421,1.966,1.875,3
2597,1.786,1.418,1.97,1.892,3
2598,1.769,1.415,1.974,1.91,3
2599,1.752,1.415,1.977,1.927,3
2600,1.734,1.412,1.981,1.945,3
2601,1.717,1.41,1.984,1.963,3
2602,1.701,1.408,1.781,1.979,3
2603,1.686,1.406,1.766,1.995,3
2604,1.672,1.405,1.746,2.009,3
2605,1.659,1.41,1.726,2.021,3
2606,1.653,1.419,1.712,2.026,3
2607,1.651,1.414,1.688,2.027,3
2608,1.65,1.412,1.686,2.028,3
2609,1.649,1.412,1.68,2.029,3
2610,1.646,1.415,1.678,2.032,3
2611,1.636,1.411,1.676,2.033,3
2612,1.629,1.411,1.674,2.034,3
2613,1.629,1.411,1.672,2.036,3
2614,1.631,1.412,1.67,2.037,3
2615,1.627,1.412,1.668,2.038,3
2616,1.629,1.411,1.667,2.04,3
2617,1.626,1.412,1.688,2.041,3
2618,1.628,1.412,1.685,2.043,3
2619,1.624,1.412,1.683,2.045,3
2620,1.629,1.412,1.677,2.047,3
2621,1.604,1.413,1.675,2.049,3
2622,1.603,1.413,1.675,2.05,3
2623,1.557,1.413,1.674,2.051,3
2624,1.556,1.413,1.673,2.053,3
2625,1.556,1.413,1.672,2.054,3
2626,1.558,1.413,1.673,2.055,3
2627,1.558,1.414,1.797,2.056,3
2628,1.558,1.413,1.782,2.058,3
2629,1.557,1.414,1.668,2.06,3
2630,1.556,1.414,1.649,2.061,3
2631,1.555,1.418,1.647,2.063,3
2632,1.558,1.419,1.639,2.065,3
2633,1.554,1.42,1.634,2.066,3
2634,1.427,0.72,1.632,2.067,1
2635,1.426,0.718,1.63,2.072,1
2636,1.423,0.72,1.628,2.074,1
2637,1.422,0.724,1.626,2.076,1
2638,1.421,0.721,1.624,2.077,1
2639,1.417,0.725,1.621,2.078,1
2640,1.42,0.725,1.622,2.078,1
2641,1.419,0.723,1.62,2.08,1
2642,1.421,0.727,1.617,2.082,1
2643,1.417,0.725,1.618,2.084,1
2644,1.417,0.728,1.616,2.084,1
2645,1.543,1.443,1.615,2.085,3
2646,1.504,0.726,1.615,2.086,1
2647,1.415,0.727,1.615,2.087,1
2648,1.413,0.727,1.61,2.089,1
2649,1.537,0.729,1.607,2.095,1
2650,1.411,0.727,1.601,2.097,1
2651,1.417,0.728,1.602,2.098,1
2652,1.416,0.729,1.597,2.1,1
2653,1.412,0.73,1.594,2.108,1
2654,1.411,0.731,1.595,2.104,1
2655,1.416,0.731,1.594,2.108,1
2656,1.412,0.732,1.593,2.107,1
2657,1.411,0.729,1.592,2.11,1
2658,1.414,0.73,1.588,2.109,1
2659,1.406,0.731,1.585,2.111,1
2660,1.407,0.733,1.581,2.112,1
2661,1.403,0.737,1.574,2.129,1
2662,1.39,0.744,1.565,2.131,1
2663,1.38,0.75,1.554,2.136,1
2664,1.371,0.756,1.542,2.155,1
2665,1.36,0.769,1.529,2.15,1
2666,1.35,5.0,1.515,2.159,3
2667,1.34,2.669,1.501,2.189,3
2668,1.329,2.657,1.487,2.204,3
2669,1.321,2.647,1.472,2.185,3
2670,1.311,2.636,1.456,2.204,3
2671,1.299,1.327,1.44,2.208,3
2672,1.315,1.304,1.424,2.272,3
2673,1.304,1.291,1.408,2.284,3
2674,1.285,1.281,1.393,2.3,3
2675,1.274,1.274,1.381,2.314,3
2676,1.28,1.268,1.38,2.329,3
2677,1.239,1.258,1.365,2.343,3
2678,1.222,1.169,1.348,2.358,3
2679,1.211,1.171,1.328,2.374,3
2680,1.201,1.174,1.322,2.387,3
2681,1.191,1.177,1.295,2.401,3
2682,1.181,1.18,1.282,2.414,3
2683,1.172,1.18,1.271,2.433,3
2684,1.159,1.179,1.26,2.306,3
2685,1.15,0.94,1.25,2.319,3
2686,1.144,0.947,1.239,3.419,3
2687,1.135,0.958,1.23,2.482,3
2688,1.126,1.183,1.225,2.348,3
2689,1.121,1.184,1.216,2.342,3
2690,1.107,1.185,1.203,3.48,3
2691,1.096,1.186,1.193,2.557,3
2692,1.082,1.189,1.185,2.378,3
2693,1.072,1.198,1.178,2.373,3
2694,1.061,2.505,1.17,3.54,3
2695,1.054,1.007,1.163,2.577,3
2696,1.044,1.009,1.161,2.425,3
2697,1.033,1.01,1.155,2.422,3
2698,1.02,1.015,1.149,2.406,3
2699,1.005,1.023,1.139,2.412,3
2700,0.993,1.041,1.134,2.423,3
2701,0.981,1.029,1.13,2.264,3
2702,0.973,1.034,1.126,2.474,3
2703,0.957,1.033,1.124,2.452,3
2704,0.944,1.003,1.121,2.463,3
2705,0.931,1.001,1.118,2.472,3
2706,0.918,1.038,1.115,2.314,3
